time,ARO,CAF,CAR,CNA,EAS,ENA,EPO,ESAF,GIC,MED,NAO,NCA,NEAF,NEN,NES,NEU,NSA,NWN,NWS,NZ,RAR,RFE,SAS,SAU,SCA,SEA,SEAF,SOO,SWS,WCE,WNA,WSAF
6300,0.898122511,0.730998779,0.219673612,0.136878394,0.44567662,0.231239801,-0.007462362,0.028653669,0.344274593,-0.097308498,0.347382445,1.688161152,0.588625197,0.480576436,0.422630366,0.224517914,0.210388384,-0.05561772,0.090912691,-0.165711377,0.357328521,-0.191066332,0.535371421,0.081009858,-0.119036226,0.040477774,-0.045535175,0.151682439,0.244536734,0.420635387,0.100437783,-0.225933336
6400,1.501456783,0.728047664,0.009963902,-0.06585235,0.496593345,0.115236325,-0.03638867,0.024060742,0.491993361,-0.04456838,0.444326676,-0.264019379,0.577742154,0.42831867,0.325013096,0.254653181,0.210388384,-0.068936765,0.396905044,-0.144994554,0.498446026,0.146410916,0.127510331,0.081009858,0.044754687,0.053905884,0.357247241,0.108401652,0.310903196,0.487718085,0.100714808,-0.092133129
6500,0.100743006,-0.151061966,0.1754965,-0.281433889,0.41478065,0.032251277,0.099483241,0.129413255,0.288010195,0.20644344,0.528971104,-1.092031798,0.581418963,0.372290898,0.291308418,0.27682373,-0.078667908,0.155294782,0.301498866,-0.214530053,0.377297659,0.361256488,0.118375305,0.062612781,-0.054499197,0.080675276,0.233944356,0.208317589,0.279435911,0.245865882,-0.127879403,-0.270869556
6600,0.035290854,0.102472198,0.172836489,-0.038249396,0.372496946,0.098851576,0.150950657,0.368403093,0.358315552,0.065564441,0.368092288,-0.90332807,0.496396171,0.205762607,0.389194026,0.239972421,-0.996623687,0.059305708,-0.070012085,-0.158817188,0.25486105,0.493630236,0.19354861,0.203957861,-0.05829172,0.089612657,0.36364236,0.161643376,0.248613534,0.390660357,0.323309385,-0.306923447
6700,0.243538155,0.470639878,0.141785153,0.057282676,0.24739431,0.217627555,0.052087184,0.301106435,-0.084860686,0.043591076,0.393621375,-0.919029768,0.346062309,0.327882938,-0.004574306,0.176192137,-0.70740857,-0.084357671,0.198697725,-0.051020779,-0.348993557,0.065504238,0.201936234,0.243885647,-0.073461813,0.019499682,0.258252254,0.063523266,0.152253478,0.517946857,0.395826834,0.35050264
6800,-0.110834976,0.738909072,0.019350485,0.163777574,0.389298741,0.256596864,0.081389567,0.038177204,-0.167639092,-0.038332532,0.218301046,-0.683428123,0.338313346,-0.093072673,-0.525207328,0.154381638,-0.542041903,-0.199775087,0.092595674,-0.077850062,-0.109001949,-0.029325758,0.353703766,0.368825164,-0.001618027,0.017361424,0.348969929,0.216201269,0.044070408,0.382424803,0.184612952,-0.328171652
6900,-0.226015303,0.488451135,0.143937604,0.207809522,0.089556274,0.278983922,-0.033531368,-0.070160108,-0.264004076,-0.055937664,0.177384902,-0.930763478,0.001745988,-0.021986366,-0.349635268,0.169434459,-0.483450352,-0.152078237,0.006221195,0.041390495,-0.056111895,-0.273703669,0.089681275,0.315253736,0.078603361,0.081422263,0.533919406,0.059972495,0.085446176,0.405941373,0.183140204,0.111305462
7000,0.055661127,-0.1368608,-0.399416214,0.254578148,0.310091635,0.272913364,0.052766102,0.118796039,-0.1821567,-0.15271128,0.215558571,-0.576604687,0.159233179,0.239825928,-0.278833344,0.191055338,0.137483944,-0.275208983,0.537810672,-0.038833731,0.188223858,0.30958869,0.196211935,0.333530285,0.302131574,0.05697098,0.593193334,0.058052761,0.209053822,0.700838563,0.256344175,0.188066204
7100,0.190695444,0.338425629,-0.134395911,0.242284635,0.485034768,0.176834181,0.044522676,0.129721929,-0.002356647,-0.009952264,-0.022629091,0.253151692,-0.137167411,0.947010702,0.292821705,0.196542866,0.439215442,-0.221324989,0.712054943,-0.146210787,0.428130658,0.360832375,0.097124573,0.325603562,0.241976595,-0.060116029,0.414191293,0.106522289,-0.994440457,0.662579121,0.18859284,-0.344457632
7200,0.486602291,1.23239909,-0.212052625,0.135075215,0.542665119,0.191282694,0.048751017,0.109553745,-0.193760585,-0.14375989,0.135173902,0.540820785,-0.290147067,0.275403846,0.232073529,0.076165527,0.288931721,-0.135263003,0.542570993,-0.036945087,-0.014293776,0.016851316,0.113019307,0.346379353,0.005360162,0.076320024,0.339726038,0.289964525,-0.293244363,0.584942716,0.309144837,-0.393575317
7300,0.217709112,1.23178627,-0.01698958,0.110662613,0.360214584,0.150255903,-0.004039755,0.209341333,0.041129123,0.127049839,0.130875216,-0.847916054,-0.304458595,-0.211846461,-0.010721877,0.198215924,0.446811096,-0.009902826,0.465424299,0.207471695,-0.129267812,0.224019248,0.111095531,0.249010301,-0.24848835,0.069824405,0.11032461,0.266462151,-0.031523806,0.592742286,0.529958982,-0.25617604
7400,0.391208753,1.375348435,-0.13012072,-0.045208626,0.263547439,0.10648237,-0.048214179,0.157297435,0.003023377,0.143195449,0.144561006,-0.738091697,-0.472686133,-0.260288676,0.272133768,0.071522211,0.41259443,0.048912326,0.241667218,0.167075012,-0.033549433,0.33058732,0.05581195,0.301863413,-0.287713464,0.034213316,0.209486356,0.419536466,0.144561053,0.627891264,0.490621286,0.195361248
7500,0.263712011,0.464985335,-0.497160544,-0.225475682,0.06841693,0.160261428,-0.072051146,0.19086843,-0.034784064,0.149091931,0.214121753,-0.836028534,-0.36495879,-1.662093064,-0.298266587,0.18396829,-0.00728053,0.005857119,0.655343196,0.130182185,-0.236680851,0.334380624,0.26759691,0.243720556,0.156800333,0.034718999,0.418241681,0.218128034,0.02343573,0.100345875,0.478825571,0.133389393
7600,-0.057843261,0.030373369,-0.605218899,0.001417539,0.098363807,0.114170624,-0.085774194,0.002318987,0.349897179,0.572085257,0.112123989,-0.535499758,-0.381637045,-0.797864544,-0.320098588,0.256486181,-0.00728053,-0.0980222,0.046999867,0.216463644,-0.102443376,-0.024883842,0.140842203,0.058838763,-0.050955961,-0.008028804,0.463212653,0.009957384,-0.307740124,0.047016157,0.67767746,0.234380964
7700,0.10727405,-0.144297388,-0.756924725,-0.00390617,0.184838362,0.086862012,-0.025354748,-0.058113068,0.132209038,0.272589421,0.203580257,-0.673860832,-0.388907515,0.167984672,-0.357864602,0.084864029,0.01469624,-0.255185932,0.028880308,0.174879833,-0.199698873,0.26390665,0.035312983,-0.038067679,-0.281269144,0.023191206,0.627464156,-0.195057086,-0.813520622,0.310073377,0.734827756,-0.029229917
7800,0.211765836,-0.775363553,-0.753915065,0.324217999,0.389447561,-0.088322573,-0.085610922,0.054383552,-0.082842575,0.517659622,0.263948466,-0.8355336,-0.110624682,-0.791807273,0.128518113,-0.123369596,0.491348295,-0.283176109,-0.262417995,0.289471368,-0.090003586,0.341868644,0.193070728,-0.058210536,-0.19716472,0.032719498,0.506569394,-0.400986581,-0.653984864,0.469298547,0.27524014,0.140409347
7900,0.417131513,0.062230941,-0.096938928,0.191393083,0.425134286,-0.145940233,-0.134503313,0.132297656,-0.004105829,0.541350365,0.351268117,-0.834589496,-0.171267034,-0.332013638,0.429790663,-0.182082222,0.491348295,-0.613885701,-0.136720336,0.405126554,0.225095746,0.251006148,0.264307054,0.018408564,-0.176138614,0.11547885,0.113923639,-0.425761583,-0.521419169,0.424886252,0.442637813,0.160988589
8000,0.573627804,0.45862027,-0.209036901,0.330157219,0.424933119,-0.096700138,-0.358263907,0.236111285,-0.153095321,0.612218487,0.079153658,-1.783230659,-0.151649751,-0.85059583,0.320840321,-0.279518419,0.410953853,-0.414604011,-0.017458996,0.112963006,0.109589208,-0.219789035,0.260969804,0.088992375,0.140160414,0.129258006,0.033168537,-0.573474876,-0.540563408,0.314091617,0.198954754,0.088632562
8100,0.45883718,-0.291420626,-0.427427321,0.48039283,0.447560013,0.034729752,-0.149398343,-0.04345688,-0.257845701,0.415281732,-0.09583763,-1.555994036,0.196990224,-0.984176987,0.232488021,-0.248505219,0.293598842,-0.246200255,-0.313233716,0.065346684,0.199070016,0.002321352,-0.168822741,0.02132236,-0.221705101,0.011253845,0.024207612,-0.529413698,-0.602129056,0.242912835,-0.032597935,-0.303145653
8200,0.448254051,0.170522674,-0.642256427,0.802187615,0.231156421,-0.005699654,-0.229216422,-0.045636369,-0.691345104,0.185010637,-0.147282052,-1.783964432,-0.044142289,-0.671600247,-0.702784754,-0.323395221,0.293598842,-0.120300665,-0.467713866,0.290860304,0.348827549,-0.432414876,0.088156702,-0.135159041,-0.221705101,-0.055416097,-0.138237378,0.167561159,-0.442130121,0.140241068,0.24617213,-0.227931841
8300,0.304099557,1.232404275,-0.394492189,0.614474926,0.034173658,-0.102850335,-0.285979653,-0.226678512,-0.711855371,0.294422483,0.050615881,-0.921740352,-0.068010378,-0.082762714,-0.516228964,-0.298917705,-0.137330254,-0.18768433,0.256007929,0.373405822,0.434096162,0.032508172,0.306065825,-0.210657677,-0.307257735,-0.085430925,-0.148916992,-0.184031639,-0.340087391,0.220296593,0.333918213,-0.250195151
8400,1.18255103,0.150309512,-0.626451416,0.648657886,-0.068863863,-0.082020973,-0.213127593,-0.155386126,-0.538924691,0.379340601,0.077256323,-0.15231483,-0.049526336,-0.483305908,-0.297010787,-0.371355025,-0.137330254,-0.428862197,0.299536882,0.375983954,0.41455914,-0.127282369,0.087357896,-0.272229106,-0.291693172,-0.101466935,-0.146190688,0.017655246,-0.286295399,0.177961069,0.397844718,-0.112931734
8500,0.237228588,0.172597975,-0.253837746,0.226355865,-0.11284633,-0.128138816,-0.190797131,-0.291159456,-0.452962438,0.427063416,0.161167531,-0.40882513,0.1576907,0.405282881,-0.365617156,-0.430594638,-0.068514487,-0.43519119,0.104651585,0.31792138,0.579238984,-0.129864425,0.298964426,-0.465229106,-0.457643338,-0.223509099,-0.168764742,0.19810576,-0.146977834,0.006996975,0.308729765,-0.02958017
8600,0.65781462,-0.546951912,-0.21421704,-0.213421941,-0.382142257,-0.110526107,-0.17983339,-0.354180544,-0.401518504,0.636832504,-0.066826347,-0.025154801,0.112229301,-1.029412259,-0.24735463,-0.468806706,-0.273702686,-0.588118913,-0.458438558,0.446466623,0.545723249,0.012811747,0.032909765,-0.426552844,-1.014020566,-0.35944419,0.059223825,0.212615489,0.062720902,-0.23608648,0.038634603,0.0604973
8700,0.51611151,-0.853095703,-0.746176597,-0.253867155,-0.764751296,-0.171086881,-0.372470067,-0.182222809,-0.30184937,0.724607449,-0.103231826,-0.159648402,-0.037819805,0.516430226,-0.224991959,-0.488246967,-0.273702686,-0.422715919,-0.497536032,0.397739704,0.492129806,-0.283018802,0.176130746,-0.426552844,-0.960846106,-0.299096571,0.25053127,0.605257987,0.270939543,-0.111628793,0.171372712,-0.088561732
8800,1.29963808,-0.926415324,-0.901648124,-0.061989855,-0.583883288,-0.258913854,-0.352285324,-0.259680829,-0.368590777,0.295191048,-0.086737553,-0.204853351,0.373668343,-1.68258558,-0.254771557,-0.547262686,-0.27333263,-0.451616014,-0.299133456,0.334211351,0.342836034,-0.472429096,-0.10512056,-0.35826713,-0.909804287,-0.250603202,0.156875451,0.381336071,0.274032114,-0.253936806,0.354832696,-0.043834894
8900,1.737131439,0.378333185,-0.934529282,-0.267633125,-0.466305403,-0.153383877,-0.194966465,-0.500408801,-0.16007117,-0.058858962,-0.16472735,-0.194515343,0.020652184,-1.327028037,-0.110442476,-0.799978008,-0.271852405,-0.483226754,-0.277213916,0.448626426,0.677768467,-0.438112415,0.219839742,-0.647076813,-0.796962398,-0.272363751,0.111400491,0.32219742,0.255561724,-0.361475469,0.186052533,-0.086867353
9000,1.151871615,0.304494316,-1.017227783,0.32815957,-0.579940413,-0.295224692,-0.086124282,-0.51782127,-0.308173683,0.249220809,-0.090936731,-0.155820268,-0.044070615,-0.805572459,-0.808872853,-0.955215835,-0.769466243,-0.440509891,-0.056978656,0.459286427,0.656110337,-0.36511354,-0.223162642,-0.647076813,-0.6185042,-0.172860293,0.026073546,-0.236871919,0.266646946,-0.551479287,0.293898239,-0.014646592
9100,1.048787273,-0.041177916,-0.945512814,0.465589905,-0.416376981,-0.4455131,-0.014566734,-0.05028858,-0.077707388,0.157144194,-0.242129884,-1.482762831,-0.177620592,-1.465800581,-0.804263333,-0.93626084,-1.062624165,-0.60397534,-0.18383206,0.710337523,0.304047144,-0.326318836,-0.062173261,-0.530505385,-0.85384464,-0.216952213,-0.067442785,0.067306669,0.19761596,-0.699480231,0.526017503,0.320310729
9200,1.633029461,0.113735636,-1.475050772,0.438701418,-0.423252737,-0.407334371,-0.009938013,-0.041628886,-0.290133686,0.070739988,-0.329921292,-1.814451713,-0.149964829,-1.896208622,-0.634139249,-0.755544049,-0.872673984,-0.582898919,-0.220429605,0.625553329,0.32610287,0.138467053,0.535511391,-0.42664134,-0.860161177,-0.269288883,0.200935197,0.129458762,0.266059049,-0.554104884,0.450364914,0.26501884
9300,1.471646472,0.156538194,-1.052711226,0.534035916,-0.365987319,-0.224891259,-0.019878401,0.15519614,-0.228865216,-0.073446533,-0.27434894,-0.175018943,-0.032524703,-1.725988867,-0.679558378,-0.756152531,-0.964753219,-0.341676733,-0.146088077,0.515017869,0.427706383,0.541102742,0.117707216,-0.080412643,-0.598196833,-0.446795974,0.044543531,0.168714857,0.240499029,-0.566687672,0.767504222,-0.215491903
9400,1.781761654,-0.242331192,-0.994366587,0.603319521,0.137276837,-0.346492029,-0.090098921,0.068973413,0.37320174,-0.197158772,-0.213009717,-0.318972626,0.010515675,-1.786726638,-0.535809411,-0.538007215,-0.760303515,-0.467189705,-0.246347079,0.651156326,0.449227901,0.686605852,0.234330709,-0.070745976,-0.465362257,-0.486758052,-0.122912663,-0.055756949,0.144996984,-0.879155785,0.724815639,-0.016182514
9500,1.285603938,-0.649400826,-1.284921313,0.375881173,-0.193599297,-0.382287399,-0.090098921,-0.107051809,-0.071304083,-0.183159352,-0.300014623,-0.307501756,-0.042749058,-1.907593824,-0.737348556,-0.518805625,-0.999419233,-0.410994707,-0.213196083,0.591245696,0.420434881,0.276552846,-0.235708619,-0.104961067,-0.449721436,-0.274820218,-0.096289427,-0.056723614,0.244160217,-1.02230462,0.338908662,0.269620109
9600,1.760828093,-0.580352374,-1.334829641,0.355155043,-0.473010392,-0.233047457,-0.199483388,0.003133304,-0.22470548,0.010615726,-0.530370858,-0.562995346,-0.042749058,-1.863853652,-0.612951462,-0.182188207,-0.414433287,-0.427226193,-0.203387928,0.303341394,0.217007323,-0.245480008,-0.223373176,-0.106833823,-0.879514455,-0.304658971,-0.137286171,0.300090752,0.258840438,-0.676881218,0.925751325,-0.084128911
9700,2.153170305,-0.531722157,-1.385732356,0.368416865,-0.308724659,-0.35419679,-0.222652298,-0.297130548,0.019243052,0.129849893,-0.573922144,-1.429884567,-0.163021444,-1.842565322,-0.33349619,-0.451804123,-0.414433287,-0.477310963,0.118519569,0.197001805,0.235719585,0.2432041,-0.776202285,-0.41758422,-0.852956714,-0.169618045,0.03491156,0.274355594,0.315191981,-0.690827728,1.21205822,-0.774027037
9800,1.918136658,-0.43334926,-1.165166971,-0.402790311,-0.528299888,-0.450634662,-0.508478011,-0.092292261,-0.053214236,0.15535466,-0.739402973,-0.936370711,-0.191284972,-1.326965732,-0.25241572,-0.539711086,-0.111310657,-0.430622772,0.027241524,0.27959544,0.219897557,-0.235185526,-0.528892221,-0.37858422,-0.693391665,-0.446330121,-0.00950183,0.230149098,0.282182195,-0.882582348,1.400149262,-0.612864434
9900,1.09941919,-0.593504043,-1.349566971,-0.670639474,-0.392757671,-0.461298461,-0.440028087,-0.248976238,-0.333640137,0.446528418,-0.452528194,-0.62611254,-0.119679844,-1.304795413,-0.26260635,-0.761165695,-0.390443831,-0.476803775,0.155545456,0.126087842,0.433151021,-0.289369704,-0.240390668,-0.469423591,-0.919769275,-0.435668282,-0.00950183,0.120920193,0.405350174,-1.129709637,1.731679873,-0.671081702
10000,0.631696943,-0.486809202,-1.297925331,-0.476543615,-0.471126515,-0.561634207,-0.422741757,-0.275731615,-0.406652368,0.497284326,-0.94419847,-0.417581786,-0.123367374,-2.31497037,-0.650850545,-0.741983298,-0.604431147,-0.153461342,0.448975315,0.458733647,0.049734137,-0.103828489,-0.414034569,-0.495505224,-0.909147249,-0.474700897,-0.129689926,0.282535606,0.334034879,-1.50818378,0.356599516,-0.503144323
10100,1.064768474,-0.003683505,-1.475857644,-0.427200603,-0.765357482,-0.684651678,-0.381935539,-0.456605483,-0.531311504,0.25130809,-0.976110937,-1.978613786,-0.025370102,-2.095856263,-0.427396346,-0.894169862,-0.794797889,-0.079445522,0.052868551,0.415037948,0.017673423,0.261195725,-0.753303573,-0.387076652,-0.748115694,-0.403363488,-0.118578815,0.093453905,-0.0331542,-1.600029748,0.420215644,-0.548174181
10200,1.800063884,-0.308785798,-1.475857644,-0.468224557,-0.776956878,-0.5940143,-0.390457436,-0.467227746,-0.226412464,0.262168167,-0.724648672,-1.574330159,-0.142440625,-1.548775241,-0.66413387,-0.828087404,-1.052738978,-0.252139141,0.148204416,0.512635231,0.235873507,0.204346571,-0.121867013,-0.435590938,-0.692241756,-0.405776219,-0.083651004,0.075476526,-0.08538764,-1.840489643,0.507457612,-0.259280827
10300,0.901703557,-0.115231314,-1.75742871,-0.57053089,-0.73057286,-0.51252679,-0.227850868,-0.466686839,0.11590523,-0.101149577,-0.769559177,0.105762686,-0.116832001,-2.397138461,-0.560920837,-1.448412505,-1.406432728,-0.256417071,0.301444487,0.650091818,-0.17692487,0.936684624,-0.604834883,-0.3985974,-0.772494619,-0.349474104,-0.153991739,-0.387606458,-0.000497022,-1.855162925,0.364481179,-0.03995816
10400,0.843127284,-1.485075334,-1.512070268,-0.787534741,-0.730695681,-0.508771829,-0.176823104,-0.515661101,0.281963361,-0.051659622,-0.520624423,-1.146008038,-0.10255529,-2.050495886,-1.071923529,-1.503994282,-0.983866266,-0.460784402,0.353723689,0.762294473,0.142342136,0.842531883,-0.415463734,-0.386901022,-0.959566707,-0.54247154,0.022563604,-0.434138723,-0.051907851,-1.999100921,0.393318274,-0.199787634
10500,1.107945773,-1.276390076,-2.051879519,-1.222702552,-0.973077438,-0.842874858,-0.570116882,-0.467712294,-0.310133945,-0.059795694,-0.355333343,-1.266930969,-0.14404457,-2.789313265,-0.778560226,-1.457323795,-1.512398836,-0.580600777,0.100535104,0.529139353,0.392046571,0.612176402,0.04480104,-0.386901022,-0.896873378,-0.502833565,-0.127674827,-0.622251609,0.007732933,-1.531622836,0.301311445,-0.226302615
10600,0.727560475,-1.440379491,-1.312900169,-1.469640538,-1.14366101,-0.878740078,-0.570116882,-0.576726684,-1.466901844,-0.43009484,-0.650165821,-0.969213006,-0.201063812,-3.032696069,-0.575415661,-1.180418453,-1.080202373,-0.509247556,0.465269221,0.569840753,0.404792964,-0.452576271,-0.076233238,-0.248366305,-0.732137634,-0.613825265,-0.199047017,-0.662467765,-0.170262146,-1.45805226,0.021737283,-0.278191425
10700,-0.108460298,-1.047232433,-1.210235558,-1.837636207,-0.524526715,-0.623094727,-0.595584364,-0.412501598,-1.653833438,-0.702999026,-0.636848672,-0.08579344,-0.097130514,-2.811107142,-0.657637479,-1.745240222,-1.212632193,-0.356491447,0.555625736,0.568167824,-0.371013485,0.307214416,-0.130773487,-0.142080591,-0.762811762,-0.682178139,-0.344987934,-0.614863757,-0.175950581,-1.799564516,0.420002248,-0.43138558
10800,-0.353364483,-0.44244531,-0.90998267,-2.519065281,-1.187431471,-0.767675236,-0.615762126,-0.274192576,-1.721481006,-0.769371081,-0.686731888,0.537864844,-0.163713824,-3.79318127,-0.559508378,-2.081883222,-1.249994419,-0.62263003,0.657873325,0.662114536,-0.164446442,0.789276927,-0.375236061,-0.065185563,-1.001977971,-0.725547527,-0.330142045,-0.496459974,-0.578957445,-1.684939659,0.187627415,-0.371447415
10900,-0.403673193,-0.614001337,-1.374893485,-1.674187441,-1.090341669,-1.146284128,-0.661860266,-0.359643593,-1.679947413,-0.864245698,-0.817055049,-0.508531415,-0.388519262,0.029536169,-0.610402671,-1.608980913,-1.283293324,-0.474356254,0.458842855,0.621838161,-0.656382212,0.818650767,-0.685541705,-0.187731163,-0.189400792,-0.839013539,-0.381986128,-0.453384388,-0.647289743,-1.443780554,0.333953154,-0.119670789
11000,-0.699408029,-0.773092991,-1.325821528,-1.475794598,-1.446025129,-0.148806855,-0.655078519,-0.491716189,-1.410802862,-1.070173189,-1.411557925,0.091213993,-0.285939425,1.256183352,-0.692238889,-0.898454728,-1.062743443,-0.48452482,0.256288788,0.632845281,-0.917056565,0.640710154,-0.822809029,-0.232445449,-0.323495031,-0.790557976,-0.489044036,-0.590008468,-0.645326999,-1.658080183,-0.081345513,-0.133100952
11100,-1.274918802,-0.860952204,-1.687324734,NA,-1.573338605,0.379439057,-0.64438715,-0.553151125,-1.238094968,-1.519590624,-1.297852625,-0.250880516,-0.275580363,1.483521122,-0.634178246,-0.885914678,-1.712221524,-0.462300231,0.2563369,0.455820456,-1.809108049,0.188284622,-0.86397198,-0.232445449,-1.11541989,-0.867635073,-0.339044036,-0.577497274,-0.56236067,-1.248419351,0.053200652,-0.6132733
11200,-1.012428834,-0.480061343,-1.613947862,NA,-2.067509593,0.785376376,-0.551406623,-0.524685948,-1.741640074,-1.461147927,-1.789489659,-0.096568172,-0.137659432,-0.757717417,-0.368802403,-1.045518774,-1.969301015,-0.874170273,0.228511014,0.595070573,-0.704838835,-0.363014342,-1.126570127,-0.611291085,-1.198597885,-0.948866913,-0.434011705,-0.627337376,-0.443309574,-1.546887078,0.089682334,-0.791356589
11300,-0.892905618,-1.214093237,-1.820210083,NA,-2.213830666,0.182916296,-0.491743741,-0.395191494,-1.836525465,-1.748948229,-1.31891194,-0.052801576,-0.1840273,-1.587153203,-0.834626423,-1.619909639,-1.037633619,-0.9859936,-0.023654687,0.690586551,-0.600999324,0.744294747,-1.290538192,-0.567741243,-1.418716118,-0.953972311,-0.442000245,-0.622235584,-0.277733884,-0.005833738,0.144801961,-0.487808416
11400,-0.129261012,-1.278288942,-1.77571169,NA,-2.464704747,-0.064583716,-0.574810803,-0.702472235,-2.650294938,-1.909648137,-1.415885571,0.435687567,-0.291628114,0.043493108,-0.973582356,-2.347683092,-1.344345302,-1.382151045,-0.077361219,0.687041633,-0.901666461,-0.012157844,-0.541921434,-0.567741243,-1.548448364,-0.9879133,-0.548881493,-0.467131444,-0.112886979,-0.606351577,-0.338695011,-0.450009239
11500,0.36944702,-1.479816891,-1.743738981,NA,-2.427673731,-0.085562344,-0.705969795,-0.671487972,-2.885366787,-2.166874841,-1.510743513,0.659585855,-0.144340839,0.492840367,-1.027622358,-2.731436965,-1.89394663,-1.539360655,-0.138376219,0.581611797,-0.567165153,0.195843716,-1.006567198,-0.467486886,-1.427854479,-0.956825248,-0.858821079,-0.540513648,-0.567925126,-0.873547504,-1.385805685,-0.9030817
11600,0.018769612,-1.258539972,-2.135261596,NA,-2.78434361,-0.099961813,-0.856001832,-0.847801666,-2.105326662,-2.913293739,-1.811969897,0.474978929,-0.34551159,0.348126082,-1.045016233,-2.903620678,-2.284166801,-1.426512828,-0.234440489,0.507795898,-0.377219853,0.37802782,-1.608057129,-0.738134797,-1.307260593,-1.151560497,-0.404571079,-0.704701202,-0.551283074,-0.699320574,-1.801806732,-0.992359288
11700,-1.232308112,-0.718724746,-2.005034721,NA,-2.655293754,0.366152514,-1.00141353,-0.81124192,-3.521375698,-3.125114666,-2.047128505,-0.070551146,-0.352940561,3.081896686,-1.324431889,-2.967362692,-2.47385795,-1.895983879,0.178166631,0.307569219,-1.480890248,0.2903265,-1.721920853,-0.84984206,-1.393053981,-1.22807876,-0.877487746,-0.637444722,-0.192661917,-1.835552858,-1.517920611,-1.192648215
11800,-0.046178727,-0.950061523,-2.202632857,NA,-2.714372049,0.395423018,-1.15255133,-0.596838908,-4.185013111,-3.605113818,-1.828491989,-0.677907062,-0.294760523,1.782753829,-1.161044427,-3.314628497,-2.373341838,-1.897322924,-0.068513421,0.083146558,-1.892083626,0.119320749,-1.892986798,-0.634105469,-1.343036325,-1.396408486,-1.536309878,-1.410556394,-0.79229596,-1.801786304,-1.619845284,-1.569273776
11900,-0.587427584,-1.198946767,-2.491850134,NA,-3.143377416,1.011408058,-1.288001376,-0.346946454,-4.622506701,-3.694347915,-2.464924715,-0.412428387,-0.39011155,-4.845103314,-0.480281857,-3.752010071,-2.423436954,-1.963282501,-0.659948683,0.048388049,-1.827250526,-0.015703204,-1.717874929,-0.634105469,-1.565425876,-1.394096066,-1.674024163,-1.393453675,-0.825152082,-2.066904092,-1.645737942,-1.703769124
12000,-1.765301082,-1.46164694,-2.668903547,NA,-2.96789466,-0.262613374,-1.287878948,-0.845215027,-5.543584507,-3.602505037,-2.890525137,-1.647293131,-0.197555301,0.849896686,-0.470634963,-3.8139874,-2.359693171,-1.962911093,-1.28955037,0.289403611,-1.580185138,-0.335720616,-1.54449201,-0.634105469,-1.565425876,-1.697165047,-1.474024163,-1.427196825,-1.268905099,-3.178748105,-1.531328741,-1.089649095
