,GIC,NWN,NEN,WNA,CNA,ENA,NCA,SCA,CAR,NWS,NSA,NES,SAM,SWS,SES,SSA,NEU,WCE,EEU,MED,SAH,WAF,CAF,NEAF,SEAF,WSAF,ESAF,MDG,RAR,WSB,ESB,RFE,WCA,ECA,TIB,EAS,ARP,SAS,SEA,NAU,CAU,EAU,SAU,NZ,EAN,WAN,ARO,NPO,EPO,SPO,NAO,EAO,SAO,ARS,BOB,EIO,SIO,SOO
0,0.9581052967904399,1.093666950001468,0.5798969634180575,2.1902090477838962,0.6057387366131864,0.4366428079787809,-1.3732328782352825,-2.8983992808305166,-4.173247337923236,1.3202921871895381,0.062056949699492804,5.005880741673057,7.017464916904091,-0.4528851277936812,1.6562022697776704,0.5668959088312047,0.7609048897056327,1.6544583708625609,1.1247790836619433,-0.0713252406997648,-0.541403154140271,-2.203101184513751,0.7396121410841363,-1.7135937341169023,0.25413516549191534,0.37246070699111894,2.891184720577353,1.812538013494767,0.4042626090819779,0.7038741293367472,0.36337028162321594,0.5671427324021162,0.2252581348125745,0.10251081275090028,0.27321770161344716,-1.5413942620204757,-1.2536703981408397,-1.643234454558667,3.8514518510466482,5.085161481634149,0.2285557815821684,0.42336776719085145,-1.3386587578739246,-0.1433063287420033,0.3499514520784399,0.6079651159972765,0.2515614976557718,-1.715561390638491,-0.375156401513547,0.22990187703023227,-1.7419230059967192,0.39078663193416746,-1.701358834658614,-6.128807834532411,-1.2691724541900218,3.494274915650857,-2.3088718264877133,0.9987797756962101
100,0.9572992457117363,1.0971856102805622,0.5844091532812573,2.201585354899665,0.6273131654717945,0.41175826380005676,-1.359766870071861,-2.8323434436067263,-4.113535822422789,1.3378995655016173,0.10342708697227017,4.794040523158121,7.086349101246571,-0.43770068082064645,1.76809121776142,0.5348284054509546,0.74026694993586,1.6894022136771913,1.156191707676316,-0.06865771411733829,-0.5423164464296402,-2.1953402305790046,0.647866277546082,-1.6987150449164163,0.26398214999544056,0.38460737733740963,2.959157584527035,1.9358604360704164,0.40407869826790727,0.6910054124985882,0.36133188529955557,0.5668306312587605,0.2728408715938159,0.11096441190094296,0.27104019610255187,-1.4728847772876825,-1.2475324886915247,-1.6793269357009533,3.8380447951537415,5.232149304876216,0.15229106852110919,0.4203837887516638,-1.379108673618096,-0.12015046431163702,0.3599562747484456,0.6033460770136232,0.239546704701877,-1.724671673507915,-0.3630519122514812,0.2148848968133689,-1.7577848196758277,0.37063591325123335,-1.712811324817179,-6.0708641120423055,-1.7692532649223038,3.5537568886839868,-2.3207188167745434,1.000019603234577
200,0.9777437910145805,1.092120410651764,0.5709131890704182,2.126912440921045,0.5719489606465236,0.3481507078444619,-1.330777398514935,-2.9387238546253034,-4.167947551463273,1.1602492492945475,-0.06658940823105267,5.4102740086364,7.035727391124178,-0.462424021783771,1.6861961646532329,0.574162870600539,0.7402919434072454,1.5909066912059795,1.0747743961678622,-0.0014244104627368218,-0.5368426223910974,-2.1669826079909313,0.8302151804698634,-1.6701759794462352,0.38899992901381164,0.46119632298646795,2.8280671843201155,1.5705021124369616,0.39125152294046395,0.6726416980222134,0.3522880334474699,0.5663013840959251,0.3334392504289997,0.11702644299783438,0.28790428141349245,-1.4646263973569167,-1.2219147439370752,-1.6597619599743085,3.8306013771220364,5.097766178612285,0.13899569317541854,0.31852030853169083,-1.3124115796871512,-0.23963609233235134,0.34259523727517655,0.6093538690260374,0.2635860362737576,-1.7214574145556556,-0.4047641874676364,0.24437443090789673,-1.7165965905644973,0.46844408396407006,-1.6842049127674539,-6.125692058971846,-2.1119487217835378,3.5568223065220845,-2.369746650507227,1.0003788089244956
300,0.9598166236912441,1.0929125087355085,0.5614435980201458,2.1774507589713563,0.5967791149571589,0.4467432723781127,-1.3946229488912703,-2.8470470083412325,-4.166416245423546,1.3223371053723063,0.07422324825626382,5.142563416496626,6.918263253721033,-0.39999849872417736,1.6374885419741663,0.5790076321414205,0.7715138616397053,1.6790180448420315,1.1219396320245552,-0.09993585646577074,-0.5447230314316264,-2.2561285493880576,0.5931872632522756,-1.7591572230046877,0.19520039330760805,0.40478715121345327,2.898778646477079,2.06205559974506,0.3837136681687399,0.6822905606423947,0.35426497873098595,0.5479497776014933,0.22920809326593222,0.10329103534487294,0.24213655910559878,-1.4793214378770552,-1.271783264662148,-1.662149610290356,3.7131553779117845,5.041340660825521,0.11965371322274945,0.3630986782780097,-1.3283139450335992,-0.14628177360206324,0.3502496339557083,0.6245913223868361,0.2406953994724157,-1.7012939443350692,-0.37388130692382693,0.24823070028145006,-1.7668755586369131,0.4383944743782032,-1.6847543152807605,-6.2616128285934245,-1.3710016639315707,3.566451860598323,-2.211710272282683,0.9888131830209518
400,0.9867104529978151,1.1177368865117487,0.5712736591953915,2.1661723323327706,0.5754454455742112,0.34387370500738246,-1.3482054638872645,-2.914017635330543,-4.131347320844484,1.243725406081746,-0.019130485321388856,5.334060964361196,6.875431390648862,-0.4640652997498514,1.687562030623895,0.5716101423981568,0.7713985798824963,1.6234750653605414,1.0925477078214554,-0.059581596000960996,-0.5446334088409518,-2.1952831404047433,0.7081630996975916,-1.7201823503623772,0.3375337722983897,0.4234261718771534,2.964090184450775,1.8239689192679611,0.4072316173638711,0.6789897781571405,0.3581827640363505,0.570186149852191,0.27376607099027983,0.1158510844550285,0.2742382120229,-1.4641862306958071,-1.2474433405748067,-1.6666814918879982,3.7781120840060765,5.192724906212425,0.10849948104938648,0.3037975115583775,-1.3529455050065113,-0.2273960743674153,0.3507226388598213,0.5922441316877698,0.26251280045872805,-1.724139094139953,-0.39698844000879197,0.24321991075907307,-1.7522914341716893,0.4375882680625157,-1.6822686316802151,-6.112674771373188,-1.8815644462339907,3.6780821888105,-2.350674327783746,1.0010122038984741
500,1.0099580988490708,1.0986150420877179,0.5823602632643555,2.1405554927572825,0.5692015009058002,0.3410487627981991,-1.3411562164743742,-2.890995969120508,-4.147895004404714,1.1558681978335459,0.03367304772597642,5.340377505719693,7.0717680558124805,-0.3913282171305227,1.646784760404728,0.5573991049164115,0.751586046933878,1.5776131023141708,1.0892656993104495,-0.05091947770897865,-0.5436188690747239,-2.1449627914370937,0.7518942380875772,-1.6849949034538705,0.2940178895422816,0.35270240256235935,2.9491334433369034,1.693615002251052,0.3988374401393382,0.6717227221614603,0.355929511864503,0.5641861353284984,0.32194805679767363,0.11219267132014776,0.3348239964037676,-1.4629784465535876,-1.2277773297500438,-1.6512293073383615,3.7677960071803898,5.071976735836883,0.20007509037645788,0.3462461297031585,-1.3417697848716073,-0.18697343920329007,0.3469995154244187,0.6081773725445881,0.24819665061265322,-1.7087518517389073,-0.3924240781876401,0.24737997164007283,-1.7645343098819877,0.5852798522538186,-1.7196107641266212,-6.107672412107634,-1.5406408441838066,3.496521359636925,-2.3710423820919493,1.0024213617406506
600,0.9652799781819725,1.0865014226157246,0.5734922685945839,2.2386845794612267,0.6067578957344193,0.3859569910746871,-1.3740086461469014,-2.9131378246024506,-4.147759483375054,1.1300142156021855,-0.05567337183172725,5.53296646306231,7.024254261631909,-0.3871061771138436,1.6514613643426936,0.5878958300160074,0.7929727055766093,1.5877891685507117,1.0985952123072824,-0.08347936592005989,-0.5340756430688928,-2.2070641126841672,0.6571780756313256,-1.7374171299572525,0.23095746639713058,0.43945899861545534,2.8122312501321836,1.9029501485115434,0.40179949078374233,0.6863758641767931,0.3570849876504595,0.5574541576702973,0.27219036866423385,0.11224868701739907,0.2473807338398853,-1.4604629171731127,-1.2526477198547838,-1.6546045961647402,3.791546335400713,4.9510425333336565,0.24849840613524718,0.2024812988429847,-1.2997151243673486,-0.23700920102071601,0.3537931606531404,0.6015278391496965,0.2539330854940828,-1.705101489003464,-0.3970743120124756,0.22969716057121536,-1.7684662915725424,0.4636249196315759,-1.663368562097571,-6.217055121054558,-1.5079306266037469,3.5367345404777897,-2.218851104853024,0.9958344846576574
700,0.958898773403798,1.0754037116925454,0.557740842718893,2.223551881030875,0.6160451802721938,0.3987921238869801,-1.3987167741804967,-2.8856232099117145,-4.174161113485268,1.195354008588134,-0.002230687626231096,5.456796974300066,7.018883777747112,-0.37713522469871996,1.6629124624112415,0.5657994777173351,0.7471678408084865,1.5503411227815262,1.078916376458738,-0.031182945601575272,-0.5364931050939384,-2.228165229301014,0.6725634944645457,-1.6849732203727517,0.2216514664829834,0.4290727782053718,2.928966696729382,1.8343942114354577,0.38706304720149,0.7029901784533755,0.36067372649689977,0.5523790032978643,0.2603511726011797,0.10712143076376161,0.22335238366951418,-1.4689607028812055,-1.2434624518725386,-1.6877681461826484,3.6930971624311475,5.475184084616037,0.26629956698615903,0.46779522412533625,-1.3523528470062856,-0.12491312012973028,0.34916857976148513,0.6053259797636984,0.2509503600235293,-1.6838909940370614,-0.37610644035327834,0.21646222920575486,-1.7566010815674,0.5328114650805507,-1.6945671461019547,-6.237068094432297,-1.2991670629853778,3.35104166172908,-2.2978594989189625,0.9868943533066264
800,0.98372425620933,1.0819675994082818,0.5704701258433191,2.2004031142910425,0.611837911822126,0.378463685510464,-1.4013456586874005,-2.8723450287685743,-4.147259823950111,1.240888696976787,0.04225605328060953,5.338771178165365,7.044744248110983,-0.4232876213957752,1.6542876063579592,0.5310327085494896,0.737928755347237,1.670254756083646,1.1262775000963008,-0.03682475757190942,-0.5397306823354332,-2.228850597345017,0.6472188093832815,-1.746201106199001,0.17132826613105856,0.3782796100666498,2.8593611825773726,2.1330920224520185,0.3986208817262688,0.6811673929656404,0.3599551742308985,0.5434349940920549,0.2616652512085072,0.10710260641098286,0.27740415104183436,-1.4437151742747654,-1.2558488159525334,-1.6313186958039956,3.643558473832366,5.139553794996559,0.19091936234727294,0.27019318690847166,-1.3421469320482904,-0.17591795132770208,0.34708537217612245,0.6190722854251229,0.2455526914220979,-1.6920045188691186,-0.4249004720295806,0.24627551128307137,-1.7707222228521589,0.4430550796642387,-1.6713061652291494,-6.173221348972086,-1.5012526949529312,3.5268792832523705,-2.2038828964406783,0.9972350808865904
900,0.9836882568905198,1.0650551584842622,0.5722059127024451,2.1967342350267636,0.6158878605602908,0.48788255789289153,-1.3750013965487462,-2.8855649689237577,-4.1006787560524245,1.280636935051504,0.016178321439419725,5.022179139709823,6.838923598327542,-0.407317239735912,1.7351336801237254,0.5713761448318975,0.7646037197905707,1.5939434014409304,1.080026131778562,-0.07190011906217066,-0.5386504739189827,-2.217921402102483,0.5748406008323957,-1.726169187876777,0.3126289927249617,0.3380492544419512,3.0344539358541613,1.922944123201235,0.3915912643048824,0.6834344239589879,0.3532809753757936,0.5584362795537643,0.24387969524073022,0.10630276772346806,0.25597120620432867,-1.4745145186580497,-1.2691749770813732,-1.6863593806011012,3.817734280528073,5.1745146685534005,0.20653062388045973,0.5200600658291294,-1.3248128821005085,-0.1768811887666411,0.34714916277463875,0.6135075947711931,0.2542193004854014,-1.6890460825418434,-0.41647511076216853,0.24169337030188212,-1.734534645712593,0.4250278704823256,-1.693969008852513,-6.2550773391214465,-1.5892237837822403,3.5812092784609124,-2.3295237726861093,0.9969813268290482
