,GIC,NWN,NEN,WNA,CNA,ENA,NCA,SCA,CAR,NWS,NSA,NES,SAM,SWS,SES,SSA,NEU,WCE,EEU,MED,SAH,WAF,CAF,NEAF,SEAF,WSAF,ESAF,MDG,RAR,WSB,ESB,RFE,WCA,ECA,TIB,EAS,ARP,SAS,SEA,NAU,CAU,EAU,SAU,NZ,EAN,WAN
0,0.95825803,0.83033717,0.6974804,0.6169115,0.59664226,1.1740901,-0.12237767,0.19156854,0.3933761,2.4189868,0.96636003,1.3257961,2.4951572,0.9110661,0.81193376,1.573208,0.97367775,0.55896205,0.24003935,0.2156292,0.037079263,1.2764051,2.207165,0.41597703,0.60378915,0.58014333,0.6886601,0.10507007,0.48616135,0.26019302,0.39312577,0.8482241,0.16934434,0.0556909,0.8348188,1.3486875,-0.13743953,0.34223568,3.7895212,1.0725513,-0.0317792,0.12963927,-0.008420669,3.565934,0.28798005,0.9830407
100,0.9662833,0.8152297,0.6932672,0.62792087,0.57055044,1.19032,-0.12679492,0.19447865,0.40643322,2.4001389,0.992067,1.3311003,2.544918,0.92248243,0.86268336,1.5857397,0.98649675,0.55134666,0.2488837,0.20734346,0.036915123,1.2873398,2.1888793,0.41991326,0.5941188,0.5556636,0.6956279,0.14429419,0.49572393,0.25347707,0.39013553,0.8528892,0.1737524,0.05920079,0.82605886,1.3836253,-0.13783686,0.35605213,3.7841954,1.0991105,-0.040337235,0.14072776,-0.006846906,3.6160812,0.2864083,0.9667075
200,0.9527934,0.8154215,0.69172376,0.6171187,0.5755869,1.1677048,-0.12500386,0.18218127,0.3971907,2.3736248,0.93770057,1.4014659,2.4917994,0.9126717,0.8185692,1.5853721,0.9804189,0.54392123,0.23117852,0.21044928,0.03586329,1.1999834,2.2060893,0.4233626,0.60935175,0.59454376,0.69029313,0.09526676,0.4960663,0.24968542,0.40609118,0.81930494,0.18157455,0.05576967,0.84907556,1.3486171,-0.13585313,0.3365026,3.8612087,1.0996056,-0.041018266,0.13468468,-0.0077707926,3.5439007,0.28291228,0.96394235
300,0.9292352,0.81127906,0.68753916,0.6145746,0.56123155,1.1257181,-0.124370135,0.20891444,0.39515615,2.3762813,0.99141735,1.3843929,2.42819,0.9499212,0.7969372,1.5741136,0.97671443,0.5550091,0.23855086,0.21277843,0.038218345,1.268803,2.1824067,0.4064367,0.6024748,0.5962896,0.69220304,0.15007998,0.48070368,0.25290045,0.3893788,0.82243526,0.16726361,0.052818898,0.806777,1.347331,-0.1352743,0.319239,3.7344482,1.0390046,-0.053559575,0.14815874,-0.0046510356,3.5332193,0.28402767,0.9647157
400,0.9511679,0.8133027,0.6858333,0.6331908,0.5862736,1.1480355,-0.12585491,0.20133065,0.42136168,2.3459554,0.94284546,1.416694,2.471607,0.90918064,0.8323676,1.5781091,1.0031108,0.5503462,0.24364258,0.19491123,0.035259087,1.2673941,2.1975052,0.42001522,0.6078276,0.61882526,0.7303246,0.12074589,0.48690823,0.2535901,0.3910679,0.8337716,0.1780409,0.054861516,0.8102571,1.3281404,-0.13682231,0.31183156,3.7765102,1.0264156,-0.0590175,0.13497412,-0.0049632755,3.591724,0.28748447,0.94765794
500,0.9609691,0.81073,0.6938731,0.6228938,0.5601267,1.1766334,-0.12751469,0.17542876,0.3976227,2.3268757,0.94223475,1.4173229,2.4698126,0.9311711,0.81476086,1.5834956,0.9952205,0.5076142,0.23103388,0.19844383,0.034396358,1.2252661,2.1871707,0.42188537,0.6008909,0.58244413,0.7350268,0.15991902,0.48745677,0.25127417,0.39855438,0.82530445,0.1839439,0.05395733,0.84322786,1.390455,-0.13705227,0.3376598,3.78367,1.0953956,-0.03603237,0.15623371,-0.003909784,3.5432916,0.28443006,0.95670503
600,0.9513143,0.8001617,0.68806106,0.63791543,0.5724344,1.1694434,-0.124413185,0.18775408,0.40988424,2.3530743,0.96853083,1.4637963,2.5278332,0.953946,0.81763935,1.6034206,0.98812723,0.51758915,0.25220186,0.19244468,0.035840094,1.194562,2.1739705,0.41479462,0.60896266,0.59919184,0.695594,0.115061246,0.48466706,0.25371337,0.38380152,0.8241542,0.17579995,0.058162175,0.84004796,1.3305587,-0.13633704,0.33545098,3.7249763,1.0118159,-0.04135468,0.13751021,-0.0073672673,3.5124052,0.28605285,0.96659786
700,0.9455118,0.81166774,0.67879415,0.6282968,0.5576608,1.1412233,-0.12765555,0.19582051,0.41809034,2.3225095,0.96174145,1.436761,2.4897513,0.94843423,0.800491,1.5899854,0.96495944,0.5255468,0.23587497,0.21425134,0.032879427,1.2675514,2.1495945,0.40316084,0.5957379,0.6137162,0.71393126,0.1429378,0.47543356,0.2658806,0.39921495,0.8132609,0.16172521,0.051507108,0.848486,1.3825629,-0.13661185,0.33194715,3.764222,1.2011229,-0.024969742,0.14311095,-0.007980411,3.5944717,0.28625745,0.9610851
800,0.94815665,0.8035233,0.6812356,0.62828517,0.5874994,1.1599146,-0.12301156,0.18725017,0.38851073,2.2648327,0.95074207,1.3988636,2.5186598,0.9310417,0.83939046,1.5620148,0.9847679,0.54227865,0.25432763,0.20363565,0.03488667,1.2719868,2.1795592,0.4067253,0.59292436,0.57765514,0.6867561,0.143173,0.4803182,0.25709093,0.38549405,0.8473124,0.18051295,0.05605187,0.82175195,1.3873436,-0.13543841,0.3400642,3.7711203,1.1157159,-0.030081019,0.1341686,-0.007663297,3.5857038,0.2833427,0.9703317
900,0.92760324,0.8011487,0.684059,0.6319038,0.55565125,1.2106589,-0.12038302,0.16719669,0.38830388,2.467308,1.0012056,1.3471339,2.4644518,0.95884836,0.84038496,1.5693358,0.99405813,0.5108061,0.23200019,0.1956657,0.03344095,1.1986187,2.0987134,0.40613607,0.6060005,0.55572504,0.7584299,0.19964609,0.4735136,0.24474338,0.37696314,0.82503235,0.16930744,0.05595978,0.8413579,1.3679593,-0.13507582,0.3161153,3.7986095,1.1407677,-0.033842985,0.15062848,-0.0056124465,3.5097995,0.28503945,0.96434635
1000,0.9401222,0.8089344,0.67860514,0.62077004,0.54011446,1.1385549,-0.12497249,0.22773759,0.42745292,2.3901005,0.9880701,1.3807521,2.4730203,0.9549535,0.81936926,1.5768477,0.95934564,0.5534822,0.26052347,0.2021348,0.03623679,1.2408507,2.1086118,0.4207695,0.60291797,0.5732206,0.6982479,0.15666485,0.47254145,0.26686558,0.39958084,0.84098446,0.1508332,0.052094795,0.8384921,1.3656406,-0.1357195,0.34778205,3.821881,1.1230501,-0.047033027,0.15626825,-0.0078042406,3.4844227,0.28077757,0.95940304
1100,0.9387067,0.802306,0.67839766,0.63877344,0.5577836,1.1840738,-0.12530753,0.2068645,0.38065398,2.4050248,1.0066742,1.406786,2.446262,0.9384459,0.79649687,1.5645908,0.97610426,0.5232556,0.22714286,0.18121177,0.03484309,1.2377094,2.1504097,0.40652806,0.59566504,0.6094881,0.7244159,0.108254775,0.48702684,0.25860983,0.3810429,0.81933874,0.17143905,0.05344003,0.82617414,1.3433617,-0.13386102,0.3248904,3.7464583,1.1082149,-0.026087794,0.16841733,-0.0055233478,3.501597,0.2810155,0.94811755
1200,0.92978376,0.8094422,0.68104815,0.62697625,0.56263345,1.1969699,-0.12407222,0.1956927,0.35557067,2.3186295,0.96885175,1.3642634,2.5091336,0.9668425,0.82707405,1.5545543,0.9865881,0.53320986,0.2539986,0.19011074,0.034196798,1.2427185,2.1396115,0.41488332,0.6101836,0.57122076,0.6990733,0.15198933,0.473539,0.2611859,0.38923097,0.8314173,0.15862721,0.051284824,0.84886396,1.356964,-0.13532375,0.33047998,3.7515802,0.96732664,-0.049259722,0.12859266,-0.00775011,3.5563495,0.28204307,0.9477795
1300,0.946087,0.7924028,0.6824243,0.6551829,0.5622755,1.1782694,-0.12469991,0.19851789,0.43569183,2.304061,1.0254596,1.3516835,2.493256,0.9575756,0.8211471,1.5532281,0.99283886,0.52479154,0.24526672,0.19409399,0.038139723,1.3108503,2.1112583,0.39961702,0.5875192,0.59010375,0.6893131,0.22560263,0.48551226,0.25155154,0.37926474,0.82633305,0.17358412,0.055895176,0.8887987,1.3231986,-0.13451256,0.3272797,3.7390597,1.0972161,-0.03568668,0.14482082,-0.005587952,3.553533,0.28446564,0.96115434
1400,0.91709274,0.80309004,0.6857236,0.61070186,0.5198152,1.1360606,-0.12855577,0.20578843,0.29853082,2.309909,0.98071736,1.3664047,2.499213,0.94771594,0.8181503,1.5694658,1.0045444,0.54628974,0.25343382,0.19328184,0.03751062,1.3710592,2.1671538,0.40762416,0.5883902,0.5599362,0.7138436,0.2182991,0.48436427,0.261466,0.3751894,0.8471505,0.16502236,0.058621615,0.84915113,1.3553146,-0.13294378,0.33770046,3.739459,1.1531997,-0.03436316,0.18192723,-0.009789333,3.5342128,0.28308383,0.9511054
1500,0.9283131,0.78609574,0.6780322,0.66273814,0.5721705,1.1691628,-0.13042617,0.20104556,0.40309536,2.2962623,0.98473775,1.3909879,2.462168,0.9814464,0.7975922,1.572377,0.9827569,0.52967423,0.25920695,0.20475313,0.0364115,1.3016101,2.1376894,0.4214376,0.5947462,0.5797063,0.7217444,0.15206477,0.48102695,0.26537278,0.38182408,0.84812045,0.16542481,0.055607956,0.8461907,1.3549652,-0.1358448,0.34135202,3.7588277,1.1407132,-0.03462709,0.17021316,-0.0032772233,3.508424,0.28027043,0.9559503
1600,0.93117297,0.79787815,0.6752671,0.6474127,0.55895424,1.1776487,-0.12729515,0.18512817,0.4144199,2.335235,0.9584535,1.4079715,2.4863195,0.95687515,0.8130492,1.5612047,0.9942396,0.53262585,0.22782801,0.21148184,0.035924062,1.3101054,2.1237597,0.416764,0.5927448,0.5679875,0.71077114,0.2241849,0.4815067,0.25027195,0.38685536,0.8136561,0.15903719,0.055030297,0.8260675,1.3333534,-0.1353186,0.33222333,3.709735,1.1485649,-0.03470587,0.15848032,-0.004496067,3.4903033,0.28613728,0.95286536
1700,0.9257286,0.7918824,0.67309606,0.647297,0.57777715,1.2153808,-0.11816206,0.18229072,0.3992188,2.3133495,0.9715693,1.4107891,2.518129,0.94411385,0.84133244,1.5475519,0.9700788,0.53796655,0.26349926,0.19396842,0.03361359,1.2348453,2.095004,0.40622118,0.5986391,0.5620782,0.72182316,0.2216566,0.472309,0.2686257,0.38700742,0.81385136,0.15639625,0.05141876,0.8345963,1.3229121,-0.1324484,0.31365365,3.7534301,1.0262749,-0.05191949,0.16715588,-0.003140833,3.4539263,0.28472733,0.96377224
1800,0.93405885,0.7864099,0.66856825,0.65286803,0.57109106,1.2064387,-0.120958485,0.19548431,0.41145325,2.381846,0.9931369,1.3350946,2.4967203,0.96402425,0.7985775,1.5367258,0.9592287,0.5177993,0.24507621,0.19220334,0.03438056,1.2496047,2.0597687,0.4025643,0.59849685,0.58949506,0.7005535,0.20394753,0.46576786,0.25635526,0.38199642,0.8383597,0.1615722,0.05308926,0.84292233,1.3193288,-0.13474908,0.31979936,3.7901087,1.077322,-0.048745256,0.13334687,-0.0065008034,3.5441878,0.28632617,0.9502272
1900,0.9292173,0.7916838,0.66782933,0.666804,0.5991534,1.192311,-0.122212954,0.17524987,0.40080643,2.3287575,0.99004877,1.3390348,2.4772236,0.98413956,0.82028157,1.5416735,0.959739,0.53461605,0.2501539,0.2102806,0.036176845,1.3122946,2.175345,0.41464248,0.6112765,0.5871506,0.703705,0.12309529,0.47285074,0.25655052,0.38795123,0.836855,0.16826558,0.05385798,0.8498172,1.345746,-0.13373306,0.33132237,3.752839,1.0660537,-0.048775822,0.17754152,-0.0031535614,3.5279257,0.28038195,0.9597378
2000,0.9225883,0.78527117,0.6724931,0.6599236,0.5775383,1.2160392,-0.12197597,0.19250576,0.4012276,2.3754666,1.0318582,1.4026563,2.501056,0.9456121,0.8140477,1.5514389,0.9754604,0.52103,0.25985712,0.19210422,0.037207574,1.3446193,2.1383932,0.42045954,0.5939617,0.5523674,0.6918387,0.15752691,0.4633624,0.25044328,0.38079605,0.82472277,0.16711013,0.056771953,0.86136925,1.3367201,-0.1333748,0.3290427,3.7369812,1.0179116,-0.057635855,0.14971136,-0.0065678083,3.5454783,0.28441042,0.96142644
2100,0.9365387,0.7816464,0.6646473,0.6500441,0.53164405,1.1617371,-0.11908511,0.22080925,0.4425677,2.3854923,1.0412154,1.3306863,2.5007105,0.98156714,0.8443164,1.5374616,0.97744447,0.53723323,0.23003681,0.21670529,0.03857295,1.3791016,2.0790448,0.4075246,0.5904187,0.55515844,0.73532754,0.13609833,0.47106537,0.2582986,0.38010794,0.823663,0.15753487,0.05226899,0.849081,1.3468574,-0.13559492,0.34873852,3.777783,1.135645,-0.029914424,0.16401127,-0.0051787826,3.4471328,0.2857147,0.9559086
