,GIC,NWN,NEN,WNA,CNA,ENA,NCA,SCA,CAR,NWS,NSA,NES,SAM,SWS,SES,SSA,NEU,WCE,EEU,MED,SAH,WAF,CAF,NEAF,SEAF,WSAF,ESAF,MDG,RAR,WSB,ESB,RFE,WCA,ECA,TIB,EAS,ARP,SAS,SEA,NAU,CAU,EAU,SAU,NZ,EAN,WAN
38,0.6964002718619645,0.6321529037979586,0.19820627475407265,-0.5429609630102904,0.6192981775294996,0.04727288876068388,-0.18638246258430602,0.4403672339759295,-1.10638945961,1.1766028534000126,0.8260832903888985,-0.9210121260786296,-1.0547848187561575,0.5490255077366776,-0.4244615893412835,1.922383508291909,0.4080557103936801,-0.5818447285675412,-0.11602310136524162,-0.8906690635067593,0.14123543448635822,3.832650496123643,1.2620633904041807,0.8799231992305129,-1.3354911843735517,-0.7545574246143326,-0.7067437422781888,-2.1377779074446663,0.4087999447037963,-0.16996744577595496,0.2318591752159137,1.314728352759407,-0.16112064705415546,0.1354902407869507,0.8120442892696516,3.337069951154263,0.6603870468019083,1.7676213833099206,3.78762066344117,-1.5363821693656048,-0.1589786047457648,0.012219357891431113,-0.0035884728729778186,1.384959860688491,0.3097432888250814,0.8751954633138768
39,0.6998527272840079,0.6191088213888083,0.18372656668160162,-0.5317439084626175,0.7044217677045369,0.1563118551795945,-0.13016144830634013,0.5456275375989024,-0.9373349820752992,1.1642950979742515,0.6992805363901292,-0.9246135920215232,-1.0449955080025477,0.5761983638033233,-0.40991135998662453,1.944701930211756,0.3925202893910892,-0.5339889185731934,-0.1432539767197734,-0.9154607713619027,0.14800485913201103,3.7991891405299927,1.210446304890143,0.8043163986425964,-1.3657147233110563,-0.7536938385713043,-0.7945699063480905,-2.142354690179214,0.3984906345004186,-0.17268768540182738,0.23913731042369005,1.314165700091093,-0.16135965329632604,0.13244694843990842,0.7959034237822371,3.2753595355545695,0.6533748386851976,1.8591939044572674,3.7642752349417803,-1.5334348738534358,-0.16996030686529412,-0.029849001804300213,-0.018031263257128664,1.4137716516052476,0.31357971977700433,0.8848372345593927
40,0.6933948716387478,0.6197722960054207,0.14879922081325697,-0.49150498976455465,0.6731923632404372,0.07473378496487541,-0.1384917481261982,0.6136312305235054,-0.8821996689148364,1.2633122946422182,0.7107070443866013,-0.9269848216812095,-1.0511961840785025,0.5593513702743326,-0.4419532586448601,1.960040009271802,0.4140102555811549,-0.5162533287099345,-0.14713433372489457,-0.9146252736535558,0.13812086339680474,3.8781229476434773,1.2355200245278959,0.8290867139944387,-1.3473324248626415,-0.7495565361036823,-0.7774911785588924,-2.1631854337124086,0.39977834031514753,-0.1774736473732853,0.23646922514682953,1.2551393784041942,-0.16278016316242572,0.10518277331238834,0.790983116712319,3.3223966363415154,0.6692357456597171,1.889181046180496,3.843104376896498,-1.5174905040831355,-0.1458856772013293,0.0245736403706573,-0.01668180362737087,1.410174183952751,0.3149045944973183,0.8770011840762997
41,0.6882129187302171,0.6296308354448006,0.1741440479542693,-0.567121238059179,0.6137388123312195,0.20146112789482246,-0.21277071159933622,0.3765969161783004,-0.9717176510702386,1.4044547330860269,0.7556471356546467,-0.9462104990679799,-1.049523699173778,0.5658339238329808,-0.41518852001249645,1.869464871263218,0.38842261568225095,-0.5557733649096324,-0.14601749840889655,-0.8936618675568296,0.15297276803913246,3.868201011136359,1.2457072423950424,0.8856476134603906,-1.3446444380173002,-0.7710681043077079,-0.7820583008960673,-2.1616901929988046,0.3943195855708329,-0.17256177430505867,0.23705884004361294,1.2806957174659837,-0.15729701730737147,0.14710613673089465,0.7815841583069743,3.3151081340648294,0.6606280184176381,1.7967852128886295,3.7441051926419116,-1.5015050449232903,-0.14359795540970993,-0.02930031269849452,-0.014422934892629274,1.4104659969636923,0.3137453153787136,0.8963853112821105
42,0.6744294063671918,0.6226683708598221,0.14407595505883034,-0.5063648886875924,0.577348685621115,0.09135483671433801,-0.19257672449947594,0.4319857319697761,-1.0215393379057787,1.2268034182807688,0.7339233333220301,-0.9439395000134325,-1.039851712810863,0.5892313788267153,-0.3860907200143459,1.9182223590418679,0.4014180456492104,-0.5707988379985034,-0.14373217504053168,-0.9022208825544298,0.20198862130162928,3.902928421814393,1.2366418853504975,0.9657481629525386,-1.3427680728966436,-0.7682932871464713,-0.7749195467610395,-2.113929160242644,0.41388880373144243,-0.182345591202218,0.2272970674831661,1.251851547706393,-0.1547545813103317,0.14443039088148274,0.8064687082460444,3.3496350891315814,0.7110771053303067,1.8212359215854887,3.773431041575122,-1.5200872135380916,-0.17019107006744377,-0.024401374840362932,-0.006412131250389345,1.4106971037868319,0.3085776893998323,0.8938452233867419
43,0.6847187960115161,0.6235228358949501,0.1207719544499066,-0.4943159310269281,0.6373607217312749,0.11467726150568061,-0.16708717529009787,0.375615087943894,-1.036428787796467,1.2920161363896607,0.80690039709033,-0.9567719876312177,-1.0598956812361884,0.5797266960221142,-0.4383228837781729,1.9378436458108068,0.415667864118066,-0.5872148211738243,-0.1257138876111319,-0.8946239031768108,0.18613986814163647,3.905172188595773,1.268774238788982,0.8919600597127278,-1.3319925147326017,-0.7735677147259433,-0.772025859960488,-2.17478720279754,0.4066053343976538,-0.17277160870658573,0.20485947209841143,1.2627202258059425,-0.15648041446869992,0.13787138842382712,0.8322201137090527,3.2852231280821904,0.6809749517714094,1.8581939123311515,3.7755806054526775,-1.5163833218692921,-0.14062959716838375,-0.008855542058507639,0.0014980895272170463,1.4387592008984087,0.31256139583477055,0.8799321228053153
44,0.7059317313259448,0.6064741316803687,0.16978046441731418,-0.5254182230688115,0.6142023419529641,0.11632770216944603,-0.21383220805951353,0.436282595720168,-0.9810645830802969,1.3827924124166342,0.7861146412165412,-0.9450547758655629,-1.0537219989069768,0.5387569874142207,-0.44362328711802773,1.9277884418436206,0.38147392798040286,-0.5434644205882994,-0.13022938822235064,-0.9117254584579024,0.15259211264461411,3.8809791479038336,1.3045788796956457,0.8537198728874692,-1.3524705511110395,-0.7819432648598993,-0.7694170167208574,-2.1877693709576658,0.3877837143660154,-0.18512120241162128,0.23154934057276425,1.2228307822531006,-0.15827439743312838,0.1395318310700153,0.8222207305062209,3.3526088156860916,0.6769810737207691,1.8456590686288468,3.812320621763007,-1.497443292186287,-0.15370741270863533,-0.010605994108517943,-0.0015665229243505704,1.4566900859688603,0.3119150373938269,0.8918978387019869
45,0.695666729153296,0.6300624847575511,0.15409318085226387,-0.5472115306338858,0.626590384959365,0.10622042294708345,-0.17397625343639342,0.3094129423015367,-1.0863445371560374,1.4002497592480772,0.8174663602394651,-0.944793301497149,-1.0590598926668346,0.5691733573475153,-0.4309582753786276,1.9115886265017836,0.3865417620823263,-0.5529506266912093,-0.14962636186568198,-0.9109479276342246,0.2113253011616575,3.829047368589686,1.2609820072081885,0.9429914835158446,-1.3479664080078422,-0.7864677706240962,-0.8016228174429199,-2.1157319092320015,0.4121185863849792,-0.18859882330820743,0.2171854668286963,1.2833872105625197,-0.15618802344267438,0.17003038025051617,0.8543836606566257,3.3070624419780774,0.7885557469968371,1.906162175385251,3.8887731075736,-1.5109687989941445,-0.1490036528605683,0.0030293192504099926,-0.0022629233415786525,1.4559235298034778,0.3092305834603481,0.8899431065475114
46,0.7095365762421855,0.6127983615612025,0.13927009236439272,-0.5374212626317678,0.6337649803458743,0.06957673098273409,-0.1740864054388771,0.4951382817649485,-0.9643928399514565,1.353547467983179,0.7306888785722317,-0.9255903153297467,-1.0374450045270178,0.549254111052231,-0.4247525143230829,1.9326176937062627,0.38590731256417904,-0.5518887094663538,-0.14332315865461,-0.9262006352517815,0.19860352661591862,3.8715308306377505,1.2458927592731428,0.8654335873877135,-1.3561823591024391,-0.7814710904395276,-0.796572600070803,-2.161148359756197,0.4134349167504797,-0.18389642326653313,0.21494898386674013,1.2848874125661487,-0.16365928506583285,0.15197990846170542,0.8800942277451788,3.2574039232639653,0.7708228642879096,1.9477732322192831,3.851552055609437,-1.5008845930733923,-0.17730548427400278,-0.0227952527020756,-0.001721648374378887,1.4848401706912886,0.3162059426527234,0.9026114045224181
47,0.6953167581777294,0.6209193520744555,0.15789300136833376,-0.5235434079908704,0.7124583480641252,0.10955724149308671,-0.1796258553216911,0.481735177596415,-0.9647232356555833,1.4505871311044753,0.7165363907160744,-0.935262375563177,-1.0682092335873463,0.5757629578951652,-0.44926579077726636,1.9279649227749929,0.37572393972373264,-0.5639000464699494,-0.15832624398130082,-0.9290312298437111,0.20117517422217893,3.921853886096749,1.30952998122631,0.8874826244364621,-1.3370028918119168,-0.7794451803500043,-0.7695628233188008,-2.167005418184383,0.375136466268283,-0.21131227924747564,0.23464825714133905,1.2689724410922982,-0.16014250689831472,0.1462571515696056,0.863785395110517,3.2428592499715845,0.7963789087082801,1.9575717832674147,3.8991821976298686,-1.4924301117533028,-0.15270224352042,0.04298448471792776,-0.009699113330037215,1.3989984447286066,0.307259365329773,0.8783937746735556
