"time","CNA","EAS","ECA","ENA","ESAF","ESB","GIC","MED","NCA","NEAF","NEN","NES","NEU","NWN","NWS","NZ","SAH","SAM","SAS","SAU","SCA","SEA","SEAF","TIB","WCA","WCE","WNA","WSAF"
-100,NA,-3.0114544235231,-0.754763961435569,2.11186944080439,NA,NA,NA,-0.373126983415358,NA,NA,3.10223151324443,NA,0.655761828141535,0.42171058130741,-0.744097194842765,NA,NA,NA,NA,-1.11606120635172,-3.06518253235572,-1.23090033037626,NA,-1.57761983014396,0.836665444083257,0.882107934697689,0.878485806783286,NA
0,0.606306053808674,-2.04152998754317,-0.38479460528381,1.6820762795219,0.898214264944761,-0.303889474390185,4.95910777644223,0.205898217385016,1.40422992664013,-2.13345340888724,-0.259868061018158,-4.55867865120066,-0.0486524473065333,-0.625994802169353,1.74144221104017,1.70082079036777,NA,0.334557638362006,-2.72170712127549,-0.81945209686313,-0.336636754612086,-0.35136528059253,-0.653508669878585,-1.48735521006875,0.250249992559639,0.272742713139088,1.20799588680918,-1.56986297610976
100,0.646755204694959,-2.31121317138216,-0.469950473165253,1.51300650522133,0.944859434816089,-0.351709510361914,3.07819697969199,-0.0156643784976161,0.872223760288799,-2.16311536101223,-0.501299857423193,-3.59385301120881,0.518746525674534,-0.224530890604357,1.43983469143934,2.84885956319187,NA,-0.128175311147845,-2.72170712127549,0.779336734683413,-0.453836898434574,-0.373258552087868,-1.35782509223603,-1.79393937769586,0.121415378098479,0.395368561889472,0.991398071527278,-1.00139764883272
200,0.454106128413224,-1.99951783259317,-0.296424588847189,1.18612635853802,0.452593386707957,-0.40210741900234,1.17055304938646,-0.0700818952292559,-0.0428115018357204,-1.86277093431684,-0.398181761175168,-3.81517454658329,0.239821793357384,-0.155818998855897,2.0789563597293,1.44953988064785,NA,-0.247142338910244,-1.96977945393203,0.690343786897395,-0.00993096626061722,-0.552927156407193,-1.51550379321293,-1.60823477947495,-0.0160330072864237,0.963511743430191,0.690704791971427,-0.353739869434247
300,0.662901054920393,-1.99053887896474,-0.562800335001333,1.01758768839364,0.777194313530459,-0.407321378799496,-0.156131994302684,0.374342724654448,0.00906211173804752,-1.74595725814676,-0.438897867677396,-2.73218261534277,-0.0661008772439045,-0.145032346108084,2.44016798055666,1.51245165815737,NA,0.651833151602316,-1.62531740276881,0.965347260681022,-0.415162690392432,-0.383002561074605,-1.23963498871109,-1.52221541498359,-0.73166447748397,0.696438512500276,0.85547977584956,-0.233404227534754
400,0.965725137027645,-1.96469179278183,-0.443413612231901,1.14821584327674,0.49750109304592,-0.242076480914892,-0.100880832808066,0.174784617887087,0.0336081122721518,-1.56045264721091,-0.372923328986531,-2.85578837478701,0.0291010480508954,-0.387391700214873,2.53922805509297,1.70034909200652,NA,0.912058822766074,-1.62531740276881,0.701745564767176,-0.207295102841615,-0.468383913297775,-1.43284290736277,-1.84835967985556,-0.35480170841794,0.347296960070638,0.965356370121397,-0.929933957895613
500,0.930542958710672,-1.65762719989806,-0.195906659874105,0.893938285974985,1.04264629866312,-0.50315047999098,0.0389994134502506,0.0447701172869774,-0.031722004514983,-1.89320711008919,-0.425324697730616,-3.71764152192957,0.0278959066623992,-0.282929434706532,1.76658754198437,1.09466241576128,-1.67150116053727,1.26982967915347,-1.66785682762193,-0.236967235493808,0.195563021241623,-0.134032154062778,-0.946840537509742,-1.54409092498655,0.110556894178905,0.573670150188349,0.865218018877879,-0.656734428174618
600,1.08505141404273,-1.73738576283559,-0.0662227785489935,0.827532647229049,0.331840180347159,-0.631070789536686,-0.0799168085770531,-0.274616590788723,-0.0603743172574661,-1.92042499923636,-0.156917798146733,-2.75450127669233,0.285132674989351,-0.200147845346136,1.45960555998965,0.244552864373743,-1.67150116053727,1.25576544297837,-1.16652534679311,-0.170609246974077,-0.223252116797499,-0.0448367743365195,-2.46685132792973,-1.76391346391544,-0.269319822682182,0.354881984712613,0.75007223807673,-0.10179434030111
700,1.44063739867119,-2.07900178622843,-0.179078479169242,0.704430828386347,0.381882200025722,-0.655054201699557,0.216012409978138,-0.359015777255505,-0.167264778160953,-1.9790662514618,-0.141162854939416,-3.24163307076696,0.178976814763023,-0.082294000703978,1.62558959794702,0.542419179398666,-1.67514522642831,1.22615975006964,-1.11002962131692,0.0535593414009036,-0.596093699590014,0.237843853195495,-2.13390653602795,-1.82851313166186,-0.439228290485262,0.428164358196265,0.520142674478198,0.0676720087022319
800,0.900584935560174,-1.84761231891408,-0.633051203768738,0.695971335060452,0.348930818259002,-0.831976025765572,0.108112461857619,-0.0797296835274,-0.362726935318499,-1.93225753653811,-0.472197328648343,-3.16697856560849,-0.00805987066464768,-0.0101865089965856,1.61438922330653,1.36420808946075,-1.69215144589918,1.34086089841526,-1.11002962131692,0.0480431562280867,-0.411156858492362,0.238256948862634,-2.15790905317365,-1.64462400129979,-0.24214313885541,0.338057459913265,0.763914045379102,-0.114183390481989
