,Unnamed: 0,Category,CategorySpecific,ageMin,ageMax,ageRange,ageRes,TSid,Lat,Lon,Archive,Proxy,Unit,Interp,Season,Direction,bin0ka,bin1ka,bin2ka,bin3ka,bin4ka,bin5ka,bin6ka,bin7ka,bin8ka,bin9ka,bin10ka,bin11ka,TotalDirection,TotalSlope,TotalSlopeSig,EarlyDirection,EarlySlope,EarlySlopeSig,LateDirection,LateSlope,LateSlopeSig,geometry,index_right,Continent,Type,Name,Acronym
106,109,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RPARZQXyu1l,18.75,13.0,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,1.336306209562122,,-0.0,1.336306209562122,2.672612419124244,1.336306209562122,2.672612419124244,1.336306209562122,,decreasing,-0.22442286375996706,-0.22442286375996706,no trend,0.003101674545852669,0.0,no trend,-0.10843435945412576,0.0,POINT (13 18.75),20.0,AFRICA,Land,Sahara,SAH
107,110,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RnNx75wT6Qd,38.0,95.2,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,2.041241452319315,2.041241452319315,-0.0,-0.0,2.041241452319315,2.041241452319315,,no trend,-0.17629235806779675,0.0,no trend,-0.2007883466462336,0.0,no trend,-0.36625428666868864,0.0,POINT (95.19999999999999 38),33.0,ASIA,Land,E.C.Asia,ECA
108,111,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RgEK9I15XuC,-8.0,32.5,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,2.0,2.0,2.0,2.0,2.0,,decreasing,-0.2634039340659325,-0.2634039340659325,no trend,0.0,0.0,no trend,0.0,0.0,POINT (32.49999999999999 -7.999999999999998),24.0,AFRICA,Land,S.Eastern-Africa,SEAF
109,112,Other,Other (uncalibrated),0.0,11000.0,11000.0,49.7737556561086,LPDf7422476,42.0,87.02,LakeSediment,hybrid,,M,not specified,positive,0.0,1.1833721475312378,0.591686073765619,0.7889147650208252,1.1044806710291557,1.7356124830458148,0.5127945972635365,0.4339031207614539,-0.4339031207614539,-1.2228178857822791,-1.2228178857822791,-1.2228178857822791,increasing,0.1832492166954273,0.1832492166954273,increasing,0.5112002267133778,0.5112002267133778,decreasing,-0.23680269095022874,-0.23680269095022874,POINT (87.01999999999998 42),33.0,ASIA,Land,E.C.Asia,ECA
110,113,Pollen,Pollen (calibrated),1.0,10909.0,10908.0,266.0487804878049,M2L6vkg2f70P,43.4,-88.1,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.1376296707820484,0.027084591552725745,0.4276790599391173,0.5504922290260759,-1.5195346482517418,-0.8228460283741146,-0.6456035441775339,-0.9743883523621909,-0.5378956674004629,-1.0505982115497012,,increasing,0.11723185419577728,0.11723185419577728,no trend,0.060098951403702215,0.0,no trend,0.15143356105254768,0.0,POINT (-88.09999999999998 43.39999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
111,114,Pollen,Pollen (calibrated),67.0,11334.0,11267.0,134.13095238095238,PYTV2PX0LWU,60.03,-129.02,LakeSediment,pollen,mm,P,Annual,positive,0.0,-0.6816803593352851,-0.7667172472657041,-0.8811572077736565,-1.0546633746443783,-1.1436952509267964,-1.6915680603587169,-0.8983113453519029,0.3418861573106484,-0.6335097720335205,-1.2515287585163255,-1.2561166286996075,increasing,0.0598046602382385,0.0598046602382385,no trend,0.04379991449504419,0.0,increasing,0.1745322830102437,0.1745322830102437,POINT (-129.02 60.03000000000001),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
112,115,Other,Other (uncalibrated),3.565,5533.0,5529.435,17.118993808049538,NAm2kHydro030,51.668,-121.45,LakeSediment,diatom,m,P-E,Annual,positive,0.0,0.6805508636919522,0.6021740313599627,1.0063688628517553,1.4707055706460204,0.4143980739306388,,,,,,,,,,,,,decreasing,-0.18347712168672115,-0.18347712168672115,POINT (-121.45 51.668),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
113,116,Other,Other (uncalibrated),3.565,5533.0,5529.435,17.118993808049538,WEB6287c949,51.668,-121.45,LakeSediment,diatom,log mg/L,P-E,Annual,negative,-0.0,0.4532511946090138,0.4812938929271801,0.7930127644437299,1.7784739113586152,1.4278036743203284,,,,,,,,,,,,,decreasing,-0.35609977050945923,-0.35609977050945923,POINT (-121.45 51.668),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
114,117,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RU82Ck32dqy,27.3,-81.4,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,-0.0,-2.041241452319315,-2.041241452319315,-2.041241452319315,-2.041241452319315,,increasing,0.2554081657369206,0.2554081657369206,no trend,0.3540344566170773,0.0,no trend,3.6755497096654616e-33,0.0,POINT (-81.40000000000001 27.3),5.0,NORTH-AMERICA,Land,E.North-America,ENA
115,118,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_R9H0fuMFugF,41.72,-102.5,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-2.0412414523193148,-2.0412414523193148,-2.0412414523193148,-2.0412414523193148,-2.0412414523193148,-2.0412414523193148,,increasing,0.2609481338221749,0.2609481338221749,no trend,0.0,0.0,no trend,0.36625428666868864,0.0,POINT (-102.5 41.72),4.0,NORTH-AMERICA,Land,C.North-America,CNA
116,119,Glacier Ice,Glacier Ice,0.14400000000000002,47.131,46.986999999999995,0.028791053921568624,GH129d82be,72.6,-38.5,GlacierIce,Ice Accumulation,m,P,Annual,positive,0.0,,,,,,,,,,,,,,,,,,,,,POINT (-38.5 72.59999999999999),0.0,POLAR,Land,Greenland/Iceland,GIC
117,120,Pollen,Pollen (calibrated),443.0,10528.0,10085.0,173.8793103448276,M2L53380ivpP,55.58,-119.43,LakeSediment,pollen,mm,P,Annual,positive,0.0,-1.0076232760776789,-1.1125293953986242,0.8824455919350078,-2.0002696608852433,-1.2910518412159933,-1.9654500856929815,-1.9611061789454696,-1.9829595902019963,-2.4868933569155742,-2.788741585322188,,increasing,0.2616183059192955,0.2616183059192955,increasing,0.25044504421554786,0.25044504421554786,no trend,0.22265096674807736,0.0,POINT (-119.43 55.57999999999999),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
118,121,Pollen,Pollen (calibrated),74.0,5796.0,5722.0,357.625,M2LfgvbpzqcP,58.58,-75.25,LakeSediment,pollen,mm,P,Annual,positive,0.0,1.4060354728992246,1.1515674073186717,1.4667965903558366,0.9989003590316108,0.8708158774628638,,,,,,,,,,,,,no trend,-0.1334159039788983,0.0,POINT (-75.25 58.58),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
119,122,Pollen,Pollen (calibrated),24.0,10864.0,10840.0,140.77922077922082,M2Lqo8054tzP,43.24,-80.41,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.736017639633368,0.623660679531973,0.4572133960149426,-0.18311002457757974,0.6099936188098563,0.394714814435617,0.4718530153848417,-0.7057476954100381,-1.7253801408538831,-1.8069013341870952,,increasing,0.2064863922351661,0.2064863922351661,increasing,0.6971716455039271,0.6971716455039271,no trend,-0.011618241622899384,0.0,POINT (-80.40999999999998 43.23999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
120,123,Speleothem,Speleothem (d18O),1.34173861999989,3944.46632324,3943.12458462,5.195157555494071,S2LR4OJ4DeyWph,30.75,109.47,Speleothem,d18O,permil,P,summerOnly,negative,-0.0,-0.10378528267288667,0.3628625842051724,1.584867008569965,,,,,,,,,,,,,,,decreasing,-0.4415708098792053,-0.4415708098792053,POINT (109.47 30.75),35.0,ASIA,Land,E.Asia,EAS
121,124,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RvAYM4Zh3Pk,52.62,-114.43,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,-1.0599978800063599,-2.1199957600127197,-2.1199957600127197,-2.1199957600127197,-2.1199957600127197,,increasing,0.27223491321114063,0.27223491321114063,no trend,0.1838468315626782,0.0,no trend,0.0,0.0,POINT (-114.43 52.61999999999999),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
122,125,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RF7pv7UUDFw,16.83,13.33,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,1.507556722888818,,-0.0,1.507556722888818,1.507556722888818,-0.0,3.015113445777636,1.507556722888818,,no trend,-0.1906607022324583,0.0,no trend,-0.14479286095338642,0.0,no trend,-0.122330455712524,0.0,POINT (13.33 16.83),20.0,AFRICA,Land,Sahara,SAH
123,126,Pollen,Pollen (calibrated),314.2,7428.0,7113.8,237.1266666666667,M2Lckizgk8rP,56.84,-101.04,LakeSediment,pollen,mm,P,Annual,positive,0.0,-0.9120912088088032,-1.6587120823538406,-0.4634805557917301,-0.18348387895766852,0.2813821618671787,-0.5694952791142369,-1.61458621196416,,,,,no trend,0.011310243844711463,0.0,,,,no trend,-0.1590905115161756,0.0,POINT (-101.04 56.84),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
124,127,Leaf Wax (dD),Leaf Wax (dD),105.0,11984.0,11879.0,232.921568627451,LPD8e619296,11.955,44.3,MarineSediment,dDwax,permil,P-E,Annual,negative,-0.0,-0.2904394237993546,0.06447636903081316,-0.27718923420036,0.4809108992848778,1.2986368859655832,1.5563057515602843,1.3894953289301075,1.3894953289301075,1.5527565936319847,0.9423014299640944,-1.3173291177213065,decreasing,-0.012978392710664172,-0.012978392710664172,increasing,0.505486520343166,0.505486520343166,decreasing,-0.19950857550632128,-0.19950857550632128,POINT (44.3 11.955),23.0,AFRICA,Land,N.Eastern-Africa,NEAF
125,128,Pollen,Pollen (calibrated),42.0,10945.0,10903.0,162.7313432835821,M2Llk3o07vaP,43.23,-80.37,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.3277530509553853,0.7995806951092436,0.2309301678313388,1.4240091843034284,0.10856631912882443,0.3335046809036629,-0.4402854250321181,-1.1579360452243852,-1.4435171947718866,-1.4964869437305008,,increasing,0.20502351301795352,0.20502351301795352,increasing,0.3718451061236461,0.3718451061236461,no trend,-0.10888414922404756,0.0,POINT (-80.36999999999999 43.22999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
126,129,Other,Other (uncalibrated),0.0,11000.0,11000.0,49.7737556561086,LPD053400dbb,45.0,60.0,LakeSediment,hybrid,,M,not specified,positive,0.0,-0.8581933773576187,0.17163867547152384,0.9011030462254996,1.3731094037721896,1.9738447679225233,1.759296423583118,0.9440127150933804,0.17163867547152384,-0.30036768207516634,-0.7294643707539754,-0.7294643707539756,no trend,0.005990857078533421,0.0,increasing,0.6217978387699311,0.6217978387699311,decreasing,-0.5009112313593311,-0.5009112313593311,POINT (59.99999999999999 45),,,,,
127,130,Pollen,Pollen (calibrated),56.0,7225.0,7169.0,123.60344827586206,M2Ljlk4916zP,56.1,-75.28,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.3628409206026916,-0.0047365670621780645,0.12586843740604306,-0.6272561852297807,-0.6397963525911851,-0.3232819457185733,-3.65142451914314,,,,,increasing,0.25173065418138263,0.25173065418138263,,,,no trend,0.18244963879216244,0.0,POINT (-75.27999999999999 56.09999999999999),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
128,131,Pollen,Pollen (calibrated),58.0,6610.0,6552.0,204.75,M2Lo9gvqgkwP,56.28,-75.1,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.5586499928356282,0.8111377472946928,0.7641167471989783,1.1750608058471697,0.7329698623102073,-1.4619166878909635,,,,,,,,,,,,decreasing,-0.19479772553651173,-0.19479772553651173,POINT (-75.09999999999998 56.28),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
129,132,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_R4a8rMDILX2,43.33,-95.2,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,-1.147078669352809,-2.2941573387056176,-2.2941573387056176,-2.2941573387056176,-1.147078669352809,,increasing,0.2397702815380417,0.2397702815380417,no trend,-0.01707648140971416,0.0,no trend,0.0,0.0,POINT (-95.19999999999999 43.33),4.0,NORTH-AMERICA,Land,C.North-America,CNA
130,133,Glacier Ice,Glacier Ice,1.81,11965.09,11963.28,33.79457627118644,WEBc6552302,-77.3167,39.67,GlacierIce,Ice Accumulation,cm,P,Annual,positive,0.0,0.4864488988844874,0.6733038641472471,1.1308852696745229,2.593546824136149,1.245729443555188,1.0663432416673582,0.8223664614292807,1.1092111993903713,1.7269976882960862,1.6997443189965078,1.3241562046109954,decreasing,-0.10990887708126396,-0.10990887708126396,decreasing,-0.129565845509335,-0.129565845509335,decreasing,-0.3795996825729372,-0.3795996825729372,POINT (39.67 -77.3167),44.0,POLAR,Land,E.Antarctica,EAN
131,136,Pollen,Pollen (calibrated),40.0,5506.0,5466.0,143.8421052631579,LPD72217804,42.28,140.26,Peat,pollen,mm,P,Annual,positive,0.0,-0.35735161295120865,-0.34970772818219875,-1.1719713326199683,-2.0671248382479392,-2.2931654307029437,,,,,,,,,,,,,increasing,0.5106365543016569,0.5106365543016569,POINT (140.26 42.28),35.0,ASIA,Land,E.Asia,EAS
132,137,Other,Other (uncalibrated),0.0,9200.0,9200.0,49.729729729729726,GHa7a4074f,50.25,106.6,LakeSediment,hybrid,,M,not specified,positive,0.0,0.7136120526513468,0.5352090394885101,-0.3122052730349641,2.096235404663332,1.4272241053026935,0.8474143125234743,0.4014067796163824,-0.6244105460699283,-0.7136120526513471,,,increasing,0.04278162548885167,0.04278162548885167,increasing,0.6762628204376236,0.6762628204376236,decreasing,-0.26559231938579336,-0.26559231938579336,POINT (106.6 50.25),30.0,ASIA,Land,E.Siberia,ESB
133,138,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RoBxNxe0ixb,-36.2,144.3,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,no trend,0.0,0.0,no trend,0.0,0.0,no trend,0.0,0.0,POINT (144.3 -36.2),42.0,OCEANIA,Land,S.Australia,SAU
134,139,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RSzZCo2C7Xj,41.93,-70.0,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,-2.182178902359924,-2.182178902359924,-2.182178902359924,-0.0,-0.0,,no trend,0.10485527063364572,0.0,no trend,-0.5931305257659408,0.0,no trend,0.0,0.0,POINT (-69.99999999999999 41.93),5.0,NORTH-AMERICA,Land,E.North-America,ENA
135,140,Pollen,Pollen (calibrated),88.0,7570.0,7482.0,356.28571428571433,M2L31k93odjP,58.583,-75.25,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.97691780023025,0.6194712930613417,1.3044346301098415,1.1819193897286455,1.3262690854351484,1.1758564647472078,-0.5321391327544985,,,,,decreasing,-0.01817944385000211,-0.01817944385000211,,,,decreasing,-0.21804459577824092,-0.21804459577824092,POINT (-75.25 58.583),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
136,141,Pollen,Pollen (calibrated),113.0,10659.0,10546.0,128.609756097561,M2Ljbhw17vuP,45.22,-79.45,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.053735246736371416,0.2376706550403087,-0.23274311429960196,-0.45004820390173295,-1.2554056021752134,-1.716763764710002,-2.1838936380081106,-2.191091563082167,-2.09113851367311,-1.908872313350032,,increasing,0.31469603055109546,0.31469603055109546,increasing,0.1188962426042686,0.1188962426042686,increasing,0.21536354822211268,0.21536354822211268,POINT (-79.45 45.21999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
137,142,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RzqaAnmlHbH,35.5,-111.67,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,-0.0,-3.333333333333333,-0.0,-0.0,-0.0,,no trend,0.055213628021552864,0.0,no trend,-0.2859998281866704,0.0,no trend,0.0,0.0,POINT (-111.67 35.49999999999999),3.0,NORTH-AMERICA,Land,W.North-America,WNA
138,143,Pollen,Pollen (calibrated),0.0,6390.0,6390.0,277.82608695652175,M2Lcv0b40cmP,55.11,-75.25,LakeSediment,pollen,mm,P,Annual,positive,0.0,-0.18515658801818874,-0.17212396263046306,-0.09388764182042114,-0.5806993040658495,-1.1964781759846628,-1.3956998573006696,,,,,,,,,,,,no trend,0.16747123568209366,0.0,POINT (-75.25 55.11),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
139,144,Pollen,Pollen (calibrated),53.5,10911.68,10858.18,130.8214457831325,Ru6DOB7s7YZ,38.5,43.0,LakeSediment,pollen,mm,P,Annual,positive,0.0,-0.7182360395194637,-0.7563999392230791,-0.6119290756675995,0.09948552829679047,-0.2300851163876141,-0.12247778027438272,-0.7515522609310545,-1.5677231553899855,-1.4870446959302368,-1.705240172141142,,increasing,0.15117702353424892,0.15117702353424892,increasing,0.3929656966731712,0.3929656966731712,no trend,-0.061928622412791824,0.0,POINT (43 38.5),32.0,ASIA,Land,W.C.Asia,WCA
140,145,Pollen,Pollen (calibrated),59.0,6359.0,6300.0,165.78947368421052,M2Lr5wm8ssgP,56.02,-74.95,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.2809874215369966,0.7004914827881611,0.5179981465032631,0.8872971996975454,0.5686712084112575,1.1326432685183565,,,,,,decreasing,-0.14278009310782502,-0.14278009310782502,,,,decreasing,-0.1284367372601702,-0.1284367372601702,POINT (-74.94999999999999 56.02),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
141,146,Leaf Wax (dD),Leaf Wax (dD),79.0,11879.0,11800.0,337.14285714285717,LPDfefd61ba,37.9603,48.5553,Peat,dDwax,permil,P-E,Annual,negative,-0.0,-0.5539045640701722,-0.19798195261945814,-0.4604748785643581,-0.4026374542036181,0.3448000298428767,1.1500749382501143,1.5638349740615671,2.45809053533148,2.644949906343105,1.1189317097481757,-0.6384361842897159,decreasing,-0.14331371912023227,-0.14331371912023227,no trend,0.2292697991970376,0.0,no trend,-0.03234818938183052,0.0,POINT (48.5553 37.96029999999999),32.0,ASIA,Land,W.C.Asia,WCA
142,147,Pollen,Pollen (calibrated),1.0,8332.0,8331.0,93.6067415730337,M2Ld624fgutP,49.68,-74.58,LakeSediment,pollen,mm,P,Annual,positive,0.0,-0.2490524425096607,-0.8306213410456049,-0.7665166646699492,0.11918850152973573,0.4706956434585593,-0.32512106695192233,-0.4962589288437602,1.7750462696035985,,,,decreasing,-0.09988553628389607,-0.09988553628389607,,,,decreasing,-0.14255251141611264,-0.14255251141611264,POINT (-74.58 49.68),5.0,NORTH-AMERICA,Land,E.North-America,ENA
143,148,Pollen,Pollen (calibrated),192.0,7300.0,7108.0,309.0434782608696,M2L0pqh2gexP,52.25,-67.07,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.4679944708390288,1.1933678902007192,0.6437258864986832,1.7297572389668754,,1.7627418909390922,1.902248668157058,,,,,decreasing,-0.25369603763480103,-0.25369603763480103,,,,decreasing,-0.2713213245200384,-0.2713213245200384,POINT (-67.06999999999999 52.24999999999999),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
144,149,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RTxbwsdvMwm,-30.75,139.83,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,2.23606797749979,-2.23606797749979,-0.0,-0.0,-0.0,,no trend,0.02232950409628384,0.0,no trend,0.19597079883291815,0.0,no trend,0.0,0.0,POINT (139.83 -30.75),42.0,OCEANIA,Land,S.Australia,SAU
145,150,Pollen,Pollen (calibrated),0.0,10888.0,10888.0,247.45454545454547,M2Lqujf1ttdP,64.17,-127.62,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.158282317616258,0.11335126392798225,0.510929900030853,0.6508983956493124,0.5136538606485844,-0.04983475466036369,-0.2432435833215795,1.818966257662592,1.6249006475942107,2.7174924026396083,,decreasing,-0.19040663542281488,-0.19040663542281488,decreasing,-0.7083144994978526,-0.7083144994978526,decreasing,-0.12425881449317125,-0.12425881449317125,POINT (-127.62 64.17),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
146,151,Other,Other (uncalibrated),0.0,11000.0,11000.0,49.7737556561086,GH7fd4a6f1,38.4,43.2,LakeSediment,hybrid,,M,not specified,positive,0.0,0.0,0.0,0.8142150334662172,0.8999218790942399,0.8999218790942399,0.8999218790942399,0.7713616106522057,-1.1141889931642974,-0.9856287247222628,-1.9284040266305145,-2.69976563728272,increasing,0.15779923596200382,0.15779923596200382,increasing,0.7494981287738869,0.7494981287738869,decreasing,-0.2229992029350176,-0.2229992029350176,POINT (43.2 38.39999999999999),32.0,ASIA,Land,W.C.Asia,WCA
147,152,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_R7luETutJOR,13.42,40.83,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,1.0599978800063599,2.1199957600127197,2.1199957600127197,2.1199957600127197,2.1199957600127197,,decreasing,-0.27223491321114063,-0.27223491321114063,no trend,-0.1838468315626782,0.0,no trend,0.0,0.0,POINT (40.83 13.42),23.0,AFRICA,Land,N.Eastern-Africa,NEAF
148,153,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_REuK7XDcRTY,34.42,-110.83,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,-0.0,-2.041241452319315,-2.041241452319315,-2.041241452319315,-2.041241452319315,,increasing,0.2554081657369206,0.2554081657369206,no trend,0.3540344566170773,0.0,no trend,3.6755497096654616e-33,0.0,POINT (-110.83 34.41999999999999),3.0,NORTH-AMERICA,Land,W.North-America,WNA
149,154,Pollen,Pollen (calibrated),235.89,4596.56,4360.67,103.82547619047621,RtarLUdkblD,41.03,-0.22,LakeSediment,pollen,mm,P,Annual,positive,0.0,1.015354034756982,0.5042658597339591,0.6461627179554186,1.7983775361760033,,,,,,,,,,,,,,decreasing,-0.32876241418111746,-0.32876241418111746,POINT (-0.22 41.03000000000001),19.0,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED
150,155,Pollen,Pollen (calibrated),1.6,6113.9,6112.299999999998,210.76896551724136,M2Leedqkm0xP,33.96,-119.98,LakeSediment,pollen,mm,P,Annual,positive,0.0,-0.1454709561823888,-0.3416272034555297,0.09590598385680854,-1.2035968081677573,-0.7138896453185479,-0.11024484631326048,,,,,,,,,,,,increasing,0.17402178009956765,0.17402178009956765,POINT (-119.98 33.95999999999999),3.0,NORTH-AMERICA,Land,W.North-America,WNA
151,156,Other,Other (uncalibrated),0.0,11000.0,11000.0,49.7737556561086,GHae9e3b57,51.0,101.2,LakeSediment,hybrid,,M,not specified,positive,0.0,0.6460000305798834,1.9380000917396512,1.3381429204869022,2.3532858256838622,2.3994286850109967,1.5227143577954405,0.9690000458698256,0.4614285932713452,0.0,0.0,-2.220446049250313e-16,increasing,0.07644528806399642,0.07644528806399642,increasing,0.4083683361627289,0.4083683361627289,decreasing,-0.4674988705246511,-0.4674988705246511,POINT (101.2 50.99999999999999),30.0,ASIA,Land,E.Siberia,ESB
152,157,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_R4QPDsP0JVX,34.16,-80.76,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-3.3333333333333326,-3.3333333333333326,-3.3333333333333326,,-3.3333333333333326,-3.3333333333333326,-3.3333333333333326,-3.3333333333333326,-3.3333333333333326,-3.3333333333333326,,no trend,0.1543567907311781,0.0,no trend,0.0,0.0,no trend,0.5313072622262406,0.0,POINT (-80.76000000000001 34.16),5.0,NORTH-AMERICA,Land,E.North-America,ENA
153,158,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_Raj0ajWk8Z1,13.0,14.0,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,-0.0,-0.0,2.182178902359923,2.182178902359923,2.182178902359923,,decreasing,-0.23689701002028035,-0.23689701002028035,no trend,-0.5657095915653363,0.0,no trend,0.0,0.0,POINT (14 13),21.0,AFRICA,Land,Western-Africa,WAF
154,159,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1146.5555555555557,OLS_RxuZP3d0SlG,42.0,13.55,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,,-0.0,-2.01246117974981,,-2.01246117974981,-0.0,-0.0,-0.0,-2.01246117974981,-2.01246117974981,,no trend,0.11408569121203176,0.0,no trend,0.5470001365780194,0.0,no trend,0.5055313230428687,0.0,POINT (13.55 42),19.0,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED
155,160,Pollen,Pollen (calibrated),0.0,8840.4,8840.4,267.8909090909091,M2Ln2clq8z2P,64.12,-110.57,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.07243756027910042,0.3455825327987185,0.03383238118336706,1.7746619652865785,1.2658953651496063,0.08015801493563972,0.01441250979266828,0.7723229707989183,,,,no trend,0.019700576033982616,0.0,,,,no trend,-0.3344686433357256,0.0,POINT (-110.57 64.11999999999999),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
156,161,Pollen,Pollen (calibrated),7.0,6931.0,6924.0,247.28571428571428,M2Lydj1m74xP,57.92,-75.62,LakeSediment,pollen,mm,P,Annual,positive,0.0,0.17336543073409474,0.9333172977058806,0.5563704850999238,0.16393940861702042,-0.7418053633152637,-0.5442681123917259,,,,,,increasing,0.22312535794668006,0.22312535794668006,,,,no trend,0.13397513106388756,0.0,POINT (-75.61999999999999 57.91999999999999),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
157,162,Pollen,Pollen (calibrated),9.0,8639.9,8630.9,196.15681818181815,M2Loyb6cjt9P,39.94,-105.58,LakeSediment,pollen,mm,P,Annual,positive,0.0,-0.194137564294276,0.01764266675549253,0.8968181501473095,0.26160348510868137,3.1549340127360295,0.4307645052091086,1.2735711516686117,1.5732332935783904,,,,decreasing,-0.21267657795108566,-0.21267657795108566,,,,decreasing,-0.34736914307330097,-0.34736914307330097,POINT (-105.58 39.93999999999999),3.0,NORTH-AMERICA,Land,W.North-America,WNA
158,163,Lake Deposits,Lake Deposits,494.5,10813.5,10319.0,1031.9,OLS_RF4kqHZt5Ej,33.63,-101.9,LakeDeposits,lakeLevel,unitless index,P-E,Annual,negative,-0.0,-0.0,-0.0,-0.0,,-0.0,-0.0,1.5811388300841895,-1.5811388300841895,-1.5811388300841895,1.5811388300841895,,no trend,-0.005695699349745167,0.0,no trend,-0.04998726109942828,0.0,no trend,0.0,0.0,POINT (-101.9 33.63),4.0,NORTH-AMERICA,Land,C.North-America,CNA
