"","dataset","tsid","longitude","latitude","ipccReg","recordRange","recordRes","recordResPlus","season","climInterp","source","direction","ka_0.5","ka_6"
"485","MD97_2141.Rosenthal.2003","T2L_MD97_2141_mgca_ruber_SST_from_mgca_ruber",121.3,8.8,"SEA",7660.714,58.0214999999998,58.021999999999,"annual","T","Temp12k","positive",NA,29.914
"486","MD97_2146.Shintani.2011","T2L_MD97_2146_tex86_SST_from_tex86",117.384,20.117,"EAS",11713.046,229.855,219.400000000001,"annual","T","Temp12k","positive",28.305,28.326
"487","MD97_2146.Shintani.2011","T2L_MD97_2146_uk37_SST_from_uk37",117.384,20.117,"EAS",11713.046,261.299999999999,261.299999999999,"annual","T","Temp12k","positive",28.3,27.644
"488","MD97_2151.Yamamoto.2013","T2L_MD97_2151_tex86_SST_from_tex86",109.869,8.728,"SEA",10760.468,376.9645,375.499,"annual","T","Temp12k","positive",28.921,29.642
"489","MD97_2151.Yamamoto.2013","T2L_MD97_2151_uk37_SST_from_uk37",109.869,8.728,"SEA",10760.468,378.434999999999,378.43,"annual","T","Temp12k","positive",29.581,27.265
"490","MD98_2161.Fan.2018","T2L_MD98_2161_mgca_ruber_SST_from_mgca_ruber",117.48,-5.21,"SEA",11924.1,34.4000000000005,34.4000000000001,"annual","T","Temp12k","positive",30.178,30.944
"491","MD98_2161.Fan.2018","T2L_MD98_2161_d18o_ruber_SST_from_d18o_ruber",117.48,-5.21,"SEA",11924.1,34.4000000000005,34.4000000000001,"annual","T","Temp12k","positive",30.287,30.192
"492","MD98_2165.Levi.2007","T2L_MD98_2165_mgca_ruber_SST_from_mgca_ruber",118.4,-9.65,"SEA",11161,209,209,"annual","T","Temp12k","positive",30.653,28.348
"493","MD98_2176.Stott.2007","T2L_MD98_2176_d18o_ruber_SST_from_d18o_ruber",133.4447,-5.0031,"SEA",11596.3,43,43,"annual","T","Temp12k","positive",29.318,29.005
"494","MD98_2176.Stott.2007","T2L_MD98_2176_mgca_ruber_SST_from_mgca_ruber",133.4447,-5.0031,"SEA",11777.3,43,43,"annual","T","Temp12k","positive",30.983,32.164
"495","MD98_2178.Fan.2018","T2L_MD98_2178_mgca_ruber_SST_from_mgca_ruber",118.7,3.62,"SEA",10353.1,24.3000000000002,24.2500000000005,"annual","T","Temp12k","positive",NA,31.235
"496","MD98_2178.Fan.2018","T2L_MD98_2178_d18o_ruber_SST_from_d18o_ruber",118.7,3.62,"SEA",10353.1,24.3000000000002,24.2500000000005,"annual","T","Temp12k","positive",NA,30.158
"497","MD98_2181.Stott.2007","T2L_MD98_2181_d18o_ruber_SST_from_d18o_ruber",125.82,6.3,"SEA",11651.2,35.5,35.5,"annual","T","Temp12k","positive",29.499,29.152
"498","MD98_2181.Stott.2007","T2L_MD98_2181_mgca_ruber_SST_from_mgca_ruber",125.82,6.3,"SEA",11656.4,39,39,"annual","T","Temp12k","positive",30.763,31.501
"499","MD98_2188.Dang.2012","RVW8LmOBhyk",123.49,14.82,"SEA",11910,70,70,"summerOnly","T","Temp12k","positive",28.682,28.95
"500","MD98_2195.Ijiri.2005","T2L_MD98_2195_uk37_SST_from_uk37",128.9438,31.6388,"EAS",11624,156,155.5,"annual","T","Temp12k","positive",24.016,23.437
"501","MD98_2195.Ijiri.2005","T2L_MD98_2195_tex86_SST_from_tex86",128.9438,31.6388,"EAS",11540,470,465,"annual","T","Temp12k","positive",21.175,20.124
"502","MD99_2251.Farmer.2008","T2L_MD99_2251_mgca_bulloides_SST_from_mgca_bulloides",-27.9078,57.4478,"NAO",11430,70,70,"annual","T","Temp12k","positive",13.717,11.5
"503","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_uk37_SST_from_uk37",-20.8632,66.6413,"GIC",10982,53,53,"winterOnly","T","Temp12k","positive",9.329,9.746
"504","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_mgca_pachyderma_SST_from_mgca_pachyderma",-20.8632,66.6413,"GIC",9306.409,56.2,56.0875000000002,"annual","T","Temp12k","positive",4.207,6.052
"505","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_d18o_pachyderma_SST_from_d18o_pachyderma",-20.8632,66.6413,"GIC",11363.196,51.4569999999994,51.4740000000002,"annual","T","Temp12k","positive",6.617,7.729
"506","MD99_2339.Eynaud.2009","T2L_MD99_2339_d18o_bulloides_SST_from_d18o_bulloides",-7.5278,35.8855,"MED",10779,332.9,332.9,"annual","T","Temp12k","positive",20.281,19.719
"507","MD99_2341.Eynaud.2009","T2L_MD99_2341_d18o_bulloides_SST_from_d18o_bulloides",-7.0657,36.3892,"MED",10775,92,92,"annual","T","Temp12k","positive",NA,22.711
"508","MD99-2227.deVernal.2013","PYTOD9Z2SMD",-48.373,58.2107,"GIC",9094.11,62.5,62,"annual","T","Temp12k","positive",6.895,5.729
"509","MD99-2256.Jennings.2015","LPD6e872195",-24.2067,64.3032,"GIC",11062.78,81.1999999999998,91,"summerOnly","T","Temp12k","positive",12.407,13.975
"510","MD99-2266.Moossen.2015","LPD8d94d24a",-23.2655,66.2295,"GIC",10434,25,25,"annual","T","Temp12k","positive",9.636,11.847
"511","MD99-2269.Justwan.2008","PYTRM8XIQ8J",-20.85,66.85,"GIC",11437,30.1999999999998,30.1999999999998,"summerOnly","T","Temp12k","positive",8.633,9.096
"512","MD99-2284.Risebrobakken.2009","PYTE06JD9X4",0.9667,62.3667,"NEU",10998.184,24.3050000000003,24.3050000000003,"annual","T","Temp12k","positive",11.64,8.569
"513","MD99-2322.Jennings.2011","PYTMDYO5TUV",-30.8278,67.1363,"GIC",11555.83,104.4,104.9,"summerOnly","T","Temp12k","positive",4.449,5.211
"514","ME0005A_43JC.Benway.2006","T2L_ME0005A_43JC_mgca_ruber_SST_from_mgca_ruber",-83.6083,7.8558,"SCA",11419,195,195,"annual","T","Temp12k","positive",27.31,28.011
"515","ME0005A_43JC.Benway.2006","T2L_ME0005A_43JC_uk37_SST_from_uk37",-83.6083,7.8558,"SCA",9596,488,488,"annual","T","Temp12k","positive",NA,28.564
"516","ME0005A_43JC.Benway.2006","T2L_ME0005A_43JC_d18o_ruber_SST_from_d18o_ruber",-83.6083,7.8558,"SCA",11054,195,195,"annual","T","Temp12k","positive",26.359,26.191
"517","Medvedevskoe.Nazarova.2018","R7YTiLNN0tn",29.8992,60.5309,"NEU",11734.3,283.4,283.4,"summerOnly","T","Temp12k","positive",13.934,14.607
"518","MeerfelderMaar.Litt.2009","Rfe0do1gMXq",6.75,50.1,"WCE",10827,20,20,"annual","T","Temp12k","positive",0.141,-0.114
"519","Mendota.Winkler.1986","M2Lgco71n3sP",-89.42,43.1,"ENA",10215,334,334,"annual","T","Temp12k","positive",7.801,7.418
"520","Menez-Cam.VanZeist.1964","R83f1LHfRjQ",-3.5,48.25,"WCE",4980.82,107.29,107.29,"annual","T","Temp12k","positive",10.089,NA
"521","MiddenCluster1.Harbert.2018","WEBa31332021",-110.1304,37.9049,"WNA",11174,27,27,"annual","T","Temp12k","positive",11.777,11.621
"522","MiddenCluster2.Harbert.2018","WEBa31332022",-115.1879,36.3806,"WNA",11746,94.5,97,"annual","T","Temp12k","positive",14.966,18.25
"523","MiddenCluster3.Harbert.2018","WEBa31332023",-108.0819,36.0589,"WNA",7568,325,308,"annual","T","Temp12k","positive",11.743,11.801
"524","MiddenCluster4.Harbert.2018","WEBa31332024",-112.7451,43.6488,"WNA",6645,317.5,329,"annual","T","Temp12k","positive",9.147,7.48
"525","MiddenCluster5.Harbert.2018","WEBa31332025",-106.0203,32.4659,"NCA",7670,105.5,87,"annual","T","Temp12k","positive",12.353,NA
"526","MiddenCluster6.Harbert.2018","WEBa31332026",-106.0203,32.4659,"NCA",11403,172,178.5,"annual","T","Temp12k","positive",16.486,NA
"527","MiddenCluster7.Harbert.2018","WEBa31332027",-116.0048,34.1548,"WNA",10000,197,194,"annual","T","Temp12k","positive",NA,16.114
"528","MiddenCluster8.Harbert.2018","WEBa31332028",-109.0977,32.3106,"NCA",7596,93,93,"annual","T","Temp12k","positive",20.442,15.126
"529","MiddenCluster9.Harbert.2018","WEBa31332029",-115.5548,31.6387,"NCA",11361,190,172.5,"annual","T","Temp12k","positive",21.305,21.5
"530","MilandreCave.Affolter.2019","RTdDwazy1bI",7.02,47.49,"WCE",11844.5,35,36.5,"annual","T","Temp12k","positive",8.021,8.183
"531","MinnetonkaCave.Lundeen.2013","GH250fcb25",-111.5187,42.088,"WNA",11114.595,6.80199999999968,6.79549999999989,"winterOnly","T","Temp12k","positive",-15.279,-15.511
"532","MireSaviku.Sarv.1975","Rjo3neVs3tA",27.23,58.4,"NEU",10529.61,156.299999999999,156.45,"annual","T","Temp12k","positive",5.444,3.845
"533","MittlereHellelen.Welten.1982","R4ZD9cQexvE",7.84,46.28,"WCE",10739.15,156.650000000001,152.645,"annual","T","Temp12k","positive",3.813,3.412
"534","MLake.Ritchie.1977","M2L1es9v20zP",-133.47,68.27,"NWN",10699,102.5,110,"annual","T","Temp12k","positive",-3.008,-3.161
"535","Moanatuatua.Jara.2017","WEB9af63008",175.37,-37.92,"NZ",11852.2,101.6,101.55,"annual","T","Temp12k","positive",14.033,14.068
"536","Mohawk.Webb.1986","M2Ln2l8gcheP",-73.29,41.82,"ENA",10672,307,307,"annual","T","Temp12k","positive",8.268,8.909
"537","MonheganIslandMeadow.Bostwick.1978","M2Ld2ou4usrP",-69.3,43.77,"ENA",10752,185.95,177,"annual","T","Temp12k","positive",5.554,5.673
"538","Moon.Grimm.1996","M2L7p5fn09cP",-98.16,46.86,"CNA",10879,81,80.5,"annual","T","Temp12k","positive",4.338,4.454
"539","MoorAlpenrose.Weirich.1980","R80Zur79Zc7",11.76,47,"WCE",10698.91,238.465,239.48,"annual","T","Temp12k","positive",2.879,6.331
"540","MoorimWeissenstadterForst.Hahne.1992","RzyEckXGPZe",11.88,50.14,"WCE",6963.31,136.73,143.965,"annual","T","Temp12k","positive",7.075,4.665
"541","MooseLake.Clegg.2010","RHLePxbL9rI",-143.5988,61.3742,"NWN",5999.234,37.9120000000003,38.4425000000001,"summerOnly","T","Temp12k","positive",13.631,13.955
"542","Moraine.Hansen.1985","M2Lthi33n58P",-58.05,52.27,"NEN",10582,228.5,229,"annual","T","Temp12k","positive",-1.401,-3.046
"543","MountHoney.McGlone.2010","GH73726cce",169.1625,-52.5,"SOO",11821.333,114.08,114.08,"summerOnly","T","Temp12k","positive",8.443,8.944
"544","MR003-K03-PC01.Harada.2004","T2L_PC01_uk37_SST_from_uk37",152.53,46.32,"RFE",11339.686,87.088,87.088,"summerOnly","T","Temp12k","positive",8.336,7.827
"545","MSM05_5_712_2.Werner.2013","T2L_MSM05_5_712_2_mgca_pachyderma_SST_from_mgca_pachyderma",6.7672,78.9157,"ARO",11715.365,97.5739999999996,97.5739999999997,"annual","T","Temp12k","positive",7.309,4.082
"546","MSM05_5_712_2.Werner.2013","T2L_MSM05_5_712_2_d18o_pachyderma_SST_from_d18o_pachyderma",6.7672,78.9157,"ARO",8680.29,48.7870000000003,48.7870000000003,"annual","T","Temp12k","positive",2.218,2.222
"547","MSM05-712.Muller.2013","PYTS0ELQKO1",6.767,78.916,"ARO",9541.55,134.85,136.7,"annual","T","Temp12k","positive",2.032,2.696
"548","MSM055_712-2.Werner.2015","LPDa0c5bf8a",6.7672,78.9157,"ARO",11532,58,58,"annual","T","Temp12k","positive",2.889,3.859
"549","MSM055_723-2.Werner.2015","LPD95b2b1f9",5.3378,79.161,"ARO",11888,65,65,"annual","T","Temp12k","positive",3.354,4.639
"550","MSM343300.Ouellet-Bernier.2014","R7NCYvaRppQ",-54.002,68.4719,"GIC",9326,52,53,"annual","T","Temp12k","positive",4.848,4.828
"551","MV1014_09MC.Hertzberg.2016","T2L_MV1014_09MC_tex86_SST_from_tex86",-85.3333,-0.6938,"EPO",4660.496,272.367,242.104,"annual","T","Temp12k","positive",NA,24.979
"552","MV1014_09MC.Hertzberg.2016","T2L_MV1014_09MC_mgca_ruber_SST_from_mgca_ruber",-85.3333,-0.6938,"EPO",4357.867,484.2075,484.208,"annual","T","Temp12k","positive",NA,21.316
"553","MV99_PC14.Marchitto.2010","T2L_MV99_PC14_mgca_bulloides_SST_from_mgca_bulloides",-112.7167,25.2012,"NCA",9777.6,41.5,41.3499999999999,"annual","T","Temp12k","positive",NA,18.145
"554","Myrtle.Janssen.1968","M2Lryhea56aP",-93.39,47.98,"CNA",10906,138.5,151,"annual","T","Temp12k","positive",3.544,5.425
"555","Myrvatn.Seppa.2009","PYTG8DTT9X6",16.38,68.65,"NEU",8820.11,247.58,247.58,"summerOnly","T","Temp12k","positive",10.835,11.536
"556","NA87_22.Duplessy.1992","RO0fn3HkrCf",-14.5833,55.5,"NAO",11542.847168,296.792886,297.310678,"annual","T","Temp12k","positive",3.754,4.779
"557","Nalengcuo.Opitz.2015","R2iEguO3VtJ",99.75,31.1,"TIB",11778.831,124.09,124.09,"annual","T","Temp12k","positive",-1.011,-1.635
"558","Naujg1.Willemse.1999","PYT6W4ZFN6N",-51.9667,66.6667,"GIC",9069,14,14,"summerOnly","T","Temp12k","positive",61.341,63.083
"559","Nautajarvi.Seppa.2009","PYTJ3JMX39H",24.7,61.8,"NEU",8947,36,36,"annual","T","Temp12k","positive",3.346,5.371
"560","Nedlouc.Larouche.1981","M2Lks0hut9wP",-71.65,57.65,"NEN",4073,235,181,"annual","T","Temp12k","positive",-5.906,NA
"561","NevadoHuascaran.Thompson.1995","IC95THHU02D",-77.5,-9,"NWS",12000,100,100,"annual","T","Temp12k","positive",-18.418,-17.655
"562","NGRIP.NGRIP.2004","GH26a3a772",-42.32,75.1,"GIC",12000,20,20,"annual","T","Temp12k","positive",-35.369,-34.7
"563","Nikolay.Andreev.2004","R7xfSla4XGC",124.1933,73.3259,"RAR",9780,409.5,410,"summerOnly","T","Temp12k","positive",0.425,3.695
"564","NikolayLake.Andreev.2004","RmF8m0ywgsv",124.2,73.33,"RAR",10115,407.5,410,"summerOnly","T","Temp12k","positive",8.535,8.943
"565","NIOP_C2_905_PC.Huguet.2006","T2L_NIOP_C2_905_PC_uk37_SST_from_uk37",51.9333,10.7833,"NEAF",11918,169,169,"annual","T","Temp12k","positive",26.664,25.802
"566","NIOP_C2_905_PC.Huguet.2006","T2L_NIOP_C2_905_PC_tex86_SST_from_tex86",51.9333,10.7833,"NEAF",11918,169,169,"annual","T","Temp12k","positive",24.387,25.01
"567","Njakajaure.Bigler.2006","PYTK055L6OA",18.78,68.33,"NEU",8744,242,245,"summerOnly","T","Temp12k","positive",12.6,13.9
"568","Njulla.Larocque.2004","RmQKXILNmID",18.7,68.37,"NEU",8949.615,183.16,183.16,"summerOnly","T","Temp12k","positive",8.795,9.798
"569","NorthCraterLake.Palmer.2002","WEB571a8fc4",-120.02,49.07,"WNA",11637.586,219.184,207.2325,"summerOnly","T","Temp12k","positive",10.996,12.01
"570","NorthGRIP.Gkinis.2014","WEB5e35a876",-42.32,75.1,"GIC",11850,10,10,"annual","T","Temp12k","positive",-31.422,-29.56
"571","NorthLake.Axford.2013","PYTRGDDL048",-50.0267,69.2417,"GIC",7101.53,302.339999999999,302.34,"summerOnly","T","Temp12k","positive",-0.479,1.777
"572","NorthPond.Whitehead.1978","M2Lfwuhv0pjP",-73.05,42.65,"ENA",10335,300,320,"annual","T","Temp12k","positive",6.511,6.21
"573","NussbaumerSeen.Rsch.1995","RfS6nLBgBZ2",8.82,47.62,"WCE",10921.05,129.07,129.07,"annual","T","Temp12k","positive",5.816,8.661
"574","Nutt.Bennett.1987","M2LvnfrppdsP",-79.45,45.22,"ENA",10546,101,132.5,"annual","T","Temp12k","positive",5.302,5.22
"575","OCE326_GGC26.Keigwin.2005","T2L_OCE326_GGC26_d18o_pachyderma_SST_from_d18o_pachyderma",-54.8664,43.4833,"NAO",10056.25,62.5,62.5,"annual","T","Temp12k","positive",NA,4.884
"576","OCE326_GGC26.Keigwin.2005","T2L_OCE326_GGC26_uk37_SST_from_uk37",-54.8664,43.4833,"NAO",11730,110,110,"annual","T","Temp12k","positive",8.399,11.628
"577","OCE326_GGC30.Sachs.2007","T2L_OCE326_GGC30_uk37_SST_from_uk37",-62.7953,43.8853,"ENA",11990,70,70,"annual","T","Temp12k","positive",8.399,12.734
"578","ODP_165_999A.Schmidt.2004","T2L_ODP_165_999A_mgca_ruber_SST_from_mgca_ruber",-78.7393,12.744,"SCA",8130,450,340,"annual","T","Temp12k","positive",NA,27.029
"579","ODP_165_999A.Schmidt.2004","T2L_ODP_165_999A_d18o_ruber_SST_from_d18o_ruber",-78.7393,12.744,"SCA",8130,450,340,"annual","T","Temp12k","positive",NA,28.049
"580","ODP_167_1019C.Barron.2003","T2L_ODP_167_1019C_uk37_SST_from_uk37",-124.932,41.6829,"WNA",11800,130,130,"annual","T","Temp12k","positive",11.035,10.099
"581","ODP_175_1078C.Kim.2003","T2L_ODP_175_1078C_uk37_SST_from_uk37",13.4,-11.921,"WSAF",11900,250,250,"annual","T","Temp12k","positive",24.412,23.889
"582","ODP_175_1084B.Farmer.2005","T2L_ODP_175_1084B_mgca_bulloides_SST_from_mgca_bulloides",13.0278,-25.5139,"WSAF",11961,66,65.5,"annual","T","Temp12k","positive",10.317,11.088
"583","ODP_178_1098B.Shevenell.2011","T2L_ODP_178_1098B_tex86_SST_from_tex86",-64.208,-64.8619,"WAN",11688.97,70.1799999999998,70.5099999999998,"annual","T","Temp12k","positive",-3.299,-2.71
"584","ODP162_984.Came.2007","T2L_ODP162_984_mgca_pachyderma_d_SST_from_mgca_pachyderma_d",-24.0824,61.4253,"NAO",9869.1,80.5999999999985,80.5999999999985,"annual","T","Temp12k","positive",10.077,11.564
"585","ODP162_984.Came.2007","T2L_ODP162_984_d18o_pachyderma_d_SST_from_d18o_pachyderma_d",-24.0824,61.4253,"NAO",10653.5,77.5999999999995,77.5499999999997,"annual","T","Temp12k","positive",10.067,10.499
"586","ODP658C_UK37.Zhao.1995","LPDb217bdbexxxx_SST_from_Uk37",-18.58,20.75,"SAH",11835,98,98,"annual","T","Temp12k","positive",20.093,20.933
"587","ODP658C.deMenocal.1997","LPD493f1394xxxx",-18.6,20.8,"SAH",11784,108,98,"annual","T","Temp12k","positive",20.247,18.421
"588","Olive-backedLake.Self.2015","RWhiKajgudD",158.8582,56.2012,"RFE",4605,92,90.5,"summerOnly","T","Temp12k","positive",9.46,NA
"589","OltushLake.EPD","R4Kh3OLslvX",23.96,51.7,"WCE",10476.82,271.09,260.285,"annual","T","Temp12k","positive",6.41,7.552
"590","OregonCaves.Ersek.2012","GHe7662255",-123.416,42.083,"WNA",7757.46,2.57999999999993,2.57999999999993,"winterOnly","T","Temp12k","positive",-8.842,-8.948
"591","Ospitale.Watson.1996","R9nRxnnlMq9",10.78,44.16,"MED",6245.42,114.17,115.7,"annual","T","Temp12k","positive",6.718,10.385
"592","Ostrowite.Milecka.2002","RGbAjislfPd",17.6,53.79,"WCE",10501.45,73.3400000000001,80.9549999999999,"annual","T","Temp12k","positive",6.591,6.121
"593","P1003.Sejrup.2011","PYTMVGBLPHG_SST_from_d18O",5.2553,63.7622,"NEU",7880.341,10.1950000000002,10.1860000000001,"annual","T","Temp12k","positive",13.14,13.374
"594","P178_15P.Tierney.2016","T2L_P178_15P_uk37_SST_from_uk37",44.3,11.955,"NEAF",11807,152,152,"annual","T","Temp12k","positive",29.727,29.472
"595","P178_15P.Tierney.2016","T2L_P178_15P_tex86_SST_from_tex86",44.3,11.955,"NEAF",11807,152,152,"annual","T","Temp12k","positive",25.736,26.152
"596","P178_15P.Tierney.2016","T2L_P178_15P_mgca_ruber_SST_from_mgca_ruber",44.3,11.955,"NEAF",11820,152,152,"annual","T","Temp12k","positive",29.48,30.518
"597","P178_15P.Tierney.2016","T2L_P178_15P_d18o_ruber_SST_from_d18o_ruber",44.3,11.955,"NEAF",11820,152,152,"annual","T","Temp12k","positive",28.186,28.647
"598","P1B3.deVernal.2005","PYTTTRD8PMK",-162.66,73.683,"ARO",9500.39,49.8999999999996,49.8999999999996,"annual","T","Temp12k","positive",1.593,2.103
"599","PannelBridge.Waller.1993","RzpuGYfIHLy",0.68,50.91,"NEU",10676.05,61.9800000000005,61.9800000000005,"annual","T","Temp12k","positive",9.034,10.064
"600","ParkPond1.Lynch.1998","M2Lubfra1b3P",-109.96,43.47,"WNA",5006,224,221,"annual","T","Temp12k","positive",0.934,NA
"601","PathLake.Neil.2014","GH47c8e274",-64.93,43.87,"ENA",9114,42.5,44,"annual","T","Temp12k","positive",3.557,4.6
"602","PC_1.Chang.2015","T2L_PC_1_d18o_ruber_SST_from_d18o_ruber",128.4133,31.4583,"EAS",11906.16,75.7780000000002,75.7780000000002,"annual","T","Temp12k","positive",25.444,25.149
"603","PC6.Minoshima.2007","T2L_PC6_uk37_SST_from_uk37",143.5,40.4,"EAS",11455,41,41,"annual","T","Temp12k","positive",15.027,16.092
"604","PeatlandKlukva.Novenko.2015","RFnBSJqZOIU",36.25,53.83,"WCE",9228,222,222,"annual","T","Temp12k","positive",0.264,1.386
"605","PechoraLake.Andren.2015","ROuKCaB3W1T",163.13,59.2933,"RFE",9560,152.5,155,"summerOnly","T","Temp12k","positive",10.122,10.398
"606","Pella.Lim.2016","RRY0jogRrD7",19.135,-29.0011,"WSAF",11500,100,100,"annual","T","Temp12k","positive",17.891,17.077
"607","Penny.Fisher.1998","PYTSIOJ5D6Y",-66.75,67.25,"NEN",11780,10,10,"annual","T","Temp12k","positive",-24.252,-23.316
"608","PerchLake_Manitoba.Ritchie.NA","M2Lmx8lcp55P",-100.9,51.65,"NEN",5972,108,108,"annual","T","Temp12k","positive",-8.418,-0.993
"609","PerchLake_ON.Terasmae.1975","M2Lyi1ajruwP",-77.34,46.03,"ENA",10700,176,176,"annual","T","Temp12k","positive",4.096,4.938
"610","Pingwang.Li.2018","R47g8nheBej",120.64,30.96,"EAS",6735,115,115,"annual","T","Temp12k","positive",NA,8.873
"611","Pixie.Brown.2002","M2Leha3eu5bP",-124.2,48.6,"WNA",10735,144,148,"annual","T","Temp12k","positive",7.094,6.536
"612","PL-96.Voronina.2013","PYTE6TL93XT",42.6052,71.7363,"RAR",8358.44,137.51,138.06,"annual","T","Temp12k","positive",4.298,4.338
"613","PL07_39PC.Lea.2003","T2L_PL07_39PC_mgca_ruber_SST_from_mgca_ruber",-65.9417,10.7,"NSA",11656,148,148.5,"annual","T","Temp12k","positive",26.774,26.498
"614","PL07_39PC.Lea.2003","T2L_PL07_39PC_d18o_ruber_SST_from_d18o_ruber",-65.9417,10.7,"NSA",11656,149,149.5,"annual","T","Temp12k","positive",25.297,24.767
"615","PL07_39PC.Lea.2003","T2L_PL07_39PC_d18o_ruber_pink_SST_from_d18o_ruber_pink",-65.9417,10.7,"NSA",10592,333.8635,334,"annual","T","Temp12k","positive",24.986,26.405
"616","PL07_39PC.Lea.2003","T2L_PL07_39PC_d18o_bulloides_SST_from_d18o_bulloides",-65.9417,10.7,"NSA",11656,148,148.5,"annual","T","Temp12k","positive",24.701,24.766
"617","PlateauRemote.MosleyThompson.1996","WEB2fbd7e47",43,-84,"EAN",3950,10,10,"annual","T","Temp12k","positive",-54.364,NA
"618","PlatypusTarn.Rees.2010","RwUGHZyJRVj",146.5868,-42.6734,"SAU",11756.406,224.050999999999,219.583,"summerOnly","T","Temp12k","positive",9.336,9.622
"619","PogoniaBog.Cushing.1979","M2L2pv1afjnP",-93.63,45.04,"CNA",10895,171.5,171.5,"annual","T","Temp12k","positive",7.063,7.169
"620","PointEscuminac.Warner.1991","M2L55sfpyavP",-64.8,47.08,"ENA",10628,114,120.5,"annual","T","Temp12k","positive",-1.348,1.917
"621","PolandSpring.Jacobson.Ja","M2Lhfe9p1b1P",-70.35,44.03,"ENA",10853,300,297,"annual","T","Temp12k","positive",5.918,5.983
"622","PolevaCave.Constantin.2007","WEB21765f70",21.747,44.7144,"MED",9070,60,60,"annual","T","Temp12k","positive",NA,-8.03
"623","Posy.Shafer.1989","M2Liaj596e6P",-111.7,37.94,"WNA",8490.9,315,315,"annual","T","Temp12k","positive",4.39,3.459
"624","PotrokAike.Massaferro.2013","RrJegNZeUh6",-70.38,-51.96,"SSA",11926.544,101.6,101.6,"annual","T","Temp12k","positive",10.892,12.928
"625","PP10-07.Mary.2016","LPD24407fc4",-2.228,43.677,"MED",9728,51,52,"annual","T","Temp12k","positive",15.55,15.567
"626","PrazRodet.Shotyk.1997","RUMQl9vuJeH",6.17,46.57,"WCE",10679.5,56.75,56.75,"annual","T","Temp12k","positive",6.343,7.544
"627","PSh-5159N.Risebrobakken.2011","PYT0IFU85C3",22.6333,71.35,"NEU",11327.651,159.158,160.279,"annual","T","Temp12k","positive",10.938,11.1
"628","PSh-5159N.Risebrobakken.2011","PYT5QHZ4RLO",22.6333,71.35,"NEU",11018.003,94.2170000000006,94.2170000000006,"summerOnly","T","Temp12k","positive",9.745,9.979
"629","PTHE.Self.2015","R4EA7xKol5Q",92.1789,68.2033,"RAR",3864,217,236,"summerOnly","T","Temp12k","positive",10.674,NA
"630","PuertodeLosTornos.Penalba.1989","RH1ejnzYAyc",-3.43,43.15,"MED",9674.91,254.2,254.2,"annual","T","Temp12k","positive",8.941,8.209
"631","PupukeChironomid.VandenBos.2018","RpbgDFH9OsU",174.7662,-36.7803,"NZ",11169,187,181,"summerOnly","T","Temp12k","positive",16.167,16.625
"632","PupukePollen.VandenBos.2018","ReEnzeIOExA",174.77,-36.78,"NZ",10740,204,203,"annual","T","Temp12k","positive",NA,13.37
"633","PusciznaRekowianska.Obidowicz.1993","RvmcU2wvWXo",19.82,49.48,"WCE",10921.91,132.175,132.225,"annual","T","Temp12k","positive",7.538,4.895
"634","Qinghai.Hou.2016","LPDbfac52bb",100.137,36.8112,"EAS",11652,146,146,"summerOnly","T","Temp12k","positive",16.474,21.8
"635","Qipisarqo.Frechette.2009","PYTIYA2IC5S",-47.75,61,"GIC",8626,220,220,"summerOnly","T","Temp12k","positive",7.581,10.995
"636","Quartz.Wooller.2012","PYT66RBVNK6",-145.814,64.206,"NWN",10172,193.5,203,"summerOnly","T","Temp12k","positive",12.844,12.728
"637","Queens.Moser.1990","M2Lha822fsjP",-110.57,64.12,"NWN",8840.4,182.1,182.1,"annual","T","Temp12k","positive",-7.055,-7.177
"638","Radtke.Webb.1983","M2Lbp57wnhkP",-88.1,43.4,"ENA",10908,238,247,"annual","T","Temp12k","positive",8.317,8.611
"639","Raigastvere.Seppa.2004","PYTD73YMWR3",26.65,58.58,"NEU",8923,99.5,96.25,"annual","T","Temp12k","positive",5.661,8.463
"640","RaigastvereLake.Pirrus.1987","RdbNEBCu3Ry",26.67,58.6,"NEU",10898.21,108.56,109.25,"annual","T","Temp12k","positive",4.436,7.057
"641","rainbow.Clegg.2011","PYTZOBOLJRG",-150.8,60.7167,"NWN",11955.126,313.691000000001,312.598,"summerOnly","T","Temp12k","positive",13.312,13.974
"642","Ranger.Brubaker.1983","RXEc3JaUSUk",-153.65,67.15,"NWN",11323,323,323,"annual","T","Temp12k","positive",-0.038,3.317
"643","RAPiD_12_1K.Thornalley.2010","T2L_RAPiD_12_1K_mgca_bulloides_SST_from_mgca_bulloides",-17.8197,62.0905,"GIC",11840,65,65,"annual","T","Temp12k","positive",13.104,11.918
"644","RAPiD_12_1K.Thornalley.2010","T2L_RAPiD_12_1K_d18o_bulloides_SST_from_d18o_bulloides",-17.8197,62.0905,"GIC",11840,60,60,"annual","T","Temp12k","positive",10.827,11.032
"645","Rapid.Fall.1994","M2L6aaquiz9P",-109.19,42.73,"WNA",10599,341.5,345,"annual","T","Temp12k","positive",0.856,-0.682
