"","dataset","tsid","longitude","latitude","ipccReg","Category","recordRange","recordRes","recordResPlus","season","climInterp","source"
"706","SprucePond.Shuman.2016","WEB7576b2ac",-74.2,41.24,"ENA","pollen",11858,60,60,"annual","T","Temp12k"
"707","SSDP_102.Kim.2004","T2L_SSDP_102_uk37_SST_from_uk37",128.881,34.953,"EAS","alkenone",6870,60,60,"annual","T","Temp12k"
"708","StaroselskyMoch.Novenko.2018","RAftFZHtDFF",32.92,56.58,"WCE","pollen",9532,145,145,"annual","T","Temp12k"
"709","Starvatn.Andresen.2008","PYTK1DNFLN5",-6.59,62.05,"NEU","biophysical",9555.912,38.77,38.77,"summerOnly","T","Temp12k"
"710","Station803.Bringue.2012","WEB1da17ab5",-135.8803,70.6328,"NWN","other microfossil",4333.15,70.6999999999998,70.6999999999998,"summerOnly","T","Temp12k"
"711","Stazersee.Heiri.2015","RdMYb0NYnMr",9.8689,46.4962,"WCE","chironomid",7970.154,117.454,117.454,"summerOnly","T","Temp12k"
"712","Steel.Shuman.2016","WEB9789c890",-94.68,46.97,"CNA","pollen",11903.7,96.89,96.89,"annual","T","Temp12k"
"713","StellaLake.Reinemann.2009","Ru90Iq5Epgy",-114.32,39.005,"WNA","chironomid",6678.086,74.368,74.368,"summerOnly","T","Temp12k"
"714","Straldzhamire.Tonkov.2009","RRIojtgUFtZ",26.77,42.63,"MED","pollen",4356.94,160.71,170.35,"annual","T","Temp12k"
"715","SU81_18.Bard.2000","T2L_SU81_18_uk37_SST_from_uk37",-10.183,37.767,"NAO","alkenone",11447,393,400.5,"annual","T","Temp12k"
"716","SudobleLake.Elovicheva.1985","RKnJTIhDMzv",28.1,54.03,"WCE","pollen",10349.58,266.93,282.815,"annual","T","Temp12k"
"717","Sutherland.Shuman.2016","WEBdfc3b3d1",-74.2,41.39,"ENA","pollen",11862.6999,81.3613999999998,81.3613999999998,"annual","T","Temp12k"
"718","SV04.Rigual-Hernndez.2017","T2L_SV04_uk37_SST_from_uk37",13.899,74.957,"ARO","alkenone",9760,133.5,135,"annual","T","Temp12k"
"719","Svanavatnet.Bjune.2008","RKGBoyglpjK",14.05,66.44,"NEU","pollen",8600.485,115.9825,116.299,"annual","T","Temp12k"
"720","Svartvatnet-Norway.Seppa.2009","PYTF0TCBDSN",9.55,63.35,"NEU","pollen",8925,194.5,195,"summerOnly","T","Temp12k"
"721","Svartvatnet-Svalbard.Luoto.2018","ROLIF2bYUKe",15.676,76.895,"ARO","chironomid",5555,130.5,131,"summerOnly","T","Temp12k"
"722","SwienskuhleDAHIII.Behre.1986","RLvTOvCOiO1",8.73,53.67,"NEU","pollen",6850.84,94.2200000000003,93.8400000000001,"annual","T","Temp12k"
"723","SwietokrzyskieLake.Makohonienko.1991","RbBDRBGatdB",17.6,52.54,"WCE","pollen",10777.64,54.1899999999996,54.4700000000001,"annual","T","Temp12k"
"724","Szymbark.Szczepanek.1989","RPFV4gD5Gp5",21.1,49.63,"WCE","pollen",10060.03,106.08,106.08,"annual","T","Temp12k"
"725","TALDICE.Mezgec.2017","Rzr1TEfhyeB",159.18,-72.82,"EAN","isotope",11987,18,18,"annual","T","Temp12k"
"726","TalkinTarn.Langdon.2004","R1QDGHIH68w",-2.71,54.92,"NEU","chironomid",5637.255,122.549,122.549,"summerOnly","T","Temp12k"
"727","TanaLake.Loomis.2015","NAm2kHydro255",37.3,12,"NEAF","other biomarker",11220.018,208.98,208.0805,"annual","T","Temp12k"
"728","Tanganyika.Tierney.2008","WEB2f42be14",29.83,-6.72,"SEAF","other biomarker",10611,182,183,"annual","T","Temp12k"
"729","TangledUpLake.Anderson.2001","WEBb9f39481",-149.075,67.6667,"NWN","isotope",6757,71.5,74,"summerOnly","T","Temp12k"
"730","Tarnowiec.Harmata.1987","RPgvdkQ2iJm",21.62,49.7,"WCE","pollen",10238.72,226.07,221.53,"annual","T","Temp12k"
"731","TauldintreBrazi.Toth.2015","RGDTw0z1ByL",22.9017,45.3964,"WCE","chironomid",9833.93,85,85,"summerOnly","T","Temp12k"
"732","TaulMuced.Diaconu.2017","RFipONYZrE4",24.545,47.5739,"WCE","chironomid",6595,105,103,"summerOnly","T","Temp12k"
"733","Temje.Nazarova.2013","RZHD2qbGw9D",129.48,62.05,"ESB","chironomid",10035,189,189,"summerOnly","T","Temp12k"
"734","TiancaiLake.Zhang.2017","R00MppLNlF5",99.72,26.63,"SAS","chironomid",11976.395,56,55.5,"summerOnly","T","Temp12k"
"735","Tiavatnet.Seppa.2009","PYTHS3BFBJ9",9.42,63.05,"NEU","pollen",8926,105,105,"summerOnly","T","Temp12k"
"736","Tibetanus.Hammarlund.2002","PYTUVY5YO9W",18.7,68.33,"NEU","pollen",10198.1,236,236,"summerOnly","T","Temp12k"
"737","Tigalmamine.Cheddadi.1998","RGoGCWU3ZCt",-4.65,32.9,"MED","pollen",11793.7794,111.1505,119.3296,"annual","T","Temp12k"
"738","TK2.Porinchu.2019","WEB1a9dec29",-104.9457,66.3476,"NEN","chironomid",9947,160,159,"summerOnly","T","Temp12k"
"739","TN057-17.Nielsen.2004","WEBc643c8dc",6,-50,"SOO","other microfossil",11965.23,45.27,45.27,"annual","T","Temp12k"
"740","TN062-0550.Barron.2018","WEBe7dad2eb",-124.573,40.8656,"WNA","pollen",5946.92,68.0300000000002,68.0300000000002,"winterOnly","T","Temp12k"
"741","Topptjonna.Paus.2011","RNOeIkUQCVD",9.67,62.38,"NEU","chironomid",5690.10230000004,79.0285000000194,78.2912000000097,"summerOnly","T","Temp12k"
"742","Tornetrask.Grudd.2002","PYT581AWKCZ",20,68,"NEU","biophysical",7356,1,1,"summerOnly","T","Temp12k"
"743","Toskaljavri.Seppa.2002","RTOk5mcjdOx",21.47,69.2,"NEU","chironomid",9500,85.7145,71.4290000000001,"summerOnly","T","Temp12k"
"744","TourbieredeLanorieHenri.Comtois.1982","M2Lppfxxw0rP",-73.3,45.99,"ENA","pollen",6355,223.5,223.5,"annual","T","Temp12k"
"745","TourbieredeLanorieStJean.Comtois.1982","M2Lf3zm167mP",-73.22,46,"ENA","pollen",5468,91,91,"annual","T","Temp12k"
"746","TR163_22.Lea.2006","T2L_TR163_22_mgca_ruber_SST_from_mgca_ruber",-92.398,0.515,"EPO","Mg/Ca",10800,300,300,"annual","T","Temp12k"
"747","TR163_22.Lea.2006","T2L_TR163_22_uk37_SST_from_uk37",-92.398,0.515,"EPO","alkenone",10862.5,625,625,"annual","T","Temp12k"
"748","TR163_22.Lea.2006","T2L_TR163_22_d18o_ruber_SST_from_d18o_ruber",-92.398,0.515,"EPO","isotope",10800,300,300,"annual","T","Temp12k"
"749","TR163_31.Dubois.2009","T2L_TR163_31_uk37_SST_from_uk37",-83.9707,-3.6187,"EPO","alkenone",6270,550,510,"annual","T","Temp12k"
"750","Trehorningen.Antonsson.2007","PYTYAXHRPNM",11.6,58.55,"NEU","pollen",8894,164.408,164.408,"annual","T","Temp12k"
"751","Trettetjorn.Bjune.2005","PYTCTWLUCL5",7,60.72,"NEU","pollen",8459.312,127.929,127.929,"summerOnly","T","Temp12k"
"752","Troll28-03.Klitgard-Kristensen.2001","PYT7NHBFOF7",3.7333,60.8667,"NEU","other microfossil",9560,140,140,"summerOnly","T","Temp12k"
"753","Trout.Irvine.2012","PYTD948WIQW",-138.75,68.828,"NWN","chironomid",11869,146.1,164,"summerOnly","T","Temp12k"
"754","Tsuolbmajavri.Korhola.2002","PYTXW9IIYVO",22.05,68.41,"NEU","other microfossil",10719.315,72.3209999999999,72.2784999999999,"summerOnly","T","Temp12k"
"755","Tsuolbmajavri.Korhola.2002","PYTWINY5YP7",22.05,68.41,"NEU","chironomid",10719.315,72.3209999999999,72.2784999999999,"summerOnly","T","Temp12k"
"756","Tsuolbmajavri.Korhola.2002","PYTEQOAQT1K",22.05,68.41,"NEU","pollen",8942,67,67,"summerOnly","T","Temp12k"
"757","TTR17_434G.Rodrigo-Gamiz.2014","LPDe6c52b99",-4.3122,36.2052,"MED","other biomarker",11829.2,162.2,162.2,"annual","T","Temp12k"
"758","TTR17_434G.Rodrigo-Gamiz.2014","LPD44c75538_SST_from_Uk37",-4.3122,36.2052,"MED","alkenone",11829.2,162.2,162.2,"annual","T","Temp12k"
"759","Tumbulovaty.Kultti.2004","RBCwBdRr3uN",59.57,67.12,"RAR","pollen",11165,264.3,264.3,"summerOnly","T","Temp12k"
"760","Turkana.Berke.2012","LPD9cc3baf6",36.537,2.7125,"NEAF","other biomarker",4929.317,82.4300000000003,82.4300000000003,"annual","T","Temp12k"
"761","TwoYourtsLake.Nazarova.2013","RoZoLBD7dbj",160.105,56.82,"RFE","chironomid",4335.442,131.75,133.066,"summerOnly","T","Temp12k"
"762","Uitbergen.Verbruggen.1979","RTHzYBGNAHW",3.94,51.02,"WCE","pollen",3480.22,295.32,265.79,"annual","T","Temp12k"
"763","UpperFly.Bunbury.2009","PYTXRLAM6GY",-138.09,61.07,"NWN","pollen",11950.504,244.7965,244.977000000001,"summerOnly","T","Temp12k"
"764","Valiranta.Kharinei.2015","RY7uUsK03D7",62.75,67.37,"RAR","pollen",11469.4,111.25,110.875,"summerOnly","T","Temp12k"
"765","Van.VanZeist.1978","RJ1PlcMDoUi",43,38.5,"WCA","pollen",10858.18,124.654999999999,132.26,"annual","T","Temp12k"
"766","Vatnamyri.Holmes.2011","R5WmG8mpYa1",-18.3,65.9,"GIC","chironomid",3367,55.5,56,"summerOnly","T","Temp12k"
"767","Vernerovice.Peichlova.1979","Rype18ENY0T",16.2,50.62,"WCE","pollen",10781.5,334.78,338.665,"annual","T","Temp12k"
"768","VestreOykjamyrtorn.EPD","RtznZ64JsLy",6,59.82,"NEU","pollen",10948.38,171.79,173.055,"annual","T","Temp12k"
"769","VestreOykjamytjorn.Velle.2005","RVvqTnCQTPj",6,59.82,"NEU","chironomid",11867.37516976,174.811484999999,177.319969999999,"summerOnly","T","Temp12k"
"770","Victoria.Berke.2012","WEB127ac992",33.1983,-1.2317,"SEAF","other biomarker",10570.763,189.84,186.522,"annual","T","Temp12k"
"771","vikjordvatnet.Balascio.2012","PYTHQFCVRSQ",14.063,68.227,"NEU","biophysical",11288,37,37,"annual","T","Temp12k"
"772","VM12_107.Schmidt.2012","T2L_VM12_107_mgca_ruber_SST_from_mgca_ruber",-66.63,11.33,"NSA","Mg/Ca",11353,204,206,"annual","T","Temp12k"
"773","VM12_107.Schmidt.2012","T2L_VM12_107_d18o_ruber_SST_from_d18o_ruber",-66.63,11.33,"NSA","isotope",11353,184,224.5,"annual","T","Temp12k"
"774","VM21_30.Koutavas.2003","T2L_VM21_30_mgca_ruber_SST_from_mgca_ruber",-89.683,-1.217,"EPO","Mg/Ca",10058,366,366,"annual","T","Temp12k"
"775","VM21_30.Koutavas.2003","T2L_VM21_30_mgca_sacculifer_SST_from_mgca_sacculifer",-89.683,-1.217,"EPO","Mg/Ca",10058,387,387,"annual","T","Temp12k"
"776","VM21_30.Koutavas.2003","T2L_VM21_30_uk37_SST_from_uk37",-89.683,-1.217,"EPO","alkenone",9210,374,382,"annual","T","Temp12k"
"777","VM21_30.Koutavas.2003","T2L_VM21_30_d18o_ruber_SST_from_d18o_ruber",-89.683,-1.217,"EPO","isotope",10058,366,366,"annual","T","Temp12k"
"778","VM21_30.Koutavas.2003","T2L_VM21_30_d18o_sacculifer_SST_from_d18o_sacculifer",-89.683,-1.217,"EPO","isotope",10058,366,366,"annual","T","Temp12k"
"779","VM28_122.Schmidt.2004","T2L_VM28_122_mgca_ruber_SST_from_mgca_ruber",-78.683,11.933,"SCA","Mg/Ca",8770,360,330,"annual","T","Temp12k"
"780","VM28_122.Schmidt.2004","T2L_VM28_122_d18o_ruber_SST_from_d18o_ruber",-78.683,11.933,"SCA","isotope",8770,290,290,"annual","T","Temp12k"
"781","Vostok.Vimeux.2002","GHe913d7ac",108,-78.5,"EAN","isotope",9840,20,20,"annual","T","Temp12k"
"782","Vuoksjavratje.Berntsson.2014","RtnsIQv2Pp1",15.72,66.25,"NEU","chironomid",4944.444,100,100,"summerOnly","T","Temp12k"
"783","VuolepNjakajaure.Heinrichs.2006","RuRSFTJPObx",18.75,68.33,"NEU","chironomid",8878,230,229,"summerOnly","T","Temp12k"
"784","vuoskkujavri.Bigler.2002","PYT5NNRROEV",19.1,68.33,"NEU","chironomid",9965.89,171.83,171.83,"summerOnly","T","Temp12k"
"785","vuoskkujavri.Bigler.2002","PYTCDW3ELK3",19.1,68.33,"NEU","other microfossil",9965.88,171.829999999999,171.83,"summerOnly","T","Temp12k"
"786","vuoskkujavri.Bigler.2002","RT1Bytelilf",19.1,68.33,"NEU","pollen",8333.54,171.83,171.83,"annual","T","Temp12k"
"787","Wachel3.Doerfler.1989","RxEPVgNeOJJ",8.87,53.44,"NEU","pollen",9925.9,73.18,73.18,"annual","T","Temp12k"
"788","WachseldornUntermoos.Oeschger.1980","RJMuYNva9bv",7.74,46.82,"WCE","pollen",10791.51,157.01,157.01,"annual","T","Temp12k"
"789","WAISDivide.Cuffey.2016","WEBf4040255",-112.08,-79.4676,"WAN","other ice",11997.36,1.73000000000002,1.73000000000002,"annual","T","Temp12k"
"790","WAISDivide.Fegyveresi.2016","WEB7f2f016d",-112.08,-79.4676,"WAN","other ice",5059.5,91,90.5,"annual","T","Temp12k"
"791","Waxeckalm.Huettemann.1987","RGWemwytx8C",11.83,47.03,"WCE","pollen",7663.74,100.365,98.6249999999995,"annual","T","Temp12k"
"792","WCA3BGumboLimboFarTail.Willard.2001","M2Lms7eo3jnP",-80.5056,25.7747,"ENA","pollen",4609,336,368.5,"annual","T","Temp12k"
"793","WCA3BGumboLimboMarsh.Willard.2001","M2Lz07o8f1sP",-80.5111,25.7789,"ENA","pollen",4302,172.5,160,"annual","T","Temp12k"
"794","WestOkoboji.VanZant.1979","M2L89nzt2ckP",-95.2,43.33,"CNA","pollen",10692,87,87,"annual","T","Temp12k"
"795","WhitePond.Krause.2019","WEB1f75199d",-80.7767,34.168,"ENA","other biomarker",11643.1,211.5,211.35,"annual","T","Temp12k"
"796","WiggenhallSt.Germans.Waller.1994","RoeFXt7UD1Q",0.34,52.69,"NEU","pollen",5119.28,131.68,131.68,"annual","T","Temp12k"
"797","WilderSeebeimRuhestein.EPD","RFVTO3m1qP4",8.24,48.57,"WCE","pollen",9257.55,30.0999999999999,29.1949999999999,"annual","T","Temp12k"
"798","WIND28K.Kiefer.2006","T2L_WIND28K_d18o_ruber_SST_from_d18o_ruber",51.0128,-10.1538,"MDG","isotope",7510,380,380,"annual","T","Temp12k"
"799","Windy.Chase.2008","WEBf35d2722",-117.8772,49.8133,"WNA","chironomid",11251,171.5,170,"summerOnly","T","Temp12k"
"800","Wonderkrater.Truc.2013","Rp2JYWaTx52",28.7507,-24.4391,"ESAF","pollen",11460,294.5,293,"annual","T","Temp12k"
"801","Woryty.EPD","ReWrRAaxLgp",20.2,53.75,"WCE","pollen",10634.63,179.395,189.709999999999,"annual","T","Temp12k"
"802","Ximencuo.Herzschuh.2014","RF0gr6pQtHK",101.1035,33.3792,"EAS","pollen",11797,201,203,"annual","T","Temp12k"
"803","XingyunLake.Wu.2018","LPDf97892fc",102.79,24.34,"EAS","pollen",11622,208,206,"summerOnly","T","Temp12k"
"804","Yakumo.Leipe.2013","LPD27f34021",140.26,42.28,"EAS","pollen",5466,100,141.5,"annual","T","Temp12k"
"805","Yanou.Foster.2016","WEB911b3b41",-58.96,-62.221,"WAN","other biomarker",5730,122,126,"summerOnly","T","Temp12k"
"806","Yarnyshnoe.Seppa.2008","PYTZVO3IV03",36.07,69.07,"NEU","pollen",10620.21,207.97,209.22,"summerOnly","T","Temp12k"
"807","Ylimysneva.Huttunen.1990","RnT1vXlxV0s",22.87,62.13,"NEU","pollen",9453.86,195.030000000001,195.030000000001,"annual","T","Temp12k"
"808","Zabieniec.Plociennik.2011","RC2dWewDD1P",19.7811,51.8519,"WCE","chironomid",10430.089,162.736,162.196,"summerOnly","T","Temp12k"
"809","Zalozhtsy.Bezusko.1992","RCsdIg28KWg",25.45,49.75,"WCE","pollen",9600.78,289.36,273.46,"annual","T","Temp12k"
"810","Zbudovskablata.Rybnickova.1975","RqepDp2u3w6",14.33,49.83,"WCE","pollen",8751.72,325.76,325.76,"annual","T","Temp12k"
