"","dataset","tsid","longitude","latitude","ipccReg","Category","recordRange","recordRes","recordResPlus","season","climInterp","source"
"366","Laihalampi.Heikkila.2003","PYTEE34B0H5",26.07,61.48,"NEU","pollen",8946.321,69.9189999999999,70.1375000000003,"annual","T","Temp12k"
"367","LakeLyadhej-To.Andreev.2005","RV7ogSkZbOS",65.8,68.26,"RAR","chironomid",10819.175,171.556,171.556,"summerOnly","T","Temp12k"
"368","LakeoftheWoods.Palmer.2002","R05eeEJNPBo",-120.1833,49.05,"WNA","chironomid",11378.455748,112.387207,113.8631275,"summerOnly","T","Temp12k"
"369","LakeStowell.Lemmen.2018","R6miF3Chdmb",-123.4445,48.7833,"WNA","chironomid",11937,108,110,"summerOnly","T","Temp12k"
"370","LaPAS_KF02.Pivel.2013","R3CvZBuTHNk",-45.2,-25.84,"SES","other microfossil",11550,126,126,"annual","T","Temp12k"
"371","Lapland.Helama.2009","PYTNG9UXJDL",25,69,"NEU","biophysical",7450,1,1,"summerOnly","T","Temp12k"
"372","LawDome.Dahl-Jensen.1999","LPD7abab671",112.8069,-66.7697,"EAN","other ice",8680,148,137,"annual","T","Temp12k"
"373","LB1.Gajewski.1993","M2L5rhw5bdkP",-75.62,57.92,"NEN","pollen",6924,141,141,"annual","T","Temp12k"
"374","Lednica-1.Makohonienko.1991","RF4G8wwNMQV",17.39,52.56,"WCE","pollen",10036.34,125.39,123.53,"annual","T","Temp12k"
"375","Lednica-2.Litt.1991","RoNOJ66CLPP",17.39,52.56,"WCE","pollen",9919.6,89.8699999999999,90.0699999999997,"annual","T","Temp12k"
"376","LeFourneau.Barbier.1999","R4mXoPSZA1W",-0.19,48.44,"WCE","pollen",10840.99,306.76,306.76,"annual","T","Temp12k"
"377","LeGrandLemps.Clerc.1988","RExuZVVrYKW",5.42,45.47,"WCE","pollen",10850.52,28.2800000000007,28.2800000000007,"annual","T","Temp12k"
"378","Leviathan.Lachniet.2014","LPD94e74028cc",-115.58,37.89,"WNA","isotope",11948.084,5.47399999999993,5.47399999999993,"annual","T","Temp12k"
"379","LifebuoyLake.Solivieva.2015","R8dqe2udYAi",163.1524,59.1099,"RFE","chironomid",6462,72,72,"summerOnly","T","Temp12k"
"380","LiivjarveBog.Koff.1989","Rb55CRDFnYw",27.58,59.22,"NEU","pollen",10304.47,133.04,132.43,"annual","T","Temp12k"
"381","Liltlvatn.Seppa.2009","PYT4RL17XGB",14.87,68.52,"NEU","pollen",8618.26,241.07,241.07,"summerOnly","T","Temp12k"
"382","Lily.Cwynar.1990","R9f2mFSr7nU",-135.3953,59.2026,"NWN","pollen",11910,159,151,"annual","T","Temp12k"
"383","Lingreville.Billard.1995","R2RMTzS2yFO",-1.54,48.93,"WCE","pollen",3981.41,28.9100000000001,28.9100000000001,"annual","T","Temp12k"
"384","Little.Whitlock.1995","M2Ldfq1l29fP",-123.58,44.17,"WNA","pollen",10067,279,282,"annual","T","Temp12k"
"385","LittleBass.Swain.NA","M2Lx02nyks5P",-93.6,47.29,"CNA","pollen",10468,335,334,"annual","T","Temp12k"
"386","LittleLochRoag.Birks.1979","Rs47zWqnTxZ",-6.88,58.13,"NEU","pollen",9737.57,248.34,245.65,"annual","T","Temp12k"
"387","LittlePondRoyalston.Marsicek.2013","WEBb9192769",-72.19,42.68,"ENA","pollen",11580.956,155.696,155.696,"annual","T","Temp12k"
"388","Llet-T.liranta.2015","Rz1sYNeOKel",59.3,66.52,"RAR","pollen",11747.6,96.8000000000011,96.8000000000011,"summerOnly","T","Temp12k"
"389","LO09-14.Berner.2008","PYTP8LM4UJJ",-20.4083,58.9383,"NAO","other microfossil",10608.636,27.9964999999997,27.6459999999997,"summerOnly","T","Temp12k"
"390","Lobsigensee.Ammann.1985","R5MwieDquqJ",7.3,47.03,"WCE","pollen",10289.48,62.3650000000002,66.1300000000001,"annual","T","Temp12k"
"391","Lochnagar30.Dalton.2005","R7q4fzGNoZ6",-3.2296,56.96,"NEU","chironomid",5795,82.5,83,"summerOnly","T","Temp12k"
"392","LoneFoxLake.MacDonald.1985","M2Lvvf8aywtP",-119.72,56.72,"NWN","pollen",10524.9,326.65,326.7,"annual","T","Temp12k"
"393","Lonespruce.Kaufman.2012","PYTKYQ4C1WD",-159.143,60.007,"NWN","biophysical",11929.085,18.367,18.277,"summerOnly","T","Temp12k"
"394","Longwoods.Wilmshurst.2007","RZT20l77VUd",167.83,-46.23,"NZ","pollen",10324.438,420.134999999999,420.119999999999,"annual","T","Temp12k"
"395","LoonPond.Jacobson.Ja","M2L2wsvlds8P",-68.2,45.03,"ENA","pollen",10289.1,234.2,234.2,"annual","T","Temp12k"
"396","LostLake_MI.Brubaker.1975","M2L64f6irzrP",-87.97,46.72,"ENA","pollen",10602.3,335.7,335.75,"annual","T","Temp12k"
"397","LoughMeenachrinna.Taylor.2018","RWleajAEFwY",-8.6794,54.7282,"NEU","chironomid",4999.2,77.25,77.2000000000003,"summerOnly","T","Temp12k"
"398","LouisePond.Mathewes.1994","M2Lx8d4iupqP",-131.76,52.95,"NWN","pollen",10912.3,217.1,261.199999999999,"annual","T","Temp12k"
"399","LR1.Gajewski.1993","M2LkxhxpqjbP",-75.25,58.583,"NEN","pollen",7482,351.5,351.5,"annual","T","Temp12k"
"400","LR3.Gajewski.1992","M2Llq9tn1s2P",-75.25,58.58,"NEN","pollen",5722,299,545,"annual","T","Temp12k"
"401","Luganskoe.Kvavadze.1994","RhtixIQMGTd",40.69,43.73,"WCA","pollen",5256.16,155.58,155.58,"annual","T","Temp12k"
"402","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_mgca_pachyderma_SST_from_mgca_pachyderma",152.8779,49.3757,"RFE","Mg/Ca",10580,210,210,"annual","T","Temp12k"
"403","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_uk37_SST_from_uk37",152.8779,49.3757,"RFE","alkenone",10760,210,210,"summerOnly","T","Temp12k"
"404","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_d18o_pachyderma_SST_from_d18o_pachyderma",152.8779,49.3757,"RFE","isotope",10700,100,100,"annual","T","Temp12k"
"405","Lyadhej-To.Andreev.2005","PYTS7QT9329",65.8,68.26,"RAR","pollen",10719.175,171.556,171.556,"summerOnly","T","Temp12k"
"406","Lynn.Nichols.1967","M2Lwm503978P",-101.04,56.84,"NEN","pollen",7113.8,185,183,"annual","T","Temp12k"
"407","M135_004_3.Salvatteci.2019","T2L_M135_004_3_uk37_SST_from_uk37",-71.7403,-17.41,"SWS","alkenone",9230.875,64.235,64.235,"annual","T","Temp12k"
"408","M135_005_3.Salvatteci.2019","T2L_M135_005_3_uk37_SST_from_uk37",-71.769,-17.4205,"SWS","alkenone",11313.3,61.2,61.2,"annual","T","Temp12k"
"409","M35003_4.R_hlemann.1999","T2L_M35003_4_uk37_SST_from_uk37",-61.2437,12.0897,"CAR","alkenone",11780,260,260,"annual","T","Temp12k"
"410","M35003_4.R_hlemann.1999","T2L_M35003_4_d18o_ruber_pink_SST_from_d18o_ruber_pink",-61.2437,12.0897,"CAR","isotope",11850,250,250,"annual","T","Temp12k"
"411","M35003_4.R_hlemann.1999","WEB4565226e",-61.2437,12.0897,"CAR","other microfossil",11891,288,288,"annual","T","Temp12k"
"412","M39008_3.Eynaud.2009","T2L_M39008_3_uk37_SST_from_uk37",-7.0717,36.38,"MED","alkenone",9910,40,40,"annual","T","Temp12k"
"413","M39008_3.Eynaud.2009","T2L_M39008_3_d18o_bulloides_SST_from_d18o_bulloides",-7.0717,36.38,"MED","isotope",11034,38,38,"annual","T","Temp12k"
"414","M40-4-SL78.Emeis.2003","GBG100dogCow",13.19,37.036,"MED","alkenone",11360,40,40,"annual","T","Temp12k"
"415","M75_3_137_3.Wang.2013","RULOqqCg75A",37.8685,-18.2412,"ESAF","alkenone",11704,199,212,"summerOnly","T","Temp12k"
"416","M75_3_137_3.Wang.2013","R1p4PfiUdp8",37.8685,-18.2412,"ESAF","Mg/Ca",11536,211,211,"winterOnly","T","Temp12k"
"417","M77_2_003_2.Salvatteci.2019","T2L_M77_2_003_2_uk37_SST_from_uk37",-75.688,-15.1035,"SWS","alkenone",11205.5,64.5,64.5,"annual","T","Temp12k"
"418","M77_2_024_5.Salvatteci.2019","T2L_M77_2_024_5_uk37_SST_from_uk37",-78.0152,-11.0835,"NWS","alkenone",10682.316,72.4900000000002,72.4900000000002,"annual","T","Temp12k"
"419","M77_2_029_3.Salvatteci.2019","T2L_M77_2_029_3_uk37_SST_from_uk37",-79.6185,-9.295,"NWS","alkenone",11151.042,469.5,469.5,"annual","T","Temp12k"
"420","M77_2_056_5.Neurnberg.2015","RwsnEN3SLKp_SST_from_planktic0x2Ed18O",-81.1247,-3.7498,"NWS","isotope",7780,110,110,"annual","T","Temp12k"
"421","M77_2_056_5.Neurnberg.2015","RsGueF5Ezuc_SST_from_planktic0x2EMgCa",-81.1247,-3.7498,"NWS","Mg/Ca",8870,110,110,"annual","T","Temp12k"
"422","M77_2_059_1.N_rnberg.2015","RIgJVtRWivz",-81.3205,-3.9502,"NWS","Mg/Ca",7702,173,173,"winterOnly","T","Temp12k"
"423","M77_2_059_1.N_rnberg.2015","RbIuRfn9Vxz_SST_from_Uk37",-81.3205,-3.9502,"NWS","alkenone",11911,87,87,"annual","T","Temp12k"
"424","Mackenzie.Woltering.2014","WEB3ca1b65e",153.0533,-25.4475,"EAU","other biomarker",11946,619,608,"annual","T","Temp12k"
"425","Malawi.Johnson.2016","WEB91c558e3",34.4372,-11.2939,"ESAF","other biomarker",11616.413,236.9575,236.958,"annual","T","Temp12k"
"426","MaleshevskaBog.Tonkov.1992","RToKsaJznWU",23.03,41.7,"MED","pollen",7701.18,57.6900000000001,57.6900000000001,"annual","T","Temp12k"
"427","Mansell.Shuman.2016","WEBa58bb1ff",-68.73,45.04,"ENA","pollen",10329.2223,76.8616000000002,76.8616000000002,"annual","T","Temp12k"
"428","MaraisdeKeswick.Larouche.1986","M2Lzxvu2c01P",-79.51,44.2,"ENA","pollen",4281,71,118,"annual","T","Temp12k"
"429","MD01_2378.Xu.2008","T2L_MD01_2378_mgca_ruber_SST_from_mgca_ruber",121.788,-13.0825,"NAU","Mg/Ca",11120,100,100,"annual","T","Temp12k"
"430","MD01_2378.Xu.2008","T2L_MD01_2378_d18o_ruber_SST_from_d18o_ruber",121.788,-13.0825,"NAU","isotope",11220,100,100,"annual","T","Temp12k"
"431","MD01_2390.Steinke.2008","T2L_MD01_2390_mgca_ruber_stricto_SST_from_mgca_ruber_stricto",113.409,6.6353,"SEA","Mg/Ca",2391,149.5,149.5,"annual","T","Temp12k"
"432","MD01_2390.Steinke.2008","T2L_MD01_2390_mgca_ruber_lato_SST_from_mgca_ruber_lato",113.409,6.6353,"SEA","Mg/Ca",10573,313,313.75,"annual","T","Temp12k"
"433","MD01_2390.Steinke.2008","T2L_MD01_2390_d18o_ruber_SST_from_d18o_ruber",113.409,6.6353,"SEA","isotope",10890,320,319.5,"annual","T","Temp12k"
"434","MD01_2412.Harada.2006","T2L_MD01_2412_uk37_SST_from_uk37",145.004,44.5275,"EAS","alkenone",11800,80,80,"annual","T","Temp12k"
"435","MD01_2421.Isono.2009","T2L_MD01_2421_uk37_SST_from_uk37",141.783,36.033,"EAS","alkenone",11660,56,56,"annual","T","Temp12k"
"436","MD01_2421.Isono.2009","T2L_MD01_2421_d18o_bulloides_SST_from_d18o_bulloides",141.783,36.033,"EAS","isotope",11727.2,223.5535,223.777,"annual","T","Temp12k"
"437","MD01-2416.Sarnthien.2004","LPD5c8693b4",167.725,51.268,"NPO","other microfossil",6193,101,101,"summerOnly","T","Temp12k"
"438","MD01-2444.Martrat.2007","GH8784f3d0",-10.134,37.565,"NAO","alkenone",11850,170,170,"annual","T","Temp12k"
"439","MD01-2446.Salguero.2014","LPD801dea7f",-12.624,39.0558,"NAO","other microfossil",9510,200,200,"summerOnly","T","Temp12k"
"440","MD02_2503.Hill.2006","T2L_MD02_2503_d18o_bulloides_SST_from_d18o_bulloides",-120.0365,34.3862,"WNA","isotope",11857.744,138.041,138.041,"annual","T","Temp12k"
"441","MD02_2515.McClymont.2012","T2L_MD02_2515_uk37_SST_from_uk37",-112.0743,27.4835,"NCA","alkenone",5165.706,30.192,30.192,"annual","T","Temp12k"
"442","MD02_2515.McClymont.2012","T2L_MD02_2515_tex86_SST_from_tex86",-112.0743,27.4835,"NCA","other biomarker",5165.706,46.8500000000004,46.8500000000004,"annual","T","Temp12k"
"443","MD02_2575BAY.Ziegler.2008","T2L_MD02_2575_mgca_ruber_SST_from_mgca_ruber",-87.1188,29.0017,"ENA","Mg/Ca",10586,306.5,306,"annual","T","Temp12k"
"444","MD02_2575BAY.Ziegler.2008","T2L_MD02_2575_d18o_ruber_SST_from_d18o_ruber",-87.1188,29.0017,"ENA","isotope",10586,306.5,306,"annual","T","Temp12k"
"445","MD02_2594.Dyez.2014","T2L_MD02_2594_mgca_ruber_SST_from_mgca_ruber",17.338,-34.71,"WSAF","Mg/Ca",11556,429,431.5,"summerOnly","T","Temp12k"
"446","MD02_2594.Dyez.2014","T2L_MD02_2594_d18o_ruber_SST_from_d18o_ruber",17.338,-34.71,"WSAF","isotope",11556,429,431.5,"annual","T","Temp12k"
"447","MD03_2607-Assemblage.LopesdosSantos.2013","RbLKw0ooED9",137.4065,-36.9607,"SAU","other microfossil",10700,400,600,"annual","T","Temp12k"
"448","MD03_2607.LopesdosSantos.2013","T2L_MD03_2607_uk37_SST_from_uk37",137.4065,-36.9607,"SAU","alkenone",10700,400,350,"annual","T","Temp12k"
"449","MD03_2607.LopesdosSantos.2013","T2L_MD03_2607_tex86_SST_from_tex86",137.4065,-36.9607,"SAU","other biomarker",10700,400,350,"annual","T","Temp12k"
"450","MD03_2611.Calvo.2007","T2L_MD03_2611_uk37_SST_from_uk37",136.55,-36.73,"SAU","alkenone",11262,324.5,321,"annual","T","Temp12k"
"451","MD03_2611.Calvo.2007","T2L_MD03_2611_d18o_bulloides_SST_from_d18o_bulloides",136.55,-36.73,"SAU","isotope",11262,321,320.5,"annual","T","Temp12k"
"452","MD03_2699.Rodrigues.2010","T2L_MD03_2699_uk37_SST_from_uk37",-10.6605,39.0367,"NAO","alkenone",11036,172,172,"annual","T","Temp12k"
"453","MD03_2707.Weldeab.2007","T2L_MD03_2707_mgca_ruber_pink_SST_from_mgca_ruber_pink",9.3947,2.5019,"CAF","Mg/Ca",11600,40,40,"annual","T","Temp12k"
"454","MD03_2707.Weldeab.2007","T2L_MD03_2707_d18o_ruber_pink_SST_from_d18o_ruber_pink",9.3947,2.5019,"CAF","isotope",11600,40,40,"annual","T","Temp12k"
"455","MD03-2601.Kim.2012","PYTQF21HJNC",138.5572,-66.0512,"EAN","other biomarker",8357,184,174,"annual","T","Temp12k"
"456","MD032601.Crosta.2007","GH0a861633",138.6,-66,"EAN","other microfossil",9843,20,20,"summerOnly","T","Temp12k"
"457","MD06_3067.Bolliet.2011","R89VJHY12Yf_SST_from_planktic0x2EMgCa",126.4977,6.5143,"SEA","Mg/Ca",7820,120,120,"annual","T","Temp12k"
"458","MD06_3075.Fraser.2014","T2L_MD06_3075_uk37_SST_from_uk37",125.832,6.4762,"SEA","alkenone",11790,160,160,"annual","T","Temp12k"
"459","MD06_3075.Fraser.2014","T2L_MD06_3075_d18o_ruber_SST_from_d18o_ruber",125.832,6.4762,"SEA","isotope",11920,60,60,"annual","T","Temp12k"
"460","MD07_3076Q.Gottschalk.2015","T2L_MD07_3076Q_d18o_bulloides_SST_from_d18o_bulloides",-14.2283,-44.1532,"SOO","isotope",10639,308,316.5,"annual","T","Temp12k"
"461","MD07-3088.Montade.2019","RGsuv8QafL5",-75.6833,-46.0667,"SWS","pollen",11833,189,189.5,"winterOnly","T","Temp12k"
"462","MD07-3104.Montade.2019","R8CuAZC0LEY",-72.7781,-41.7111,"SWS","pollen",11675,163,162,"winterOnly","T","Temp12k"
"463","MD07-3124.Caniupan.2014","WEBc2989cec",-74.97,-50.52,"SSA","alkenone",10694,75,75,"summerOnly","T","Temp12k"
"464","MD79_257.Bard.1997","T2L_MD79_257_uk37_SST_from_uk37",36.33,-20.4,"ESAF","alkenone",10800,200,200,"annual","T","Temp12k"
"465","MD79-257.Levi.2007","GH06e59526",36.3,-20.4,"ESAF","other microfossil",10279.281,249.596,287.054,"annual","T","Temp12k"
"466","MD84_527.Labracherie.1989","T2L_MD84_527_d18o_pachyderma_SST_from_d18o_pachyderma",51.3183,-43.8217,"SOO","isotope",9790,330,330,"annual","T","Temp12k"
"467","MD84_527.Labracherie.1989","T2L_MD84_527_d18o_bulloides_SST_from_d18o_bulloides",51.3183,-43.8217,"SOO","isotope",9150,330,330,"annual","T","Temp12k"
"468","MD84_527.Sarnthein.1988","Ri4npkyUs4u",51.3183,-43.8217,"SOO","other microfossil",10500,360,360,"summerOnly","T","Temp12k"
"469","MD94_103BAY.Sicre.2005","T2L_MD94_103_uk37_SST_from_uk37",86.5167,-45.5833,"SOO","alkenone",9433.475,159.692,125.134,"annual","T","Temp12k"
"470","MD95_2002.Eynaud.2012","RikalEe9ykS",-8.5338,47.452,"WCE","other microfossil",10331,88,88,"annual","T","Temp12k"
"471","MD95_2011.Risebrobakken.2003","T2L_MD95_2011_d18o_pachyderma_SST_from_d18o_pachyderma",7.6393,66.9697,"NEU","isotope",11496.35,15.3810000000003,15.3810000000003,"annual","T","Temp12k"
"472","MD95_2011.Risebrobakken.2003","T2L_MD95_2011_d18o_pachyderma_d_SST_from_d18o_pachyderma_d",7.6393,66.9697,"NEU","isotope",11478.718,15.79,15.79,"annual","T","Temp12k"
"473","MD95_2011Assemblage.Risebrobakken.2003","R4z8Co5Aghx",7.6393,66.9697,"NEU","other microfossil",10588,81,81,"summerOnly","T","Temp12k"
"474","MD95_2011Assemblage.Risebrobakken.2003","RRd6osZyB8H",7.6393,66.9697,"NEU","alkenone",7980,60,70,"annual","T","Temp12k"
"475","MD95_2011Assemblage.Risebrobakken.2003","RRGNAojoZVh",7.6393,66.9697,"NEU","other microfossil",11370,13,13,"summerOnly","T","Temp12k"
"476","MD95_2015.Marchal.2002","T2L_MD95_2015_uk37_SST_from_uk37",-25.959,58.7623,"NAO","alkenone",10290,90,90,"winterOnly","T","Temp12k"
"477","MD95_2043.Cacho.1999","T2L_MD95_2043_d18o_bulloides_SST_from_d18o_bulloides",-2.6212,36.1433,"MED","isotope",10984.44,197.8045,197.804999999999,"annual","T","Temp12k"
"478","MD95_2043.Cacho.1999","T2L_MD95_2043_uk37_SST_from_uk37",-2.6212,36.1433,"MED","alkenone",10984.44,92.1999999999998,92.1999999999998,"winterOnly","T","Temp12k"
"479","MD95_2043.Cacho.1999","T2L_MD95_2043_mgca_bulloides_SST_from_mgca_bulloides",-2.6212,36.1433,"MED","Mg/Ca",2951.2,332,314.4,"annual","T","Temp12k"
"480","MD97_2120.Pahnke.2006","T2L_MD97_2120_d18o_bulloides_SST_from_d18o_bulloides",174.9308,-45.5344,"NZ","isotope",10025.45,123.630000000001,123.630000000001,"annual","T","Temp12k"
"481","MD97_2120.Pahnke.2006","T2L_MD97_2120_mgca_bulloides_SST_from_mgca_bulloides",174.9308,-45.5344,"NZ","Mg/Ca",9901.82,569.867,510.1685,"annual","T","Temp12k"
"482","MD97_2120.Pahnke.2006","T2L_MD97_2120_uk37_SST_from_uk37",174.9308,-45.5344,"NZ","alkenone",10025.45,135.484,135.484,"annual","T","Temp12k"
"483","MD97_2121.Pahnke.2006","T2L_MD97_2121_uk37_SST_from_uk37",177.99,-40.38,"NZ","alkenone",8681.3,65.9000000000005,65.9000000000001,"annual","T","Temp12k"
"484","MD97_2141.Rosenthal.2003","T2L_MD97_2141_d18o_ruber_SST_from_d18o_ruber",121.3,8.8,"SEA","isotope",7709,44.3099999999995,44.3099999999995,"annual","T","Temp12k"
"485","MD97_2141.Rosenthal.2003","T2L_MD97_2141_mgca_ruber_SST_from_mgca_ruber",121.3,8.8,"SEA","Mg/Ca",7660.714,58.0214999999998,58.021999999999,"annual","T","Temp12k"
"486","MD97_2146.Shintani.2011","T2L_MD97_2146_tex86_SST_from_tex86",117.384,20.117,"EAS","other biomarker",11713.046,229.855,219.400000000001,"annual","T","Temp12k"
"487","MD97_2146.Shintani.2011","T2L_MD97_2146_uk37_SST_from_uk37",117.384,20.117,"EAS","alkenone",11713.046,261.299999999999,261.299999999999,"annual","T","Temp12k"
"488","MD97_2151.Yamamoto.2013","T2L_MD97_2151_tex86_SST_from_tex86",109.869,8.728,"SEA","other biomarker",10760.468,376.9645,375.499,"annual","T","Temp12k"
"489","MD97_2151.Yamamoto.2013","T2L_MD97_2151_uk37_SST_from_uk37",109.869,8.728,"SEA","alkenone",10760.468,378.434999999999,378.43,"annual","T","Temp12k"
"490","MD98_2161.Fan.2018","T2L_MD98_2161_mgca_ruber_SST_from_mgca_ruber",117.48,-5.21,"SEA","Mg/Ca",11924.1,34.4000000000005,34.4000000000001,"annual","T","Temp12k"
"491","MD98_2161.Fan.2018","T2L_MD98_2161_d18o_ruber_SST_from_d18o_ruber",117.48,-5.21,"SEA","isotope",11924.1,34.4000000000005,34.4000000000001,"annual","T","Temp12k"
"492","MD98_2165.Levi.2007","T2L_MD98_2165_mgca_ruber_SST_from_mgca_ruber",118.4,-9.65,"SEA","Mg/Ca",11161,209,209,"annual","T","Temp12k"
"493","MD98_2176.Stott.2007","T2L_MD98_2176_d18o_ruber_SST_from_d18o_ruber",133.4447,-5.0031,"SEA","isotope",11596.3,43,43,"annual","T","Temp12k"
"494","MD98_2176.Stott.2007","T2L_MD98_2176_mgca_ruber_SST_from_mgca_ruber",133.4447,-5.0031,"SEA","Mg/Ca",11777.3,43,43,"annual","T","Temp12k"
"495","MD98_2178.Fan.2018","T2L_MD98_2178_mgca_ruber_SST_from_mgca_ruber",118.7,3.62,"SEA","Mg/Ca",10353.1,24.3000000000002,24.2500000000005,"annual","T","Temp12k"
"496","MD98_2178.Fan.2018","T2L_MD98_2178_d18o_ruber_SST_from_d18o_ruber",118.7,3.62,"SEA","isotope",10353.1,24.3000000000002,24.2500000000005,"annual","T","Temp12k"
"497","MD98_2181.Stott.2007","T2L_MD98_2181_d18o_ruber_SST_from_d18o_ruber",125.82,6.3,"SEA","isotope",11651.2,35.5,35.5,"annual","T","Temp12k"
"498","MD98_2181.Stott.2007","T2L_MD98_2181_mgca_ruber_SST_from_mgca_ruber",125.82,6.3,"SEA","Mg/Ca",11656.4,39,39,"annual","T","Temp12k"
"499","MD98_2188.Dang.2012","RVW8LmOBhyk",123.49,14.82,"SEA","Mg/Ca",11910,70,70,"summerOnly","T","Temp12k"
"500","MD98_2195.Ijiri.2005","T2L_MD98_2195_uk37_SST_from_uk37",128.9438,31.6388,"EAS","alkenone",11624,156,155.5,"annual","T","Temp12k"
"501","MD98_2195.Ijiri.2005","T2L_MD98_2195_tex86_SST_from_tex86",128.9438,31.6388,"EAS","other biomarker",11540,470,465,"annual","T","Temp12k"
"502","MD99_2251.Farmer.2008","T2L_MD99_2251_mgca_bulloides_SST_from_mgca_bulloides",-27.9078,57.4478,"NAO","Mg/Ca",11430,70,70,"annual","T","Temp12k"
"503","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_uk37_SST_from_uk37",-20.8632,66.6413,"GIC","alkenone",10982,53,53,"winterOnly","T","Temp12k"
"504","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_mgca_pachyderma_SST_from_mgca_pachyderma",-20.8632,66.6413,"GIC","Mg/Ca",9306.409,56.2,56.0875000000002,"annual","T","Temp12k"
"505","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_d18o_pachyderma_SST_from_d18o_pachyderma",-20.8632,66.6413,"GIC","isotope",11363.196,51.4569999999994,51.4740000000002,"annual","T","Temp12k"
"506","MD99_2339.Eynaud.2009","T2L_MD99_2339_d18o_bulloides_SST_from_d18o_bulloides",-7.5278,35.8855,"MED","isotope",10779,332.9,332.9,"annual","T","Temp12k"
"507","MD99_2341.Eynaud.2009","T2L_MD99_2341_d18o_bulloides_SST_from_d18o_bulloides",-7.0657,36.3892,"MED","isotope",10775,92,92,"annual","T","Temp12k"
"508","MD99-2227.deVernal.2013","PYTOD9Z2SMD",-48.373,58.2107,"GIC","other microfossil",9094.11,62.5,62,"annual","T","Temp12k"
"509","MD99-2256.Jennings.2015","LPD6e872195",-24.2067,64.3032,"GIC","other microfossil",11062.78,81.1999999999998,91,"summerOnly","T","Temp12k"
"510","MD99-2266.Moossen.2015","LPD8d94d24a",-23.2655,66.2295,"GIC","alkenone",10434,25,25,"annual","T","Temp12k"
"511","MD99-2269.Justwan.2008","PYTRM8XIQ8J",-20.85,66.85,"GIC","other microfossil",11437,30.1999999999998,30.1999999999998,"summerOnly","T","Temp12k"
"512","MD99-2284.Risebrobakken.2009","PYTE06JD9X4",0.9667,62.3667,"NEU","other microfossil",10998.184,24.3050000000003,24.3050000000003,"annual","T","Temp12k"
"513","MD99-2322.Jennings.2011","PYTMDYO5TUV",-30.8278,67.1363,"GIC","other microfossil",11555.83,104.4,104.9,"summerOnly","T","Temp12k"
"514","ME0005A_43JC.Benway.2006","T2L_ME0005A_43JC_mgca_ruber_SST_from_mgca_ruber",-83.6083,7.8558,"SCA","Mg/Ca",11419,195,195,"annual","T","Temp12k"
"515","ME0005A_43JC.Benway.2006","T2L_ME0005A_43JC_uk37_SST_from_uk37",-83.6083,7.8558,"SCA","alkenone",9596,488,488,"annual","T","Temp12k"
"516","ME0005A_43JC.Benway.2006","T2L_ME0005A_43JC_d18o_ruber_SST_from_d18o_ruber",-83.6083,7.8558,"SCA","isotope",11054,195,195,"annual","T","Temp12k"
"517","Medvedevskoe.Nazarova.2018","R7YTiLNN0tn",29.8992,60.5309,"NEU","chironomid",11734.3,283.4,283.4,"summerOnly","T","Temp12k"
"518","MeerfelderMaar.Litt.2009","Rfe0do1gMXq",6.75,50.1,"WCE","pollen",10827,20,20,"annual","T","Temp12k"
"519","Mendota.Winkler.1986","M2Lgco71n3sP",-89.42,43.1,"ENA","pollen",10215,334,334,"annual","T","Temp12k"
"520","Menez-Cam.VanZeist.1964","R83f1LHfRjQ",-3.5,48.25,"WCE","pollen",4980.82,107.29,107.29,"annual","T","Temp12k"
"521","MiddenCluster1.Harbert.2018","WEBa31332021",-110.1304,37.9049,"WNA","biophysical",11174,27,27,"annual","T","Temp12k"
"522","MiddenCluster2.Harbert.2018","WEBa31332022",-115.1879,36.3806,"WNA","biophysical",11746,94.5,97,"annual","T","Temp12k"
"523","MiddenCluster3.Harbert.2018","WEBa31332023",-108.0819,36.0589,"WNA","biophysical",7568,325,308,"annual","T","Temp12k"
"524","MiddenCluster4.Harbert.2018","WEBa31332024",-112.7451,43.6488,"WNA","biophysical",6645,317.5,329,"annual","T","Temp12k"
"525","MiddenCluster5.Harbert.2018","WEBa31332025",-106.0203,32.4659,"NCA","biophysical",7670,105.5,87,"annual","T","Temp12k"
"526","MiddenCluster6.Harbert.2018","WEBa31332026",-106.0203,32.4659,"NCA","biophysical",11403,172,178.5,"annual","T","Temp12k"
"527","MiddenCluster7.Harbert.2018","WEBa31332027",-116.0048,34.1548,"WNA","biophysical",10000,197,194,"annual","T","Temp12k"
"528","MiddenCluster8.Harbert.2018","WEBa31332028",-109.0977,32.3106,"NCA","biophysical",7596,93,93,"annual","T","Temp12k"
"529","MiddenCluster9.Harbert.2018","WEBa31332029",-115.5548,31.6387,"NCA","biophysical",11361,190,172.5,"annual","T","Temp12k"
"530","MilandreCave.Affolter.2019","RTdDwazy1bI",7.02,47.49,"WCE","isotope",11844.5,35,36.5,"annual","T","Temp12k"
