"composite...1","composite...2","composite...3","composite...4"
1.6704750507389,1.37556502743768,1.35353385740799,1.22916863514395
0.545407225607234,0.337224747476332,0.211478378721674,0.196075794701513
-0.314235194719704,-0.456666078428456,-0.550524110709205,-0.600153266852288
0.908454121159265,0.681059315520037,0.597893475587313,0.525952820011157
0.255367024525533,0.130312799456743,0.0333319620901991,0.00737963142839199
0.551240069929643,0.389135263858374,0.31978942070784,0.292534972657083
0.197766128148157,0.0569868309651706,-0.044773774836067,-0.0302000505438367
-0.275793977556629,-0.406984884776766,-0.572303429575649,-0.495010237749887
-0.326301863333656,-0.469938048018149,-0.628457796100879,-0.581774433131928
-0.42764583462437,-0.56983103534631,-0.731294290943634,-0.723245478699544
0.0844662178114862,-0.00763320551516271,-0.103958711618443,-0.242846658622323
-0.00478051969013677,-0.0522991659693455,-0.174213395322276,-0.337113174465719
-0.522527090500736,-0.602696003461135,-0.71359796162649,-0.81162835182235
-0.57617415917872,-0.680987294643872,-0.781587014121104,-0.886605784225472
0.300445492418068,0.195259315926699,0.146932148316243,-0.00146888216739341
0.415814855643096,0.339403456919328,0.333724144646018,0.0916423205673522
0.40808250300217,0.308429198762564,0.327386234864757,0.19522315942598
0.0588604248471013,-0.0908810673676639,-0.175770815856498,-0.15664549107083
0.283750687070769,0.133177939836301,0.0707468635252452,0.0781734121812084
0.333297064949425,0.223106659460044,0.122185771042801,0.155818211947789
0.201529003630898,0.109206830562972,0.0198784673327162,-0.0829651134004363
0.137681709923542,0.0142897705906666,-0.0669800791615603,-0.183881230317559
0.0664100427105275,-0.0140777545289346,-0.108058978662917,-0.200466272715735
0.339362909511939,0.344878183264028,0.254322446168251,0.189315785681773
0.144494851613948,0.0955457765555403,-0.0180580233104594,-0.0781553585466131
-0.0452669574315832,-0.0895351707310435,-0.22660506476669,-0.228546789220338
0.0512693403049005,-0.00275093075304767,-0.107319174167473,-0.112428566060563
-0.0991846146911485,-0.128693858228204,-0.272529385972713,-0.252229864621251
-0.0682166495085401,-0.208321677068317,-0.27592953667475,-0.358432520258636
0.102139894707938,-0.0688385395272705,-0.145220109262461,-0.169944876614655
0.164576402221396,-0.000524356927078597,-0.0437549781791913,-0.117906134401676
-0.0623287982476806,-0.201409178693046,-0.290359548823538,-0.322839235778373
-0.223590045640833,-0.356514245705534,-0.391652418046015,-0.465486770159852
0.659178617991639,0.460056127073726,0.414162500312837,0.268155478382265
0.236198944123511,0.113025029129156,0.0366909245383075,-0.0241621360214207
0.0471720169683937,-0.0682616913848057,-0.155571264808908,-0.183708111778723
0.494092660747416,0.334295877250097,0.239469161999433,0.156105369209148
0.177941507271277,0.0430992653442255,-0.0626505289681729,-0.0940586216536304
-0.148723815202366,-0.195668616252842,-0.322996601830646,-0.434408143671415
-0.339170989489894,-0.318099148152816,-0.361000349374771,-0.65391482394142
-0.574142929018802,-0.541179052421714,-0.627434742323852,-0.828231352161613
0.138948172224813,0.0771049587524347,-0.00832633687747585,-0.133237118510398
0.250594467473273,0.120612490199719,0.0143629139117059,0.00188475585541494
0.442313702922203,0.326973874454269,0.236542911317168,0.237713435257149
0.246722547780276,0.153340871240115,0.0358841106637191,0.0613849588630577
0.234021641628244,0.118986820212926,0.0619761464214479,0.0025954545934347
0.0359240749278314,-0.0544632190494488,-0.12885322201236,-0.152204046056178
0.131945541904357,0.0407955369262637,-0.0450488466273884,-0.0809468579184011
0.271935159832131,0.198402797201537,0.0918438169462294,0.0357357062816015
0.0079633344009401,-0.06374308970144,-0.156333868969469,-0.208425766052771
0.0779618586723838,-0.0161442869339581,-0.0639091877539961,-0.136333355973709
0.224448964799282,0.0225491179582351,-0.0251745353224913,-0.0254000296413212
0.387447606767472,0.142411531275155,0.131750041287588,0.137933282687411
0.58020874053489,0.321092377342473,0.30398557299331,0.275828181993751
0.35706216088533,0.146877371105905,0.138073830686331,0.123526751829336
0.14915231320262,-0.0163911440242888,-0.0776272470073684,-0.0274233282984143
0.0226645747632146,-0.125107707598909,-0.256988086736781,-0.0680775067041192
0.334791051811227,0.207506953740094,0.119666668798476,0.300217054278607
0.316699699892128,0.250697457040088,0.145657852416439,0.192532433585025
0.594001451081245,0.534285167193253,0.518000584342269,0.402194543202126
0.51787236092332,0.461247717266696,0.444286517760485,0.352811602987988
0.474886394872736,0.423949978740372,0.482119514342748,0.314280532026422
-0.163767992192196,-0.261268345611245,-0.323391829083749,-0.334862874444837
-0.4741847848553,-0.576532576651226,-0.811767006025957,-0.601446911092321
0.0260755291591002,-0.1349486125005,-0.206732207692563,-0.207202949033351
0.296617287932954,0.160384656556658,0.112822601498631,0.0370805172020191
0.0763377409328027,-0.163830314879138,-0.0975848688012177,-0.284901246565396
0.551870935363314,0.268091816992509,0.342540985941804,0.12594292190009
0.0705107553339502,-0.157004562482035,-0.0653826401379514,-0.299989903477133
0.369042331474065,0.216913976079005,0.204425234075971,0.0528530689377515
0.364989371969961,0.223255871334803,0.238460839075746,0.0341453772503498
0.305266333417243,0.174080088915369,0.108102561500352,-0.020406365052973
0.360364232805882,0.270906967469968,0.171422779478714,0.0986786656240554
0.82614778011087,0.751304909725032,0.764363952486711,0.571647937675762
0.821147988971458,0.772655491946928,0.838011578691777,0.553462754618449
0.584319567906115,0.519491613519804,0.568604695811356,0.325402698028473
0.253615684417028,0.173498375326557,0.234469778050208,-0.0652578669040725
0.444730488657261,0.383636710107445,0.462301287209185,0.128089820909261
0.353492637140236,0.301091830598246,0.35537317975618,0.0621833835585575
0.108876370596166,0.0616998522389445,0.0873732527167017,-0.121592667130958
0.304651369677037,0.221018907655885,0.220225234244637,0.113305791871013
0.629961837454413,0.519385924958177,0.534762944958,0.415233091581149
0.544989909933887,0.482508596762938,0.516677726981279,0.284744466042994
0.475777509942294,0.377487480955258,0.358553405204428,0.169877525494977
0.578327339405752,0.477664353555568,0.492969224436699,0.269573006776433
0.472374413063151,0.353111953674886,0.396479465506985,0.148991592769303
0.366143409706195,0.260535956344164,0.231839801169675,0.0702718809804302
0.484591484081874,0.368349594673038,0.272093602062631,0.19222849499366
0.451259240150368,0.367395590013327,0.292791885392823,0.235872455924938
0.91346329627656,0.828006847384912,0.783542455993142,0.652013111919726
0.528347838482046,0.43367790956276,0.359425733141607,0.26755731934436
0.391841114042398,0.289542708779999,0.233771582318254,0.125430829107834
0.298445874853569,0.185621545997433,0.12732084815574,0.00906187572056382
-0.55316749113787,-0.7961801479534,-0.87819547853481,-0.862932627850122
-0.517598638560307,-0.758958477213753,-0.868048900900361,-0.832260985516611
-0.108546033503443,-0.391723937477366,-0.400892521125646,-0.510190544919629
0.0887509630588535,-0.20003833061335,-0.227773187115954,-0.355686823437209
0.0924476751963428,-0.187805319981967,-0.154694370000583,-0.294801554335624
0.145754251456148,-0.0997648263083329,-0.138147515020759,-0.280613932971766
-0.319185731562593,-0.691029241349137,-0.588348780605443,-0.849240206431928
-0.232195192227876,-0.603671315508279,-0.489336740977581,-0.786559532701485
-0.232161057691565,-0.59312414965772,-0.432012696694257,-0.772781893515521
-0.220478689836621,-0.588780109016213,-0.470341676197311,-0.765613578480869
-0.694093474918722,-1.0791382802805,-1.01986957096044,-1.19726829762453
-0.191629184314471,-0.582347899301558,-0.425079939681469,-0.700435872842897
0.744564844156351,0.321647968992303,0.413347604032255,0.122804116162672
-0.234566234256817,-0.624827720905076,-0.565892961511794,-0.706548489793184
-0.10520965166781,-0.49170844772034,-0.595533353543198,-0.622412776199413
-0.0622337514578807,-0.391715906640426,-0.603498816821762,-0.482057724127686
-0.638345034590133,-0.973542577306425,-1.09472046801359,-0.900785394181259
-0.265025371755165,-0.71758518131484,-0.741723250479077,-0.69605590506247
-0.265390725470784,-0.795968477093033,-0.759285502116992,-0.814541502807619
-0.0532091455321775,-0.517849722986025,-0.455160688624412,-0.529980130438452
0.778405883055977,0.612656607582017,0.492412106340111,0.438482188339671
0.790490559020239,0.761519348028503,0.513400065745269,0.692852273694775
0.725748911311433,0.745806091040121,0.459009011730116,0.720211994720909
0.156613912515274,-0.00161879512301563,-0.118037082728989,-0.0189056989712078
0.711941250355056,0.688757932609436,0.761693178274606,0.564990962100974
0.810624264055541,0.794756412674317,0.856037170439153,0.549348230950524
0.853356578258648,0.837383581135798,0.899046464226463,0.580166796332252
0.952111389936122,0.924497956329695,0.985855276670895,0.67362906720245
