"composite...1","composite...2","composite...3","composite...4"
0.979891287005201,1.15821141894596,1.12144340190392,0.740459114568544
1.04344296669274,1.1432653274846,1.25740530671131,0.925670037708949
0.815295877186361,0.912200473546306,0.838218667865284,0.613250079021602
0.696206602724124,0.831712903011232,0.392026746367778,0.31740476694743
0.850385626705012,0.929532139760909,0.783564758704899,0.527306480146229
0.577655249877718,0.701815943815958,0.491992239791966,0.309763596114012
0.502620210754749,0.672774161207146,0.342506600268359,0.236591308587764
0.401455241558587,0.571041337889308,0.23739773411448,0.15440384777761
0.256212617383279,0.392698136522046,0.117908851650947,0.0133695894188661
0.438176712522649,0.488426709869289,0.279932112331331,0.154210950576398
0.497584784257568,0.491461555327686,0.317881855827903,0.247238261300428
0.566174018117236,0.564766026421014,0.365813762860293,0.338424105724753
0.633292177979151,0.622058912454153,0.416360092614738,0.413098463381343
0.70519859920508,0.698974033292619,0.460446865102085,0.466373079464827
0.872034323750327,0.80980523478358,0.575083647960629,0.622852245411938
1.04629260149064,0.961360764500632,0.761728146463846,0.789833313263849
0.944760190198129,0.894043377990697,0.701300270977788,0.643357054596816
0.742651068108523,0.659258740754389,0.511605953558189,0.419373417681162
0.659560173833947,0.59837759445959,0.466650705991441,0.362716818350748
0.770729741015734,0.705099158401609,0.513383945086527,0.498033649565822
0.837374686332038,0.749514594343381,0.575806936447295,0.512749506396926
0.712898530069416,0.689612987908196,0.485064516105312,0.373887169622295
0.781661267633167,0.764653630964801,0.526017212961601,0.418534749881035
0.819522906088048,0.80207285773401,0.573333148221237,0.489996061315254
0.811708291176731,0.774126627639583,0.532796870619018,0.450727069251915
0.666603670020729,0.64304758210617,0.366503807273826,0.274140936619179
0.612833944180073,0.602817662715,0.357598736050093,0.23988027484001
0.599739930060016,0.582896780988672,0.426207342023939,0.228093337446156
0.608477873323192,0.551724508705152,0.336158457649535,0.228388650407993
0.490885183817363,0.441443547164822,0.234812131337469,0.149093494446332
0.312599329503711,0.369404173232498,0.226921598577807,0.123141646948447
0.338271239458949,0.396850975976358,0.280446918842054,0.184424503631464
0.13889733170615,0.20434322052291,0.14923070836961,-0.00809925994447788
0.243713393324729,0.312424351133166,0.100679899037981,0.00744898449705484
0.320980110785283,0.380486954159103,0.191267330710273,0.0783744447151488
0.257057734433932,0.321237992641686,0.270837049080569,0.0556305703349941
0.35273893297368,0.374889586215021,0.308082686903345,0.111677262546913
0.342403520758343,0.351456649716622,0.337788939385259,0.110342292560975
0.087773467369832,0.105054296967884,0.076206163291746,-0.112413030784841
-0.0330541409475259,0.00819787743342361,-0.00782924958749098,-0.22758068743877
-0.266431823066135,-0.219500115923509,-0.264440916822756,-0.455565134819632
-0.238944173912814,-0.158315654501612,-0.214626757171271,-0.463915968391544
-0.0515534960694595,0.0596172182824522,-0.108196136177656,-0.330571322549134
-0.125124340822547,0.0509264223825706,-0.0888349260918198,-0.343509007881698
0.0423667824574574,0.222170927827208,0.0230924135958596,-0.205456739473711
-0.0619756119190474,0.0800056074580455,-0.0300817576669431,-0.272153675065448
-0.0731955932308326,0.0282311155994663,-0.0113647772784812,-0.251798956759107
0.0307478825809435,0.0705894080006378,0.064308804366573,-0.179105131006005
-0.0718434286149237,-0.0347561302271827,-0.0860715305333058,-0.309336378707728
-0.195083418047848,-0.108835067280383,-0.250694545784471,-0.428164271946682
-0.342268318844409,-0.208789271001621,-0.439777332242127,-0.536515176107201
-0.0988875129686037,-0.0462045619093394,-0.357418590550883,-0.423342339503623
-0.175351108636092,-0.103995611859693,-0.320493275165533,-0.459741942135011
-0.0676341763074843,0.0434077950014799,-0.121707070179166,-0.31572109641657
