"","dataset","tsid","longitude","latitude","ipccReg","archive","proxy","Category","CategorySpec","minAge","maxAge","ageRange","ageRes","ageResPlus","season","climInterp","source","direction","ka_0.5","ka_4","ka_6","ka_8","ka_10","maxValAge","minValAge"
"52","Atocas.Gauthier.1981","M2L68fmqq0lP",-73.31,45.54,"ENA","LakeSediment","pollen","pollen","pollen",0,10399,10399,298,298,"annual","T","Temp12k","positive",5.214,5.431,5.433,5.635,5.854,9315,7137
"53","Austerkjosen.Seppa.2009","PYTLCCXN62R",17.2667,68.5333,"NEU","LakeSediment","pollen","pollen","pollen",19.45,8838.87,8819.42,234.175,235.08,"summerOnly","T","Temp12k","positive",11.039,11.32,12.003,12.131,NA,8053.6,240.22
"54","AwengCo.Li.2017","WEB7e132cbf",81.67,32.75,"TIB","LakeSediment","GDGT","other biomarker","other biomarker",0,12000,12000,192.5,192.5,"annual","T","Temp12k","positive",4.508,-3.9,-1.2,4.133,3.9,260,4444
"55","B997_321.Castaneda.2004","T2L_B997_321_d18o_pachyderma_SST_from_d18o_pachyderma",-18.9744,66.8911,"GIC","MarineSediment","d18O","isotope","isotope",386,7854,7468,253,253,"annual","T","Temp12k","positive",6.306,6.02,6.822,6.281,NA,5346,1115
"56","B997_324.Castaneda.2004","T2L_B997_324_d18o_pachyderma_SST_from_d18o_pachyderma",-21.1522,66.5239,"GIC","MarineSediment","d18O","isotope","isotope",73,12000,11927,189,191,"annual","T","Temp12k","positive",7.014,7.667,8.133,8.713,10.273,10476,10642
"57","B997_327.Castaneda.2004","T2L_B997_327_d18o_pachyderma_SST_from_d18o_pachyderma",-20.8631,66.6414,"GIC","MarineSediment","d18O","isotope","isotope",394,4287,3893,72,72,"annual","T","Temp12k","positive",6.301,6.229,NA,NA,NA,554,530
"58","BaiedeSeineestuary.Garnaud.2003","R5udN7jdMr6",-0.03,49.42,"WCE","MarineSediment","pollen","pollen","pollen",105.97,8532.53,8426.56,112.540000000001,112.54,"winter+","T","Temp12k","positive",2.411,NA,2.9,4.064,NA,8532.53,105.97
"59","BaiedeSeineestuary.Garnaud.2003","Reuxqn1aPrN",-0.03,49.42,"WCE","MarineSediment","pollen","pollen","pollen",105.97,8532.53,8426.56,112.540000000001,112.54,"annual","T","Temp12k","positive",9.49,NA,10.631,12.127,NA,8532.53,105.97
"60","BaiedeSeineestuary.Garnaud.2003","RBT6awPb1VO",-0.03,49.42,"WCE","MarineSediment","pollen","pollen","pollen",105.97,8532.53,8426.56,112.540000000001,112.54,"summer+","T","Temp12k","positive",16.569,NA,18.362,20.189,NA,8532.53,105.97
"61","BanksIsland-12.Gajewski.2000","M2L4ptir6l2P",-119.83,72.37,"NWN","LakeSediment","pollen","pollen","pollen",175,10183,10008,302.5,293,"summer+","T","Temp12k","positive",7.675,8.419,7.767,7.871,7.357,3938,1650
"62","BanksIsland-15.Gajewski.2000","M2Lfdow59cgP",-120.22,73.53,"NWN","LakeSediment","pollen","pollen","pollen",14,10183,10169,127,135,"summer+","T","Temp12k","positive",6.337,7.114,7.781,6.896,6.721,5901,14
"63","BanksIsland-15.Gajewski.2000","M2LnpuqcuqlP",-120.22,73.53,"NWN","LakeSediment","pollen","pollen","pollen",14,10183,10169,127,135,"winter+","T","Temp12k","positive",-26.787,-26.281,-20.948,-23.116,-24.379,8323,14
"64","BanksIsland-15.Gajewski.2000","M2Lqd7jeqa8P",-120.22,73.53,"NWN","LakeSediment","pollen","pollen","pollen",14,10183,10169,127,135,"annual","T","Temp12k","positive",-11.361,-10.568,-7.484,-8.975,-9.605,8323,14
"65","BasadelaMoraLake.Tarrats.2018","RXVKcelUtDs",0.326,42.5445,"MED","LakeSediment","chironomid","chironomid","chironomid",1276,9895.115,8619.115,185.217,180.851999999999,"summerOnly","T","Temp12k","positive",NA,8.264,8.904,8.987,8.418,6290.636,3409.147
"66","Basse-Ville.Voeltzel.1987","Rn3tXflt36j",-1.86,47.19,"WCE","Peat","pollen","pollen","pollen",377.64,8838.33,8460.69,63.0500000000002,63.0500000000002,"winter+","T","Temp12k","positive",-0.021,1.179,1.288,3.958,NA,8397,5233.475
"67","Basse-Ville.Voeltzel.1987","R4JjJRueZkB",-1.86,47.19,"WCE","Peat","pollen","pollen","pollen",377.64,8838.33,8460.69,63.0500000000002,63.0500000000002,"annual","T","Temp12k","positive",9.06,9.594,9.831,11.498,NA,8523.1,5233.475
"68","Basse-Ville.Voeltzel.1987","Rymm6Ej0KFs",-1.86,47.19,"WCE","Peat","pollen","pollen","pollen",377.64,8838.33,8460.69,63.0500000000002,63.0500000000002,"summer+","T","Temp12k","positive",18.14,18.01,18.373,19.038,NA,8523.1,7325.21
"69","Bastien.Bennett.1987","M2Lsnw4qd7nP",-78.92,46.4,"ENA","LakeSediment","pollen","pollen","pollen",0,10833,10833,159.5,163,"summer+","T","Temp12k","positive",18.643,19.048,19.75,19.426,18.371,6305,10127
"70","Bastien.Bennett.1987","M2Lsvhe5uwvP",-78.92,46.4,"ENA","LakeSediment","pollen","pollen","pollen",0,10833,10833,159.5,159.5,"winter+","T","Temp12k","positive",-10.929,-10.271,-10.698,-11.286,-12.475,1177,10127
"71","Bastien.Bennett.1987","M2Lqrusrc3gP",-78.92,46.4,"ENA","LakeSediment","pollen","pollen","pollen",0,10833,10833,159.5,159,"annual","T","Temp12k","positive",4.659,5.15,5.354,4.881,3.732,1177,10127
"72","BattleGround.Whitlock.1985","M2Lxyvz743zP",-122.4917,45.8,"WNA","LakeSediment","pollen","pollen","pollen",0,10542.1,10542.1,236.3,236.3,"summer+","T","Temp12k","positive",15.627,16.086,16.4,21.072,21.936,9718.9,10130.5
"73","BattleGround.Whitlock.1985","M2Lnb4vidkmP",-122.4917,45.8,"WNA","LakeSediment","pollen","pollen","pollen",0,10542.1,10542.1,236.3,236.3,"winter+","T","Temp12k","positive",-0.292,0.464,1.381,5.014,4.65,7319.6,156.4
"74","BattleGround.Whitlock.1985","M2Lx72gur5lP",-122.4917,45.8,"WNA","LakeSediment","pollen","pollen","pollen",0,10542.1,10542.1,236.3,236.3,"annual","T","Temp12k","positive",7.267,7.898,8.531,12.567,12.938,9718.9,1872.9
"75","BC01Lake.Peros.2010","WEBa45174e3",-111.92,75.18,"NWN","LakeSediment","pollen","pollen","pollen",0,12000,12000,557,593.5,"summerOnly","T","Temp12k","positive",3.975,NA,4.405,4.19,4.273,10198,1979
"76","Beaverhouse.Ritchie.1976","M2Lwubsanj1P",-101.68,54.74,"NEN","LakeSediment","pollen","pollen","pollen",0,10183,10183,197,197,"summer+","T","Temp12k","positive",14.429,15.111,15.946,9.529,15.22,10183,7236
"77","Beaverhouse.Ritchie.1976","M2La6zq11jjP",-101.68,54.74,"NEN","LakeSediment","pollen","pollen","pollen",0,10183,10183,197,197,"winter+","T","Temp12k","positive",-7.972,-7.74,-6.603,-27.4,-10.608,6359,7236
"78","Beaverhouse.Ritchie.1976","M2L6n22fvlcP",-101.68,54.74,"NEN","LakeSediment","pollen","pollen","pollen",0,10183,10183,197,197,"annual","T","Temp12k","positive",3.29,3.82,4.781,-9.89,2.182,10183,7236
"79","BebrukasLake.Shulija.1967","RDAH5bLqI0Y",24.12,54.09,"WCE","Peat","pollen","pollen","pollen",285.89,10889.62,10603.73,221.26,212.77,"winter+","T","Temp12k","positive",-4.92,-7.007,-5.239,-6.184,-11.099,7262.94,9910.92
"80","BebrukasLake.Shulija.1967","RsHcCZf3F0Z",24.12,54.09,"WCE","Peat","pollen","pollen","pollen",285.89,10889.62,10603.73,221.26,212.77,"annual","T","Temp12k","positive",4.964,4.731,6.033,5.379,1.032,7262.94,9910.92
"81","BebrukasLake.Shulija.1967","RqxisXGgu0E",24.12,54.09,"WCE","Peat","pollen","pollen","pollen",285.89,10889.62,10603.73,221.26,212.77,"summer+","T","Temp12k","positive",14.848,16.469,17.304,16.943,13.163,7262.94,9910.92
"82","BeefPasture.Petersen.1985","M2Loyk9yzdgP",-108.16,37.47,"WNA","LakeSediment","pollen","pollen","pollen",0,6025.2,6025.2,32.8,32.8,"summer+","T","Temp12k","positive",13.757,11.606,12.89,NA,NA,1002.8,2918.5
"83","BeefPasture.Petersen.1985","M2Lrb7axgd8P",-108.16,37.47,"WNA","LakeSediment","pollen","pollen","pollen",0,6025.2,6025.2,32.8,32.8,"winter+","T","Temp12k","positive",-8.855,-10.494,-9.683,NA,NA,1002.8,2918.5
"84","BeefPasture.Petersen.1985","M2Lgb6c2jm2P",-108.16,37.47,"WNA","LakeSediment","pollen","pollen","pollen",0,6025.2,6025.2,32.8,32.8,"annual","T","Temp12k","positive",2.12,0.223,1.345,NA,NA,1002.8,2918.5
"85","BellsLake.Szeicz.1995","RAP1dzJLThI",-127.48,65.02,"NWN","LakeSediment","pollen","pollen","pollen",0,12000,12000,210,210,"annual","T","Temp12k","positive",-1.28,-0.76,1.108,1.453,2.296,10246,10574
"86","Berkut.Ilyashuk.2005","RmGezmouka1",36.66,66.34,"NEU","LakeSediment","chironomid","chironomid","chironomid",14,10118,10104,237,237.5,"summerOnly","T","Temp12k","positive",11.874,11.596,11.661,11.97,12.474,9941,1429
"87","Berry.Whitehead.1979","M2Ln0s9p104P",-73.32,42.5,"ENA","LakeSediment","pollen","pollen","pollen",40,10973,10933,292.5,299,"summer+","T","Temp12k","positive",19.855,20.029,20.062,20,20.436,3467,10973
"88","Berry.Whitehead.1979","M2L6hk7di03P",-73.32,42.5,"ENA","LakeSediment","pollen","pollen","pollen",40,10973,10933,292.5,286,"winter+","T","Temp12k","positive",-7.206,-6.857,-6.948,-6.729,-10.386,3467,10973
"89","Berry.Whitehead.1979","M2Lsemj4z4fP",-73.32,42.5,"ENA","LakeSediment","pollen","pollen","pollen",40,10973,10933,292.5,292.5,"annual","T","Temp12k","positive",6.864,7.125,7.097,7.176,5.935,3467,10973
"90","BI2Lake.Gajewski.1992","M2L8ta6nvc9P",-76.38,57.12,"NEN","LakeSediment","pollen","pollen","pollen",0,7791,7791,186,218.5,"summer+","T","Temp12k","positive",8.826,9.197,9.064,8.647,NA,2723,7361
"91","BI2Lake.Gajewski.1992","M2Ll9trg0t0P",-76.38,57.12,"NEN","LakeSediment","pollen","pollen","pollen",0,7791,7791,186,198,"winter+","T","Temp12k","positive",-24.705,-24.797,-24.514,-24.89,NA,6436,7361
"92","BI2Lake.Gajewski.1992","M2La2ua5w4kP",-76.38,57.12,"NEN","LakeSediment","pollen","pollen","pollen",0,7791,7791,186,193,"annual","T","Temp12k","positive",-6.602,-6.436,-6.938,-6.913,NA,2568,7361
"93","BiglandTarn.Barber.2013","RtcHGLf9lJV",-2.99,54.24,"NEU","LakeSediment","chironomid","chironomid","chironomid",12,4806,4794,100,100,"summerOnly","T","Temp12k","positive",14,11.458,NA,NA,NA,733,4806
"94","Billys.Jacobson.1975","M2Lsn8ueflfP",-94.55,46.27,"CNA","LakeSediment","pollen","pollen","pollen",0,10942,10942,137.65,137.6,"summer+","T","Temp12k","positive",20.445,21.48,20.768,20.348,20.677,4869.2,5144.5
"95","Billys.Jacobson.1975","M2Lmj0qhtsrP",-94.55,46.27,"CNA","LakeSediment","pollen","pollen","pollen",0,10942,10942,137.65,137.6,"winter+","T","Temp12k","positive",-13.215,-13.663,-15.493,-16.072,-15.351,4869.2,9238.6
"96","Billys.Jacobson.1975","M2Lqditl4qyP",-94.55,46.27,"CNA","LakeSediment","pollen","pollen","pollen",0,10942,10942,137.65,137.6,"annual","T","Temp12k","positive",4.969,5.325,4.143,3.623,4.133,4869.2,9238.6
"97","BiskupinskieLake.Noryskiewicz.1995","RoO1DPJKvcS",17.73,52.78,"WCE","LakeSediment","pollen","pollen","pollen",264.67,10959.94,10695.27,62.095,62.21,"winter+","T","Temp12k","positive",-3.892,-3.75,-4.343,-4.617,-5.529,8454.08,10769.73
"98","BiskupinskieLake.Noryskiewicz.1995","R7DxiAHp0lf",17.73,52.78,"WCE","LakeSediment","pollen","pollen","pollen",264.67,10959.94,10695.27,62.095,62.21,"annual","T","Temp12k","positive",6.546,6.894,6.621,6.356,3.696,3875.12,10677.83
"99","BiskupinskieLake.Noryskiewicz.1995","RRKxz11hFqw",17.73,52.78,"WCE","LakeSediment","pollen","pollen","pollen",264.67,10959.94,10695.27,62.095,62.21,"summer+","T","Temp12k","positive",16.983,17.537,17.585,17.329,12.92,3875.12,10677.83
"100","BJ8_03_10GGC.Linsley.2010","T2L_BJ8_03_10GGC_d18o_ruber_SST_from_d18o_ruber",115.25,-7.3667,"SEA","MarineSediment","d18O","isotope","isotope",275,12000,11725,194,194,"annual","T","Temp12k","positive",30.353,30.413,30.213,30.364,28.894,6765,11638
"101","BJ8_03_13GGC.Linsley.2010","T2L_BJ8_03_13GGC_mgca_ruber_SST_from_mgca_ruber",115.2,-7.4,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",179,10593,10414,42,42,"annual","T","Temp12k","positive",29.243,30.01,29.812,30.465,29.853,6592,415
"102","BJ8_03_13GGC.Linsley.2010","T2L_BJ8_03_13GGC_d18o_ruber_SST_from_d18o_ruber",115.2,-7.4,"SEA","MarineSediment","d18O","isotope","isotope",129,10575,10446,39.5,42,"annual","T","Temp12k","positive",30.528,30.254,30.589,30.277,28.069,129,9812
"103","BJ8_03_70GGC.Linsley.2010","T2L_BJ8_03_70GGC_mgca_ruber_SST_from_mgca_ruber",119.3833,-3.5667,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",107,12000,11893,101,101,"annual","T","Temp12k","positive",30.213,30.422,31.184,31.678,30.297,6383,288
"104","BJ8_03_70GGC.Linsley.2010","T2L_BJ8_03_70GGC_d18o_ruber_SST_from_d18o_ruber",119.3833,-3.5667,"SEA","MarineSediment","d18O","isotope","isotope",107,11856,11749,111,106,"annual","T","Temp12k","positive",29.962,30.306,30.562,29.865,28.331,1101,11856
"105","Bjornfjell.Brooks.2006","RcHJOeUBfxw",18.07,68.43,"NEU","LakeSediment","chironomid","chironomid","chironomid",107.31,3544.62,3437.31,164.81,167.84,"summerOnly","T","Temp12k","positive",10.36,11.296,NA,NA,NA,3544.62,324.12
"106","BledowoLake.Binka.1988","RqsDm6bDZwv",20.67,52.55,"WCE","LakeSediment","pollen","pollen","pollen",156.23,10995.75,10839.52,40.77,41.8249999999998,"winter+","T","Temp12k","positive",-3.973,-3.186,-3.834,-5.547,-7.075,4550.71,10651.85
"107","BledowoLake.Binka.1988","R2yzkU2ca31",20.67,52.55,"WCE","LakeSediment","pollen","pollen","pollen",156.23,10995.75,10839.52,40.77,41.8249999999998,"annual","T","Temp12k","positive",6.546,7.237,6.625,5.382,3.349,4550.71,10735.14
"108","BledowoLake.Binka.1988","RY3BFo7yFd7",20.67,52.55,"WCE","LakeSediment","pollen","pollen","pollen",156.23,10995.75,10839.52,40.77,41.8249999999998,"summer+","T","Temp12k","positive",17.064,17.661,17.085,16.311,13.773,4508.85,10414.11
"109","BloodPond.Marsicek.2013","WEBa7012dcb",-71.96,42.08,"ENA","LakeSediment","pollen","pollen","pollen",0,12000,12000,89.3940000000002,90.0309999999999,"summer+","T","Temp12k","positive",20.927,22.06,21.757,21.814,20.527,7553.324,11850.7186
"110","BloodPond.Marsicek.2013","WEBccdb4e35",-71.96,42.08,"ENA","LakeSediment","pollen","pollen","pollen",0,12000,12000,89.3940000000002,89.3940000000002,"winter+","T","Temp12k","positive",-4.961,-4.652,-4.58,-5.035,-10.581,2588.928,11926.0396
"111","BloodPond.Marsicek.2013","WEBf9c0d6bd",-71.96,42.08,"ENA","LakeSediment","pollen","pollen","pollen",0,12000,12000,89.3940000000002,90.0309999999999,"annual","T","Temp12k","positive",1.683,2.97,2.703,2.532,-1.528,7553.324,11926.0396
"112","BN7Lake.Gajewski.1991","M2L4hu4h69oP",-73.52,55.01,"NEN","LakeSediment","pollen","pollen","pollen",0,6737,6737,321,321,"summer+","T","Temp12k","positive",11.343,11.7,11.607,NA,NA,4329,6737
"113","BN7Lake.Gajewski.1991","M2L31m0leecP",-73.52,55.01,"NEN","LakeSediment","pollen","pollen","pollen",0,6737,6737,321,321,"winter+","T","Temp12k","positive",-24.042,-24.528,-24.686,NA,NA,5246,4329
"114","BN7Lake.Gajewski.1991","M2L3m70t46oP",-73.52,55.01,"NEN","LakeSediment","pollen","pollen","pollen",0,6737,6737,321,321,"annual","T","Temp12k","positive",-5.242,-5.506,-5.661,NA,NA,348,4329
"115","BoehnigseeGoldmoos.Markgraf.1969","RwXhHQgpW2u",7.84,46.26,"WCE","Peat","pollen","pollen","pollen",247.09,10974.95,10727.86,151.255,153.48,"winter+","T","Temp12k","positive",-5.137,-3.924,-6.55,-4.893,-3.583,10412.37,10057.21
"116","BoehnigseeGoldmoos.Markgraf.1969","R4NdhyHXypE",7.84,46.26,"WCE","Peat","pollen","pollen","pollen",247.09,10974.95,10727.86,151.255,153.48,"annual","T","Temp12k","positive",3.021,4.641,3.288,4.052,5.404,10412.37,9147.67
"117","BoehnigseeGoldmoos.Markgraf.1969","R8v7DcuyImX",7.84,46.26,"WCE","Peat","pollen","pollen","pollen",247.09,10974.95,10727.86,151.255,153.48,"summer+","T","Temp12k","positive",11.179,13.207,13.125,12.997,14.392,10934.46,9147.67
"118","BolshieToroki.Zhilich.2017","RST39AsmE0I",80.62,55.39,"WSB","LakeSediment","pollen","pollen","pollen",0,7892.6,7892.6,101.6,101.6,"summerOnly","T","Temp12k","positive",17.326,17.937,17.753,16.652,NA,6877.1,7790.8
"119","Boone.White.1986","M2LzulrgduaP",-119.43,55.58,"NWN","LakeSediment","pollen","pollen","pollen",0,10528,10528,86.5,85,"summer+","T","Temp12k","positive",12.943,14.029,14.443,13.753,12.789,9363,9100
"120","Boone.White.1986","M2Lp5wggipyP",-119.43,55.58,"NWN","LakeSediment","pollen","pollen","pollen",0,10528,10528,86.5,85,"winter+","T","Temp12k","positive",-8.986,-8.586,-8.172,-9.695,-9.804,7549,9100
"121","Boone.White.1986","M2Lxytve3doP",-119.43,55.58,"NWN","LakeSediment","pollen","pollen","pollen",0,10528,10528,86.5,85,"annual","T","Temp12k","positive",2.088,2.758,3.133,2.157,1.403,4862,9100
"122","BorderBeacon.Lamb.1985","M2L85y6l8ijP",-63.2,55.33,"NEN","LakeSediment","pollen","pollen","pollen",45,7732.7,7687.7,311.5,311,"summer+","T","Temp12k","positive",7.614,8.7,8.46,7.343,NA,4878,7251
"123","BorderBeacon.Lamb.1985","M2Lzz22ieh1P",-63.2,55.33,"NEN","LakeSediment","pollen","pollen","pollen",45,7732.7,7687.7,311.5,311,"winter+","T","Temp12k","positive",-7.647,-12.325,-10.932,-10.143,NA,513,4878
"124","BorderBeacon.Lamb.1985","M2Lmp6pxlgjP",-63.2,55.33,"NEN","LakeSediment","pollen","pollen","pollen",45,7732.7,7687.7,311.5,311,"annual","T","Temp12k","positive",-0.623,-2.515,-1.891,-2.089,NA,513,3861
"125","BoundaryPond.Mott.1977","M2Lg3t60401P",-70.68,45.57,"ENA","LakeSediment","pollen","pollen","pollen",0,10835.2,10835.2,226.5,226.5,"summer+","T","Temp12k","positive",17.477,18.124,18.578,19.093,18.318,7179.8,60
"126","BoundaryPond.Mott.1977","M2L89zd8ncqP",-70.68,45.57,"ENA","LakeSediment","pollen","pollen","pollen",0,10835.2,10835.2,226.5,226.5,"winter+","T","Temp12k","positive",-11.286,-10.781,-10.286,-10.565,-12.854,7179.8,10347.8
"127","BoundaryPond.Mott.1977","M2L4wwg6oi5P",-70.68,45.57,"ENA","LakeSediment","pollen","pollen","pollen",0,10835.2,10835.2,226.5,226.5,"annual","T","Temp12k","positive",3.719,4.366,4.845,5.021,3.531,7179.8,60
"128","BrayaSo.vonGunten.2012","WEB0c142d5f",-51.0333,66.9875,"GIC","LakeSediment","chlorophyll","biophysical","biophysical",0,6949,6949,9,9,"summerOnly","T","Temp12k","positive",6.011,6.706,5.737,NA,NA,3170,6823
"129","Breitnau-Neuhof.Roesch.2009","R5TK1pF5QBE",8.07,47.93,"WCE","Peat","pollen","pollen","pollen",198.81,10758.39,10559.58,132.29,142.15,"winter+","T","Temp12k","positive",-1.921,-2.846,1.737,2.597,1.854,7007.83,10758.39
"130","Breitnau-Neuhof.Roesch.2009","RQHbe4cH6UU",8.07,47.93,"WCE","Peat","pollen","pollen","pollen",198.81,10758.39,10559.58,132.29,142.15,"annual","T","Temp12k","positive",6.963,5.719,9.768,10.113,9.013,7007.83,10758.39
"131","Breitnau-Neuhof.Roesch.2009","RBcRoisjDj1",8.07,47.93,"WCE","Peat","pollen","pollen","pollen",198.81,10758.39,10559.58,132.29,142.15,"summer+","T","Temp12k","positive",15.847,14.284,17.799,17.629,16.173,7007.83,4187.37
"132","brurskardstjorni.Velle.2005","PYTIRA0OPDR",8.67,61.42,"NEU","LakeSediment","chironomid","chironomid","chironomid",0,10900.42,10900.42,172.624,172.624,"summerOnly","T","Temp12k","positive",8.767,9.967,10.704,10.154,10.251,6489.571,247.675
"133","BS79_38.Cacho.2001","GH07da367f_SST_from_Uk37",13.6,38.4,"MED","MarineSediment","alkenone","alkenone","alkenone",867,12000,11133,259.5,259,"annual","T","Temp12k","positive",16.141,17.264,15.345,18.441,17.452,8472,11558
"134","BuntesMoor.Weirich.1980","RLud13S5mNI",11.14,47,"WCE","Peat","pollen","pollen","pollen",330.41,6521.1,6190.69,75.6899999999996,78.895,"winter+","T","Temp12k","positive",-5.233,-3.901,-3.861,NA,NA,1006.08,2064.05
"135","BuntesMoor.Weirich.1980","RLrZViFiuLZ",11.14,47,"WCE","Peat","pollen","pollen","pollen",330.41,6521.1,6190.69,75.6899999999996,78.895,"annual","T","Temp12k","positive",2.756,4.698,4.931,NA,NA,1006.08,2064.05
"136","BuntesMoor.Weirich.1980","RIy9GX5k0xl",11.14,47,"WCE","Peat","pollen","pollen","pollen",330.41,6521.1,6190.69,75.6899999999996,78.895,"summer+","T","Temp12k","positive",10.745,13.297,13.723,NA,NA,1006.08,2064.05
"137","Cadagno.Niemann.2012","LPDdb9440cb",8.7139,46.5507,"WCE","LakeSediment","GDGT","other biomarker","other biomarker",0,10942,10942,145.75,146,"annual","T","Temp12k","positive",-0.027,-0.367,-0.11,0.05,-0.885,1429,3713.5
"138","Camp11.Brubaker.1975","M2Le6f1uo55P",-88.02,46.67,"ENA","LakeSediment","pollen","pollen","pollen",105,10580,10475,321,353.5,"summer+","T","Temp12k","positive",18.798,19.881,20.086,19.843,18.478,6289,10051
"139","Camp11.Brubaker.1975","M2L7q0kqi5iP",-88.02,46.67,"ENA","LakeSediment","pollen","pollen","pollen",105,10580,10475,321,353.5,"winter+","T","Temp12k","positive",-12.316,-11.248,-11.242,-12.729,-13.093,4360,10051
"140","Camp11.Brubaker.1975","M2L215porczP",-88.02,46.67,"ENA","LakeSediment","pollen","pollen","pollen",105,10580,10475,321,353.5,"annual","T","Temp12k","positive",4.12,5.187,5.306,4.65,3.662,6289,10051
"141","CandelabraLake.Cwynar.1995","PYT17LJ7OZ8",-130.65,61.68,"NWN","LakeSediment","pollen","pollen","pollen",352,12000,11648,192.5,187,"summer+","T","Temp12k","positive",4.963,5.9,5.9,5.391,9.083,10342,1721
"142","CandelabraLake.Cwynar.1995","WEBbc9e627b",-130.65,61.68,"NWN","LakeSediment","pollen","pollen","pollen",352,12000,11648,192.5,215.5,"winter+","T","Temp12k","positive",-1.052,-0.367,-0.367,-0.586,-0.842,10202,10549
"143","CandelabraLake.Cwynar.1995","RAll4J7F1rY",-130.65,61.68,"NWN","LakeSediment","pollen","pollen","pollen",352,12000,11648,192.5,187,"annual","T","Temp12k","positive",-0.872,-0.061,-0.061,-0.425,1.293,10342,1721
"144","CangoCave.Talma.1992","RrLXMslDM70",22.214,-33.3926,"WSAF","Speleothem","d18O","isotope","isotope",11.8,6407.6,6395.8,57.3999999999996,58,"annual","T","Temp12k","positive",17.104,17.043,16.787,NA,NA,2286.9,5175.5
"145","CapeGhir.Kim.2007","GH14bc173e",-10.2685,30.85,"NAO","MarineSediment","alkenone","alkenone","alkenone",0,10502,10502,29,31,"annual","T","Temp12k","positive",19.125,19.666,20.062,20.148,20.426,9288,478.3
"146","Caribou-Qubec.Jett.1992","M2LsnconpyrP",-64.94,48.2,"ENA","LakeSediment","pollen","pollen","pollen",74,10494,10420,349,540,"summer+","T","Temp12k","positive",11.709,12.207,11.762,11.057,10.281,2262.5,10178
"147","Caribou-Qubec.Jett.1992","M2Lzvyuika0P",-64.94,48.2,"ENA","LakeSediment","pollen","pollen","pollen",74,10494,10420,349,540,"winter+","T","Temp12k","positive",-17.162,-17.136,-17.928,-17.091,-14.733,9660,3363.66666666667
"148","Caribou-Qubec.Jett.1992","M2L4201jbr2P",-64.94,48.2,"ENA","LakeSediment","pollen","pollen","pollen",74,10494,10420,349,540,"annual","T","Temp12k","positive",-3.337,-3.006,-3.764,-3.639,-2.837,9660,3363.66666666667
"149","CaribouHill.Lamb.1985","M2L1tucsgyxP",-63.25,55.67,"NEN","LakeSediment","pollen","pollen","pollen",46,6871,6825,237.5,249,"summer+","T","Temp12k","positive",7.829,7.754,7.604,NA,NA,3103,6871
"150","CaribouHill.Lamb.1985","M2Lgu9mli8uP",-63.25,55.67,"NEN","LakeSediment","pollen","pollen","pollen",46,6871,6825,237.5,249,"winter+","T","Temp12k","positive",-6.939,-8.483,-8.172,NA,NA,2782,3103
"151","CaribouHill.Lamb.1985","M2Lmxwfo4uxP",-63.25,55.67,"NEN","LakeSediment","pollen","pollen","pollen",46,6871,6825,237.5,249,"annual","T","Temp12k","positive",-0.103,-0.979,-0.895,NA,NA,2782,1886
"152","CarletonLake.Upiter.2014","RclKPHfeaEb",-110.1008,64.2572,"NWN","LakeSediment","chironomid","chironomid","chironomid",0,5964.2,5964.2,100.4,100.2,"summerOnly","T","Temp12k","positive",-0.065,0.533,0.458,NA,NA,737.8,1477.1
"153","Carp.Whitlock.1985","M2Lseyl59f9P",-120.88,45.92,"WNA","LakeSediment","pollen","pollen","pollen",0,10008.7,10008.7,270.6,270.6,"summer+","T","Temp12k","positive",15.279,18.476,17.076,17.814,21.607,10008.7,2062.2
"154","Carp.Whitlock.1985","M2Lpkk1erutP",-120.88,45.92,"WNA","LakeSediment","pollen","pollen","pollen",0,10008.7,10008.7,270.6,270.6,"winter+","T","Temp12k","positive",-6.7,0.705,-2.571,-1.79,-2.15,4574.6,8667.7
"155","Carp.Whitlock.1985","M2Lyvstpj8pP",-120.88,45.92,"WNA","LakeSediment","pollen","pollen","pollen",0,10008.7,10008.7,270.6,270.6,"annual","T","Temp12k","positive",3.78,7.966,5.906,6.672,9.768,9796.2,0
