,Dataset,TSid,RecordLength,RecordMedianResolution,AgeControl_n,AgeControl_Gap,pvalue,rvalue,RMSEvalue,QC,MeasUncertaintyTSid
1240,Litochoro.Athanasiadis.1975,lcRNPlQEk1imOqv0aVl,4930,70,3,2090,0.311,0.26,75.33,FALSE,lcRRXDAPQft3HQBqW98
1241,LittleBassLake.author.1111,lcRp3RA0SVEnqKdAoe8,11550,320,5,3270,0.124,0.53,49.06,FALSE,lcR71E9ZYFxYwRY8gXq
1242,LittleCheyneCourtWallandmarsh.Waller.1999,lcRyc8tsEYpBLQv53H9,4610,100,4,1630,0.073,0.33,226.19,TRUE,lcRlAIMiRXHDbLvC38h
1243,LittleDykeLake.Frappier.1996,lcRppdvtCRmkQlqRZnR,660,30,0,660,0.302,0.58,89.9,FALSE,lcRQAxtFC6WcQ8wjhEb
1244,LittleLake.Worona.1995,lcRwdAAbigru6qr9vN0,11360,300,3,4450,0.023,0.53,386.33,FALSE,lcRg3W3E8DuAfW7cRv1
1245,LittleLochRoag.Birks.1973,lcRGqqa8rAUDYIZo68d,10260,240,6,3840,0.722,0.22,105.31,FALSE,lcRJz0n0UTYr4xInemS
1246,LittleMirrorLake.Fuller.1998,lcRBC2JG8XWsMUUeg30,970,20,3,570,0.128,0.05,59.79,FALSE,lcRJ5oql9Yx32U2dvHz
1247,LittleSaltSpring.Brown.1981,lcRmN4ntFQQsUiGD7Cd,10230,570,12,3210,0.54,0.18,72.16,FALSE,lcR3NHVnLCPQeBW18JG
1248,LittleShingobeeLake.Dean.2011,lcRVX9Ekd79RSO8iORj,9380,590,11,2760,0.392,0.5,68.22,FALSE,lcRsbDj0CNuuD6Iz08m
1249,LittleSwiftLake.Axford.2004,lcRUFhLpJJEIgFJy1fm,11890,360,8,2870,0.014,0.1,39.51,TRUE,lcREKQN6HjXoPKvbDze
1250,LittleWilleyPond.Oswald.2018,lcRMPkP0JPngepqKt5J,12030,140,7,3070,0.021,0.56,115.74,TRUE,lcRUa5GobhtuETm0Hzj
1251,LittleWillowLake.West.2003,lcRIEqi5l9yHhjFenBF,11810,195,3,5280,0.041,0.53,195.2,FALSE,lcRs03jjzYgN7UvGwJt
1252,LittleWindyHillPond.Minckley.2014,lcRPr1hEHPKEL9OyH0k,11840,70,9,2280,0.483,0.63,126.17,FALSE,lcRKjPM7PadGpodafE3
1253,LlynCororion.Watkins.2007,lcRxE2foPDb5NVJitTX,11040,70,11,4260,0.762,0.47,247.12,FALSE,lcR9w96HfdROYqMRwFi
1254,LobbsBog.Fyfe.2004,lcRos3yHfFzmFA0Zt2h,2270,40,3,1010,0.645,0.28,182.08,FALSE,lcRBoZHjG1hbNMHpZ9k
1255,Lobsigensee.Ammann.1985,lcR3FTI4WGb7OWHgXV1,10360,90,10,3630,0.453,0.41,204.94,FALSE,lcRxhMTvTealxjkaPta
1256,LochaChroisg.Pennington.1973,lcR1zcvlTpHe7Gu2Ozc,4310,150,3,1480,0.001,0.21,162.12,TRUE,lcRcmcHWyMj2qmqqjoT
1257,LochanAnDruim.Ranner.2005,lcRzRHt3efGOFvm7SEv,4200,190,3,2330,0.322,0.39,256.75,FALSE,lcRQdknJA6b24OfMOXk
1258,LochancoiraGhobhainn.Birks.1973,lcRlsoYESnTQRACwitv,2740,170,4,1010,0.183,0.21,180.04,FALSE,lcRuC9FZwvxYIV7ahqM
1259,LochaPhuinnd.Fossitt.1996,lcR00FAEQAXQD7H3Foq,11460,90,4,4400,0.086,0.17,228.32,FALSE,lcRcrcWMtB2wS04rBwj
1260,LochAshik.Birks.1983,lcRLSp1MBTpvFWUHUlk,11890,280,9,2860,0.192,0.17,226.86,FALSE,lcR3DMo7RslLzuTnsrF
1261,LochBuailavalBeag.Fossitt.1996,lcR6aMYSWcSk3YM54He,11950,150,4,5930,0.011,0.16,136.09,FALSE,lcRDfekFl3jy0WgVXgu
1262,LochClair.Pennington.1972,lcRCO1eXBRVsBoZujiP,11730,90,7,2920,0.531,0.44,254.75,FALSE,lcRdoLitdmLazbh8Sok
1263,LochCleat.Birks.1983,lcRJ5gQAZ1C6slQ2wzM,11860,170,9,2260,0.022,0.28,139.55,TRUE,lcRGYA15n36PGtCiJgp
1264,LochEinich.Birks.1975,lcRdHXcZTFINV6ooPFp,11870,530,4,4720,0.01,0.3,282.74,FALSE,lcRxcNupMmVPBNPP3h3
1265,LochLaxford.Shotyk.1996,lcRymsdPCDs5gxX0473,1320,30,5,560,0.982,0.19,213.9,FALSE,lcRKqQHZrec3cspETdQ
1266,LochLomondRossDubh.Dickson.1978,lcRsTqZcY4yhVfy3Hn1,8650,220,13,3850,0.129,0.39,204.16,FALSE,lcRbNuy1OmdLKEEa68Z
1267,LochMaree.Birks.1972,lcRO7IerS736Sq5NsvR,10790,230,6,4770,0.03,0.27,189.48,FALSE,lcRLzhgaHUpuscStItS
1268,LochSionascaig.Pennington.1977,lcRhs6sRtwNj6BHWPAB,11880,90,7,4420,0.466,0.36,312.46,FALSE,lcRWyu2Z2YOj45P0t80
1269,LockportGulfSection.Miller.1982,lcRI7XE2ewDJqXh6PMR,3270,300,2,1650,0.135,0.39,68.45,FALSE,lcRAXxRGe7lHDg9POn9
1270,Locmariaquer.Visset.1996,lcR1vODKJLPhlJbdmUY,3320,80,5,1410,0.511,0.32,172.19,FALSE,lcRuuttU4ofFTXxafLS
1271,Loddigsee.Jahns.2007,lcRMTXI78i66LVY7X5S,12010,50,12,4460,0.669,0.29,161.83,FALSE,lcRzBsuwVg05oHTEqao
1272,LoftyLake.LichtiFederovich.1970,lcRyngxySJKAhKIBw6m,11900,210,5,3760,0.615,0.48,82.68,FALSE,lcRxhh0O38QtCIIpWLQ
1273,Logne.Barbier.1997,lcRsKj7HRaEa8Csoe9n,4780,50,5,1630,0.066,0.36,246.53,TRUE,lcRm5HkhKrwOFQBCahs
1274,LoneFoxLake.MacDonald.1984,lcRGoh2qGUcOrSspCnQ,11860,340,5,3320,0.001,0.52,104.04,TRUE,lcRnUljjghVI8ivtrYW
1275,LonesomeLake.Davis.1980,lcRBYUEois1nZQICTo9,11360,610,3,5890,0.026,0.62,109.73,FALSE,lcRIIMUSQYwITZVKNDO
1276,LoneStarLake.Hotchkiss.2007,lcRFVvy5J932MM1zKvM,2110,70,11,1100,0.061,0.2,39.06,FALSE,lcRCSgZkYOzHGQJOl1m
1277,LongBreach.Fyfe.2003,lcR2gzCRtzbPXSErk7O,6620,140,5,1860,0.095,0.2,165.77,TRUE,lcRDbeN9slNrbmHbQra
1278,LongganLake.Tong.1997,lcRy8X2IfXZu5cS6OB0,3490,50,2,1860,0.139,0.79,94.54,FALSE,lcR6uOrh9HWtdsBf7Ky
1279,LongLake.Carter.2017,lcRZkWC1fAUMWFcopmS,11990,40,8,3590,0.077,0.47,118.53,TRUE,lcRlkrAcX8F0awuA8CH
1280,LongLake.Young.1979,lcRjexWxqxTKBcRrHCL,3170,130,4,1490,0.221,0.14,43.28,FALSE,lcRWkCKcCatybvkKVws
1281,LongLakeCANunavut.Bender.1978,lcRMPvO7V5PC4nRHvKl,6290,160,2,4030,0.91,0.21,66.94,FALSE,lcRPDMfjCV6c0p1cpeG
1282,LongLastLake.Keenan.1992,lcRgJJ6jRZdrpCnFlWZ,10160,205,5,4600,0.682,0.35,62.78,FALSE,lcR44hC6IbE5cEGpiF7
1283,LongmereLake.author.1111,lcRnfTMgnuRTv4dRB70,11960,240,1,8780,0.649,0.17,114.47,FALSE,lcRZQg0j3GxdMOv6xRP
1284,LongquanLakeLC2.Liu.1991,lcRCI2bFYEi8iJDZ3pT,10490,270,7,2790,0.01,0.79,164.15,TRUE,lcR6AyTnpphuEygUpJ3
1285,Longswamp.Watts.1979,lcRoKeSncvt0UvCoskh,12000,60,2,10840,0.105,0.55,149.76,FALSE,lcRzAj5PHa2HnOMPhUi
1286,LoonPond.author.1111,lcRtljGbgEMRcxcyRwF,11970,250,8,3100,0.021,0.57,130.57,TRUE,lcRODZ4C3rrW5CEpH5z
1287,LorinoExposure.Anderson.2002,lcRP7OIuXMnxLj4LOtu,6820,445,3,2340,0.015,0.11,31.79,FALSE,lcRF8VImCRYtfVWJqYW
1288,LorraineLake.Calcote.2003,lcRi9DLyVIp1ptYxuLt,9840,90,5,2980,0.002,0.61,95.69,TRUE,lcR9PGEHdyfPM6STKMx
1289,LosPenasquitosLagoon.Cole.2000,lcRYpoNxQm5X7xZ3N6z,3830,185,10,2480,0.875,0.31,49.35,FALSE,lcRXfYOsrt2aKkjkg7s
1290,LostLake.Barnosky.1989,lcRg4jDIJlwnECP6bGc,10800,190,4,6260,0.001,0.4,99.64,FALSE,lcRguvPpTLfurSEuyjj
1291,LostLake.Long.2007,lcRWc4p9zRovSv4E1on,8590,170,6,3040,0.906,0.11,245.13,FALSE,lcR5lA4vdg8SeQyulOP
1292,LostMooseCore128.Dredge.2003,lcRg1kKYollI8WWxY8G,5050,190,4,2890,0.523,0.35,102.29,FALSE,lcRN4nJZQfQBLHjdUsP
1293,LostP.Davis.1980,lcRqWvFCTeh94DmXUgd,12000,525,3,7060,0.012,0.58,130.63,FALSE,lcRhcTThXHOfG8rrz4W
1294,LostPark.Vierling.1998,lcR8k4RAmFt0RxtgVp3,11820,250,3,6940,0.559,0.48,115.15,FALSE,lcRofTY6kg2cnvJPleP
1295,LostSwamp.SchoonmakerJr.1992,lcRzIOKBs035p7Kft1i,12000,225,3,6310,0.031,0.56,168.86,FALSE,lcRBQVe6p9dlsfOwr1S
1296,LoughAisling.Browne.1986,lcRXIJClC4slonEYEuI,7710,180,2,5240,0.96,0.16,232.11,FALSE,lcRy36JbWqAM9dKWtaO
1297,LoughAnaffrin.Browne.1986,lcRZHCziGDt2bP0NdKt,11940,340,1,7150,0.248,0.32,144.41,FALSE,lcRFRniIoMIDL9ewDQQ
1298,LoughCamclaun.Dodson.1990,lcRrkS3LZxh2dOhdS0Y,10590,130,5,4610,0.068,0.31,159.44,FALSE,lcRWexTytsJVkt4MMHK
1299,LoughClevala.Browne.1986,lcRP7FTUGQ30kN7pE1w,11850,270,2,6170,0.592,0.18,194.63,FALSE,lcRaeweiggyjjmIia9c
1300,LoughCorslieve.Browne.1986,lcRGswyhnkogzOy8h8F,11800,410,5,4770,0.501,0.17,210.4,FALSE,lcR1ZcSt0kNij2meIeq
1301,LoughDoo.Oconnell.1987,lcR20ux0dhS9YOvxmPh,7250,70,6,3510,0.233,0.23,81.95,FALSE,lcRJm69C1JqLMQtrjAi
1302,LoughMoynagh.Stewart.1996,lcR7sxLIGfxDKVbrVPP,11310,70,3,4340,0.575,0.16,221.77,FALSE,lcRkotjw0NT97AaSyMN
1303,LoughMullaghlahan.Fossitt.1994,lcRShwFkjy6CGJ3eBei,11940,100,5,2840,0.095,0.29,229.22,TRUE,lcROsBpUskvIxZ99B5Y
1304,LoughNabraddan.Fossitt.1994,lcRw9W38RkB9RxIlkAV,11930,110,4,4300,0.141,0.35,249.46,FALSE,lcR55A3SwZlFHc2DCO7
1305,LouisePond.Pellatt.1994,lcRqa4T2k7C2wTkucKO,11980,240,6,2450,0.191,0.23,301.53,FALSE,lcRequaRiIB5GxaQyTs
1306,LowderCreekBog.Anderson.1999,lcR8wPsSc5OiNBErkGf,11700,395,3,4500,0.028,0.37,92.68,FALSE,lcRir1xNLYbgXnYHr6Z
1307,LowerPaintrockLake.Rust.2020,lcRIBBGZgYjgsbNKV1B,11940,230,9,6140,0.144,0.39,86.45,FALSE,lcRNP7eR4neIJ0aPnFR
1308,LoxahatcheeNationalWildlifeRefugeSite1EPASite7.Willard.1997,lcR6RFPjWCPhWDHlsxN,1480,50,5,620,0.025,0.29,81.22,FALSE,lcRKfcfJxptuBGrFk7U
1309,Luganskoe.Efremov.1995,lcRCHeP7xkq0keh2M2L,6030,190,3,2620,0.04,0.34,59.41,TRUE,lcRppi3mQEwOZqT6NMN
1310,LukaschinYarPeatExposure.Anderson.2002,lcR6zfg40KfwrtKMP1E,11040,300,13,2180,0.052,0.54,80.89,TRUE,lcRSUHcXH9jeiI5g8DU
1311,Lutiniere.Visset.1998,lcRJ63K49cuYGkfZvNz,4960,90,7,1920,0.635,0.37,164.05,FALSE,lcRL7rpaCvmVjgXUxBh
1312,Lutzenberg.Bortenschlager.1976,lcRmDsXjVes7yFqUXs7,2900,130,2,1940,0.236,0.19,109.96,FALSE,lcRbB8oUeRg1Fm1k6fb
1313,LyadhejTolake.Andreev.2005,lcRIMh96KkXqWDVY8se,10760,130,8,3320,0.42,0.43,67.57,FALSE,lcRsn5L5SZEgt6XGLC6
1314,LynnLake.Bender.1966,lcRZX0B0S65EO4Wx5Os,7740,190,7,3720,0.614,0.33,90.24,FALSE,lcRx6lL4MfaebfSl6Sm
1315,Maanselansuo.Vasari.1965,lcR0yTDB30jPlSET4HK,10390,260,4,5550,0.518,0.24,80.59,FALSE,lcRSHaKIrT0OjiaAt71
1316,MaboMoss.Goransson.1977,lcRdgG6rYMWgNmZAuh5,11660,80,15,1860,0.669,0.35,149.93,FALSE,lcRP8aIfX3pOlB9v3RO
1317,MaharlouLake.Djamali.2009,lcRluXJXWvmU6gUDU3N,4320,60,5,1340,0.821,0.34,115.14,FALSE,lcRMcsz6S3Id3FImwSR
1318,MakepeaceCedarSwamp.Newby.2000,lcRCrXv799jwCxETnFg,11760,320,5,5530,0.146,0.58,89.98,FALSE,lcRW9X7px52dIjUp9P1
1319,MakepeaceCedarSwamp.Newby.2000,lcRC2mRnfljsVG3NPqV,4290,120,1,7620,0.136,0.38,78.27,FALSE,lcROmSpXlRQbadUV8uj
1320,MaksimkinYar.Blyakharchuk.1980,lcRDkHUZfQTHxzugQdM,8980,100,4,4640,0.303,0.4,83.06,FALSE,lcRRn5iciUzm2n3WZp9
1321,MakuraMoor.Miyoshi.1977,lcRpBWCQamJBRTcVRJ3,10790,490,4,5930,0.39,0.32,88.47,FALSE,lcRTH8DOc4M0ZoA8tnB
1322,Malaniva.Svobodova.2002,lcRuBEprCTCyNjlEPeY,5970,130,3,3860,0.256,0.23,182.33,FALSE,lcR2YynhD2IaE8zDlfy
1323,MaleshevskaMountainsPeatBog.Bozilova.1985,lcRGggxdfdPiT8cGh3i,8650,170,4,3490,0.134,0.38,166.09,FALSE,lcR7vwuvBMgehP2Oalq
1324,MalhamTarn.Brown.2006,lcRaV8LZYnqVxw8BwNf,4300,80,9,910,0.915,0.16,94.06,FALSE,lcRLG389vArlIxsmNVq
1325,Malingue.Barbier.1999,lcRwpWqHfyiFqC3zAY0,1160,20,6,270,0.143,0.25,152.91,FALSE,lcRM0PmW0IETPc5dvZW
1326,MallardPond.Teed.2009,lcRtxJO058HFi2LTtPf,8570,100,17,1580,0.081,0.37,86.82,TRUE,lcR3NLgKUo4y32bE9BN
1327,MalschotscherHotter.Seiwald.1980,lcRmskKackRcLkokGuG,11070,225,5,2930,0.453,0.15,127.78,FALSE,lcR6A6Yi3nKbZkZWAqx
1328,MaltanRiverExposure.Anderson.2002,lcRudTubgjlyz6ZHINR,12020,190,11,9570,0.322,0.24,46.15,FALSE,lcR2qWUstqQKWTKWN4W
1329,MalySuszek.MiotkSzpiganowicz.1992,lcRdnA5rzYvAyig13SV,11930,100,9,2190,0.234,0.22,88.64,FALSE,lcRjdEQVJWraGNTpVyB
1330,MangroveLake.Watts.1986,lcRobxs8jBlznmmRv1Z,10730,120,8,2310,0.269,0.19,78.71,FALSE,lcR1etVYodRAjJBCLwz
1331,ManinskiiKhartym.Antipina.2016,lcRfwScaXHGCZLGzgKG,4260,80,6,1420,0.453,0.52,77.31,FALSE,lcR4GK4IqeJYJ9pGaHq
1332,MansellPond.AlmquistJacobson.1995,lcRsGKE1HtShd5fiLfc,10040,80,10,1840,0.005,0.59,99.9,TRUE,lcRNlstqZT7bJqGX4oi
1333,Maohebei.Li.1985,lcR809Uw44rjVJI0Y7p,10190,450,4,3230,0.351,0.28,65.77,FALSE,lcRNrN8n2Yg2HBr4gxV
1334,MaplehurstLake.McAndrews.1981,lcRmzrszJcA5OcX5yAP,11470,265,4,5530,0.027,0.62,131.28,FALSE,lcR6m6NNjmAmETQ2HrD
1335,MaraisdeChamptoce.Cyprien.2001,lcRW6XtZ9JltblDuxh7,9370,60,7,1960,0.226,0.3,200.41,FALSE,lcRJMkH5b6BbizpcXDW
1336,MaraisdeFos.Vella.1999,lcRybeP3YfupT0XQM31,5960,135,2,5110,0.099,0.27,173.47,FALSE,lcRUIvZVQ1DdLzzVyJN
1337,MaraisdeKerdual.Visset.1995,lcROC7UyclqIRhWv2O5,5110,90,2,3050,0.5,0.17,78.94,FALSE,lcRWWkWRhAoSizdwlk0
1338,MaraisdeKeswick.Dinel.1986,lcR05uuYvKoZnUNKOyb,4380,80,3,2540,0.013,0.6,100.33,TRUE,lcRO0KHzVRbgCfmHYk8
1339,MaraisdelaPoupiniere.Ouguerram.2002,lcRZ40lSgCd6BdnI6Fo,11550,190,6,2990,0.235,0.49,176.83,FALSE,lcRD33cqE4e8hj9cBXa
1340,MaraisdeLisle.Ouguerram.2002,lcRws8UtuiI7583vk4v,6250,40,7,2050,0.098,0.28,149.12,TRUE,lcR6SCcPXhRsrHBSDKs
1341,MaraisdeMarchesieux.Bigot.1976,lcRx9vjmYNplbKdnUl2,4600,70,2,2050,0.615,0.14,136.66,FALSE,lcRo91GhDrzNuHkZiu5
1342,MaraisdeMaurepas.Joly.2008,lcRa2rBMoCs0XZ8iZBJ,2000,80,5,1010,0.63,0.35,151.36,FALSE,lcRFUpIQlo00L5j6BNN
1343,MaraisdeMazerolles.Ouguerram.2002,lcRkrByoMN1lkmzlWIC,7980,50,8,1890,0.316,0.46,167.09,FALSE,lcRsJHZOWzpzdknTQP5
1344,MaraisdeMeron.Cyprien.2001,lcRWoWncUcjNSY8bbZm,5700,60,6,1300,0.207,0.21,120.43,FALSE,lcRDy0Jwjj668hY3gQe
1345,MaraisdeMunet.Cyprien.2001,lcROCXPOCrcvMm1Tzan,11880,100,7,6070,0.024,0.28,201.2,FALSE,lcRl6XuCFDUKx4ILM5g
1346,MaraisdesBourbes.Joly.2006,lcRzSWDN9NnperkOv4M,3990,40,8,1850,0.087,0.49,162.89,FALSE,lcRK3EGZG5Um9K4Wj6N
1347,MaraisduGrangChaumet.Vanniere.2002,lcRLFEQnkzalebRfIRE,7650,60,8,2430,0.337,0.21,150.61,FALSE,lcR3VB4j9cbrmy2PnCL
1348,MarcellaLake.Edwards.2015,lcRTMSt7gELRNTyCnb3,9080,275,6,3690,0.004,0.51,79.31,TRUE,lcRvRqby9I4cXhVsF5P
1349,MarionLake.Mathewes.1973,lcRjeG3LYavEod4khyl,11930,100,7,3380,0.447,0.66,332.13,FALSE,lcREgDueAd5qWn0Obav
1350,MariposaLake.Steventon.1987,lcR0WKPURo1OmuVMMtr,12050,600,2,10820,0.099,0.36,79.47,FALSE,lcR9TYRPMGShAT4lUJF
1351,MarkPond.author.1111,lcRyqFXS6870nlXKbFG,8080,115,2,5000,0.244,0.51,79.69,FALSE,lcRGZ4bcjzMEfkOtimk
1352,Mars.Miras.2013,lcRx1JpVmq27z6uwXSc,1390,20,8,490,0.734,0.11,111.14,FALSE,lcR0w0sFgqh1uuBeCzb
1353,MartensSloughPL7720.Mott.1981,lcRifyEck8SQh4fBTXP,9600,830,2,7270,0.028,0.44,67.95,FALSE,lcRJdEYGAjH6Hz9NuYK
1354,MarthaLake.UmbanhowarJr.2004,lcRzskbKqy5j5gPZ4fZ,3330,80,4,1260,0.877,0.39,67.92,FALSE,lcRA5Mrbvx6GAqZ54UA
1355,MartinsLake.Gavin.2015,lcRct1LnZMLp4m7nk7V,11800,230,4,4220,0.028,0.24,423.67,FALSE,lcRjZRd7LJ0XGXV5g8p
1356,MaryLake.Bennett.1992,lcREisBfCoLw18n47DO,11050,40,5,4700,0.014,0.6,102.41,FALSE,lcRR3z2MpJTIHdYIA8x
1357,Masatjornet.Birks.2012,lcR8fc8B2pDMdMUjVUf,12040,260,7,2610,0.018,0.41,128.85,TRUE,lcRV6RDsDi92OgUaexc
1358,Masehjavri.Hyvarinen.1993,lcR1wbnEHAzMlCai5mM,10910,330,6,2680,0.151,0.27,79.24,FALSE,lcRAAGrpExVpQvMyqq1
1359,MaweiZK32.Wu.1993,lcRMkMi6BZJkLQxXWV7,10120,320,2,6960,0.922,0.61,164.38,FALSE,lcRvFXYx1uc1LTYUPOP
1360,MayflowerLake.Levesque.1993,lcR356EoSScRV1Prhz4,1920,220,1,1500,0.136,0.6,99.68,FALSE,lcRs9KPxqMmIlPFDOHW
1361,Maying.Tang.2007,lcR5irgbcBAJLsgcYjl,8630,300,3,3270,0.305,0.3,77.12,FALSE,lcRiNcccw5E3ePhmF1B
1362,Mayralampi.Koivula.1987,lcRn3EimMStdz1RneJf,9780,120,6,3980,0.961,0.44,241.62,FALSE,lcRYhkpqyA895XZk6xR
1363,McCallFen.Doerner.2001,lcRfNZVhQUVKj25LUxV,12040,650,2,4790,0.158,0.42,120.61,FALSE,lcRJuYqSEeZagfG5s9L
1364,McCarstonsLake.author.1111,lcRWtN0ZE7dVVISkqyP,10020,270,2,8840,0.641,0.37,96.22,FALSE,lcRTk8FSShVHuIrTPGG
1365,McMasterLake.MacDonald.1993,lcRc55VDwgGHGTlEIcP,7580,130,5,4080,0.004,0.45,61.5,FALSE,lcRRRbcZOaWK8dgFLWg
1366,McMurrayLake.Edlund.1996,lcRI00bqFUcqNkvdsuP,12040,450,2,5850,0.002,0.35,147.44,FALSE,lcRTQEAVl4w1RjgH8WH
1367,McNearneyLake.Charles.1984,lcR2E41YeaP4eIWk3yA,320,10,9,210,0.009,0.58,77.79,FALSE,lcR4jJDxo8QUuu7Ie5T
1368,McNearneyLake.Charles.1984,lcRH0N3qYfYFYGeruRL,250,10,11,90,0.605,0.26,46.63,FALSE,lcRNOX8vWpWGXwOkryj
1369,McNearneyLake.Charles.1984,lcRi2ATEsuVybpfxHEU,440,20,9,270,0.293,0.31,48.97,FALSE,lcRKm5lr47AAhEjByAR
1370,MD952043.Fletcher.2008,lcR2ltWV4SkWCSePKfa,11250,90,10,1770,0.813,0.63,136.6,FALSE,lcRuoJbzbmSq5ROdeT8
1371,MeadeRiverbluff.Eisner.1998,lcRt6JgOB2czOq9KcFK,10330,610,5,5760,0.211,0.22,26.27,FALSE,lcReKzBw76ZIKGUVyKR
1372,MedicineLake.Allen.1992,lcRtwlvoeRFfrK89fTb,11340,160,5,4010,0.033,0.57,105.86,FALSE,lcRSQykLlibFvhihHZU
1373,Mekelermeer.Bohncke.1991,lcRsMJe5xGsZv5Ba2GB,12030,60,1,10740,0.452,0.29,178.1,FALSE,lcRa5X0diBvslUAzMtx
1374,MelnickyuvalPrivory.Petr.2014,lcR34HBFqtRtzqcd5Zo,5420,340,1,5300,0.44,0.42,129.64,FALSE,lcRQbYogRxNCU3NJ5GV
1375,MenezCam.vanZeist.1963,lcRYWEHGmpzYXMuYnaC,5000,110,3,1500,0.742,0.2,104.36,FALSE,lcRuiIwbfI1xgL072TY
1376,Mengcun.Xu.1993,lcR1me8CKuaYNREsXp5,11050,295,4,3190,0.001,0.74,102.72,FALSE,lcRt9VmPhvghOhDEKCz
1377,MereyaRiverLagoonTerraceExposureS400030.Anderson.2002,lcRRpLJJdIedlRtEQyt,10640,280,4,4900,0.646,0.78,78.6,FALSE,lcREZG7DXpmJuJcM3Xf
1378,Merzdorf.Jahns.2004,lcROeYeMyFy8veNAHLt,3220,20,4,1000,0.252,0.21,109.73,FALSE,lcRxdz9bCqaCpwbK5JC
1379,MianchengM1.Yang.1998,lcRXvbC4hazRnHK1FGt,11280,50,6,2620,0.008,0.8,117.55,TRUE,lcRgusqx6GV9fWtPdjL
1380,MicaLake.Anderson.2017,lcR51PFKlQqno4VsZWI,10230,150,12,3610,0.001,0.77,214.43,TRUE,lcR0BbJQaJ1Xl454s1m
1381,MiddleNorthCoombe.Fyfe.2004,lcRvJa7lkTcavvdGhA7,3240,50,4,1140,0.414,0.15,87.73,FALSE,lcRfp0oDhEvuzcC1HLc
1382,MiemingerSee.Wahlmuller.1985,lcRFI2WPHV9ziplzJqB,11830,290,4,6420,0.012,0.46,253.36,FALSE,lcR9LYRGazCYosbFUlC
1383,Miesberg.Bortenschlager.1976,lcRu6OsQvsm3rWrNBGn,5500,160,5,1980,0.308,0.25,144.3,FALSE,lcRwvPvFyxTomilyp6S
1384,MinakokosaLake.author.1111,lcRj92A16IZMc4T1AmQ,11560,230,3,4760,0.047,0.4,53.34,FALSE,lcRCtvUBmK20xNnToFw
1385,Mindelsee.Rosch.2013,lcRVWr42jA76oxgvcgN,1810,10,3,1300,0.725,0.27,123.85,FALSE,lcR3tRevBa6FCiJ4IAt
1386,MindenBog.Booth.2003,lcR3w0Gj4F628LJnVMp,3410,20,11,580,0.305,0.35,97.23,FALSE,lcR0ETYjJ9lwZxCtmve
1387,MinnesotaPoint.Nurse.2017,lcRZEBA7MwWMxngyJdm,840,40,15,200,0.213,0.44,35.84,FALSE,lcRmbfiGxgyolgVHRK7
1388,Minnreg.UmbanhowarJr.2004,lcRZ4aNwnz4fBYq6uf6,710,45,4,480,0.491,0.14,44.22,FALSE,lcRIJkSOrjdilApdQxW
1389,Minzhuqiao.Xia.1988,lcRR7nujAYLr9SyVsFw,6160,510,3,3850,0.114,0.32,55.63,FALSE,lcRSgkQXSiD3ZST8tWY
1390,MireGarvan.Lazarova.1995,lcRvGYIUsfKfCI7tK9y,6460,150,2,3060,0.206,0.26,66.66,FALSE,lcRXfwdHEmCTN4T89af
1391,MireGyola.Tonkov.2014,lcRwTjf5J8aLELOGwFm,8130,195,4,4290,0.064,0.46,239.79,FALSE,lcR6A4Kyt7zLKoJQ4Vw
1392,MireJohvika.Hansson.1996,lcRDnii7o0N7rD07xOq,9460,415,5,3400,0.013,0.37,144.06,FALSE,lcRpwI7rHkUtfJFGx9t
1393,MirePelisoo.Saarse.1990,lcRG1Gau2IYChraytyC,10180,160,5,5470,0.085,0.34,144.38,FALSE,lcR2UzUaspbqdMLtgBW
1394,Miroshy.Chernavskaya.1988,lcRlZ8MPtfvdDKDKP0g,9050,350,4,4660,0.019,0.25,96.01,FALSE,lcRBhQaeSCDn8bFHevI
1395,MirrorLake.DelPriore.2007,lcR0yb6mC6saS1ey3Wx,3680,80,2,2760,0.436,0.37,82.71,FALSE,lcRYHvANf4Ow40xeMZv
1396,MissionCrossBog.Allan.2003,lcRRAeedekfMbdHkfzB,1770,40,8,1180,0.456,0.16,64.03,FALSE,lcRFV5ssEeTTNFOvktq
1397,MissionCrossBog.Thompson.1984,lcRrhdt8mGJgTgCwIu9,9750,230,7,2740,0.034,0.28,101.18,TRUE,lcRXYqhY1dzjyZuVsNU
1398,MistyLake.Lacourse.2005,lcRV3ACVgpTuSZMr9Qh,11840,180,5,4060,0.592,0.5,445.32,FALSE,lcRZu2WqIxjoCu9KRD1
1399,MitkofIsland.Ager.2010,lcRiX3ftRO5AyyMrERW,11930,255,10,2320,0.122,0.62,395.51,FALSE,lcRne26LdMbWGiIeBWx
1400,MittlereHellelen.vanderKnaap.1997,lcRgQF96dWCRsAFWa2D,11650,145,11,2280,0.145,0.43,218.25,FALSE,lcRgROCf8XeKa6RONZJ
1401,MLake.Ritchie.1984,lcRnWyDNFSNCpxvKroi,11940,120,4,4320,0.923,0.41,85.96,FALSE,lcRhtljSSjqTsaGhmIV
1402,MobecheForest.CletPellerin.1993,lcRTEYXG1aUxqTc9M2n,1040,10,2,560,0.338,0.23,108.91,FALSE,lcReSYrYXfDYQlHbRrJ
1403,MobileBayMB0810GC20.Smith.2020,lcR8BJfGyTZex0xcDqO,3210,85,4,1260,0.019,0.37,119.82,FALSE,lcRMdqcUVN9YHX0luua
