"time","CNA","EAS","ECA","ENA","ESAF","ESB","GIC","MED","NCA","NEAF","NEN","NES","NEU","NWN","NWS","NZ","SAH","SAM","SAS","SAU","SCA","SEA","SEAF","TIB","WCA","WCE","WNA","WSAF","EAN","SSA"
1000,0.732798044076301,-1.6199060492909,-0.586830526599032,0.569580799850286,0.592906643390278,-0.523111605201425,-0.156798833125617,-0.0316645363626845,0.719615509431397,-0.762598725893102,-0.212605743525192,-2.32851329751858,-0.110745121807747,-0.268252535787892,1.73154107915037,0.930162912313135,-1.32059328512533,1.92524814177439,-1.64567136553391,0.175056634785665,-0.248264522244316,-0.892884895896752,-1.34322547883709,-1.58945211743073,-0.383500120672291,0.444921182458426,0.342158889019876,0.276398207548934,-0.705695268864042,0.218782749926899
1100,0.474877301184738,-1.51327629812165,-0.46490556683069,0.597260432167585,0.471250442158169,-0.442110955169262,-0.934878321357916,-0.0576640928029093,1.23733026472279,-0.837501740406519,-0.206630235424947,-2.49509239470551,-0.0963076637292747,-0.20262691849234,1.49205389728018,0.696420556982816,-1.32059328512533,1.98212232258513,-1.64567136553391,-0.192426616881395,-0.555035054459432,-0.402912504275604,-1.18657642455963,-1.96472488671237,-0.614460798619438,0.489786060325607,0.231375704749696,0.0444126601021924,-0.456750560298363,-0.188762849351369
1200,0.52113298163211,-1.81864576139245,-1.28915410881394,0.637265817996844,0.620982101183272,-0.594024673466351,-0.819179562406362,0.120236479521988,-0.411840668850402,-0.815784108439211,-0.176661439862287,-2.81015617208649,-0.147002290453379,-0.4556360598991,1.30524643889427,0.702938763367962,-1.26539125038281,1.47895833628028,-1.64567136553391,-0.33708055930628,-0.858820041238242,0.143609735079031,-1.7989804054831,-1.84404135064313,-0.513531003292443,0.430458995050834,0.138444672714491,0.183864779531729,0.223161312605471,0.0998917234261335
1300,0.559018619312899,-1.55821270127497,-0.809902930930323,0.721584898186997,0.413070131089948,-0.0267635170045642,-0.588225445428606,-0.0334974713258966,-1.1550917509224,-0.839101008991014,-0.0224050088274442,-2.00719791574083,-0.199358593265552,-0.0637769612533488,1.30685921984055,0.664129416241191,-1.26699983909771,1.68621025632108,-1.54437714163152,-0.433691252808783,-0.680871591490829,0.381407044317946,-2.41413981305886,-1.87090973611804,-0.650034362704516,0.55406731639521,0.396866796750328,0.0730082320727712,0.0681359420626755,0.348712927097883
1400,0.562797701637406,-1.61539719376039,-0.570590222615316,0.770022690077981,0.246490026786818,0.198679973735929,-0.271602827493428,-0.0265999419282227,0.127146982605419,-0.869090802050496,0.0893354208901798,-2.42090936673211,-0.1556740806362,0.0818253976957901,1.27067798023457,0.661332927041413,-1.27432797864073,1.57638444051702,-1.40345811607977,-0.341862912185251,-0.693482195577676,0.0243985100699327,-1.4085822110342,-1.62504206078063,-0.10632048128382,0.433650718494682,0.358679120132535,0.476595145907083,-0.111049888646034,-0.424660841185008
1500,0.388215068707894,-1.76979410611376,-0.457163422316364,0.887128872410025,0.405735311822577,0.276548393379204,-0.684291332656753,-0.00620548858596067,0.151964522126524,-0.80508542364489,0.219837147997803,-2.13097246404593,0.0907112976651098,0.196686050509228,1.38661340077021,0.0911485461835371,-1.2898116805966,1.67735508432524,-1.40345811607977,-0.222502850901557,-0.556385079017007,-0.231257961301932,-0.3983914225782,-1.21298546891482,-0.158471643146948,0.370757099508824,0.46403743628939,0.502403687885171,-0.422798102499237,-0.213442185561755
1600,0.432383578834069,-1.75336142442817,-0.161710055521489,0.763238977474613,0.382999798802346,0.164685253952156,-0.359502872614452,0.058367709792725,0.216888835666157,-0.954992254189519,0.189028055351415,-2.69264016215241,0.0520852435963514,0.200212371493726,1.22553227205582,-0.292657575185927,-1.26938384593694,1.48232343783303,-1.40345811607977,-0.199171863805802,-0.587958709830599,-0.222360788252249,-0.701233042756088,-1.01139370295101,-0.21880405716767,0.314744748944959,0.426242674554465,0.135692568414191,-0.517778742186699,-0.511660260948469
1700,0.57080937550508,-1.41999355682571,-0.14275150056941,0.645061570684651,0.414911997187345,0.550134674102458,-0.120566641796046,-0.0405443890207347,0.113383845007881,-0.869706047524925,0.131538056080628,-0.194103546795063,0.279162464831119,0.0509496699353691,1.37705858916267,-0.492623800126624,-1.24759364531672,1.44110905656571,-1.23666201942556,-0.580744759384169,-0.353451875687912,0.296045054478582,-0.851860690944875,-0.960468779876016,-0.387465443781964,0.120965766780801,0.538788697770143,-0.0107839672255583,0.458194608734014,-0.0990431359606308
1800,0.722166361938192,-1.43590773499285,-0.162858887858757,0.583364005990854,0.218168919264711,0.779704976573848,-0.0719260358107395,-0.057737229665406,0.25299743835069,-0.866577481604044,0.187338079269856,-1.06998038190186,0.101899816507683,0.273015932854051,1.21877311602502,0.182320765199501,-1.24415199145418,1.15499976329895,-1.0604360565712,-0.618995244104705,-0.429114995063012,0.728896296200148,-0.446897810755808,-0.845273933534489,-0.40412695921385,-0.041561703421259,0.319355538952857,-0.239501136400802,0.466601256065215,0.00874632844609689
1900,0.988210543392619,-1.4032940847042,0.0312184587440741,0.662709357162503,0.239128465853935,0.824155484840625,0.907959701846453,-0.0452439753251243,0.343893767596619,-0.771569738409276,0.142646527121714,0.0711720484960349,-0.224714289671266,0.164671777127315,1.09204104153761,-0.134809279754736,-1.24920089168823,1.10688842889933,-1.0604360565712,-0.581922676290348,-0.0469636681940677,0.782242514775444,-0.47573285309801,-0.797982266955324,-0.368701734260519,-0.0912205978758308,0.324439054697872,-0.33974221257816,0.282349484542883,-0.626878052897229
2000,0.517445487946727,-1.51321764308921,0.248960528471967,0.73297596756485,0.354222989011509,0.948043873228061,0.274690615516319,0.0761241248222634,-0.217087569870504,-0.642675690886336,0.027778306348897,0.633828809926474,0.057021907235811,-0.116379759831391,1.31908893035114,-0.557809959160146,-1.17283884569406,0.785151452253963,-1.0604360565712,-0.724414136071795,-0.305125398227486,0.479576811130866,-0.196740229234425,-0.830616065540964,-0.656785932978113,0.0300583983391911,0.0627124622216106,-0.690197190755613,-0.343932587344603,-0.508926808722023
2100,0.533288927512602,-1.36642068467938,0.0669352014418296,0.662601644814531,0.129233372665382,0.663173745184513,0.353918874167423,0.0673270904966914,-0.242992913860871,-0.606879509580643,-0.00197793229588275,0.177459506829247,0.137013528041766,0.0655107796780356,1.18576205377483,-0.507068763378978,-1.10075538323243,0.568017340624695,-0.586529583680888,-0.776628794777231,-0.692656164763709,0.359904177843489,-0.118432424341311,-1.15559086082071,-0.304568934740489,0.025235754031524,0.0503304018259404,-0.3237622573659,0.156868882793872,0.0463387291431495
2200,0.58571623358739,-1.40494466758498,-0.307331615824963,0.66662503166466,0.485734040814013,0.465191427614635,0.384596940574143,0.0878893631591654,-0.260017349731538,-0.120907162265697,-0.0977053360360213,0.38763218719313,-0.0254871127501397,0.227510775911372,1.28217370681627,-0.660719150317714,-1.10136410454184,0.595779151109327,-1.07708209648057,-0.538446668164623,-0.0495032914758657,0.571018370524956,-0.122206003448836,-1.20292815789294,-0.406025458746787,-0.108335074692347,0.00795187250117192,-0.393648121976351,0.245118110037996,0.3662885699887
2300,0.551569053419633,-1.39887048124305,0.00567307821885749,0.709354570463311,0.408321773396545,0.244481550585802,0.20938839844722,0.130297165836738,0.0995666806665236,-0.567889280435762,-0.0331710950160286,0.569405207332618,-0.000886557293831618,0.186754075712552,1.30715023177911,0.00870174849897512,-1.09803367473524,0.472218353276447,-0.60319171911547,-0.493650206757378,-0.106319326423164,0.238074929315776,0.00368001197284574,-1.39681989783254,0.168966715818589,-0.22502932311263,0.0323474017428531,-0.154581392219021,-1.05432396172471,-0.366346695729222
2400,0.728153776727484,-1.08615037216276,0.0354540477792654,0.669666107872303,0.315069463545535,0.186432180171188,-0.059135697493672,0.261751555823237,-0.103639974310828,-0.756091778624581,-0.1912074543481,-2.51831829389285,-0.0470290326503974,0.366902237302329,1.47496885446116,0.23835866162157,-1.07227867079117,0.369067042244489,-0.747282677055133,-0.419283381718781,-0.0601564190677344,0.0529024445524826,-0.127462725702517,-1.53697146456921,-0.529104645893287,-0.134999300989095,-0.0799578159686795,-0.323775627431827,-2.12582208236626,0.0111981547323375
2500,0.635153664605193,-1.18884795013171,-0.100260102922934,0.623441140400609,0.153783634667185,0.48580256746219,-0.446528936908555,0.224794191391507,0.0277529167020311,-0.663337068334207,-0.199355348420869,-2.48019620459475,-0.282096034559581,0.521563280671792,1.27667028530917,-0.213855253307161,-1.07252249143512,0.530997518432534,-0.804585987648684,-0.449571044102966,-0.114871261862343,0.243198240736166,-0.511676948780419,-1.10445667439352,-0.400789870761569,-0.231902516293935,-0.027538266676273,-0.588202707522281,-0.236209077423566,-0.585724341803569
2600,0.766809084587118,-1.07036933207974,-0.094207822201743,0.551747549071584,0.150333886362678,0.524842237129862,-0.248416706923442,-0.0275200588160592,0.0911700992977414,-0.527055990284826,-0.0284314765514584,-1.74285560652424,-0.242346274366937,0.456456808515301,1.55906968864385,-0.488961233904191,-1.06545873162083,0.804498165229149,-0.843095153349011,-0.424690878245557,-0.00101857054237241,0.0477106679825496,-0.483245261524871,-1.26850849300498,-0.115075420727068,-0.320758084900555,0.0760002219005295,-0.35393126823732,-0.127960240600314,-0.5822178255868
2700,0.631328999935999,-1.17084841108415,-0.576997335943411,0.534095312953065,-0.326629109007985,0.19192919499597,-0.748954504090822,-0.00215749583899312,-0.16023628978346,-0.680437219623594,0.212622462182954,-1.29622578566631,-0.0713280493752292,0.215202483372796,1.13252653299773,-0.360353624830309,-1.06545873162083,0.658890894113291,-0.71734603048528,-0.616372768588047,-0.0139194149869716,0.384612217081601,-0.265939459663388,-1.36004055514434,-0.266874663101799,-0.232605433592834,0.0230743353506719,-0.248270558694488,-0.462666278828292,-0.76821884746289
2800,0.520590251714294,-1.02472885429029,-0.525520002243887,0.483408947027009,-0.409698092046713,0.0991592635410626,-0.505713284566015,-0.281678014546206,-0.24236664170604,-0.122459045361358,0.36418219298285,0.560097129911056,0.0448491549185475,0.170862381539043,1.30538127696381,-0.274332395257455,-1.06545873162083,0.316758207911808,-1.14161687384422,-0.871435215680515,0.0711233976997673,0.17956173272497,-0.136806190398319,-0.67709141003773,-0.467774632539004,-0.207562984571761,-0.0141476256270396,-0.593489071580608,0.799456514615444,-0.569529146682096
2900,0.515432462601188,-0.879048842403876,-0.580124523107644,0.43468826160112,-0.743247054431077,-0.065144805568985,-0.325542851178968,-0.213664528699246,-0.307909326482478,-0.429667330089612,0.470936732122779,-2.61410030623371,-0.0558007555171065,0.231830645888106,1.55428646430139,-0.197837610692838,-1.05559531606931,0.0700021261312631,-1.14317730182643,-0.915913757955123,-0.422960556958964,0.283884023103647,0.148634881041205,-0.587392840931531,-0.213752138560641,-0.222169820656857,0.122623110612224,-0.370652090921858,0.0141685460217784,-1.03458439711535
3000,0.493048227244041,-0.952065091643746,-0.563967639923615,0.387699882424585,-0.791874890453136,-0.50684962109554,0.0448747919745521,-0.0579417606699065,-0.307420322875986,-0.179138781477719,0.271352730153036,-2.34352957314565,-0.010534782542609,0.143777043894793,1.54530791927605,-0.546249503583857,-1.02238224216324,6.61148810445847e-05,-1.54718700562827,-0.563346975549443,-0.509064382251395,0.0654576878512191,-0.316264790411666,-0.486370141331395,-0.265528745888085,0.0860525481102548,0.287653889130409,-0.668912170323499,-0.779879496901798,-0.61036034922303
3100,0.57619972568081,-0.881608696204443,-0.15714346658452,0.415286851670968,-0.581962949223084,-0.561531846224755,-0.512822786006424,-0.247019742487677,-0.354002257893152,-0.186304348341306,0.296934972803773,-0.0601437927685929,-0.0351691851247911,0.0686430720275863,1.24854899889366,-1.21362851379154,-1.02238224216324,0.0981993467981613,-0.67316277257818,-0.566363546916166,-0.146147686276013,-0.0577774675509002,-0.866823578710646,-0.354830087851536,-0.140343639925109,-0.0525989987820883,0.302256199556903,-0.623124693166842,0.311168044456221,-0.608013381589258
3200,0.462131152035644,-0.773135592552978,-0.0802796735919955,0.289813745078518,-0.263684251080524,-0.582737460485526,0.0177797344029991,-0.181712939321174,-0.0519393588015525,-0.210452545940215,0.420578652236844,-1.96414754662881,0.206683828834879,0.133233066570391,1.17438405808276,-1.16082386248715,-0.565280034886161,0.190085914688866,-0.752115846833207,-0.502479067277232,0.244727321037955,-0.337541309620341,-0.343404657276588,-0.551775151123517,0.131143814079413,-0.149337910372718,0.352689418397691,-0.395277042772113,-1.01014989857161,-0.636023510540552
3300,0.355122478940059,-0.693974836051028,-0.27726445401998,0.358335824352589,-0.131849167798824,-0.754362005123252,0.106898466195228,-0.121583052699395,0.162749246871696,-0.545596673237534,0.43350426464978,-2.63343271325377,0.332098270099982,0.326101719674447,1.3061579294605,-1.05704588709435,-0.376588495134154,0.303747944454328,-0.826949397439987,-0.411681124108468,-0.195981238280614,-0.199010513862234,-0.208196427077789,-0.622500388064631,0.226687082491985,-0.111234033493425,0.199656233687379,-0.32646012842124,-0.284998756138375,-0.632601253545117
3400,0.188867578683523,-0.718424647713219,-0.0498586401171927,0.469022804150985,0.00532965611416939,-0.923374858270731,0.0334518303132042,-0.0814594352763094,-0.00799412582403471,-0.578530897425335,0.274180846074915,0.0923480385915313,0.511974693581101,0.343148791310774,0.800055683609942,-0.811416672840823,-0.309298158727621,0.441925202514405,-0.44663235079458,-0.379219914250444,0.118783366294577,-0.0859469794918169,-0.150078329346285,-0.653847174355013,-0.155324442635883,0.0334236390897086,-0.00512568078924204,0.214485335531922,-0.0153818369912593,-0.256443083577439
3500,0.23978906500006,-0.78077302467897,0.0901567085046116,0.449350086349108,0.171208451058794,-1.0017945018172,-0.0131649912889605,0.134529961444235,0.155389956993144,-0.994327618268887,0.0121710089423344,-1.42692854997601,0.395065700611833,0.175183591965184,0.155677149895265,-0.44557209475112,-0.283319031479029,0.181246855730099,-0.874737540835866,-0.807928984764718,-0.378431382047733,-0.00631470980374052,-0.937816288494018,-0.710176874294098,-0.348419145080258,0.126344050025675,0.252884646334525,0.390087074659397,0.157395386993591,-0.546346738194625
3600,0.109206313458604,-0.793942466964659,0.121199930787551,0.45740311079345,-0.209324275546234,-0.908962908081159,-0.324185702907285,0.24345676008425,0.188511640749241,-1.15048288596289,0.0453244822420521,-1.64752932635536,0.255824988255894,0.111094446478756,-0.00274789760808047,-0.383035370347131,-0.284221618888491,0.150615416737115,-0.600919851660106,-0.506224837945795,-0.0973980659975277,0.123519483035927,-0.841890853409877,-0.660757170234645,0.0683005878442141,0.0422918857129854,0.213025628803751,-0.0811923583025274,0.829183466276505,0.296483422061626
3700,0.182409276540086,-0.781970050794321,-0.00922994111867957,0.505679687132226,-0.535615525980179,-0.85397848861371,-0.0516456255790284,0.113084592263878,0.303915171655386,-1.13843443451649,-0.116759058697066,-1.85617709581561,0.0292338777179522,0.306593136098767,0.170284662152779,-1.00914841418334,-0.29243092875896,0.523451170072189,-0.288673231682585,-0.539386384374864,-0.0263509340711095,0.333363897523501,-0.76831397396967,-0.496483602372318,0.00100082838042233,-0.0540034497097973,0.218785520038366,-0.14779936771307,1.24545197691124,-0.219566740079127
3800,0.172305173521119,-0.595966361107135,-0.147692491020411,0.272987249042881,0.0948280035980661,-0.951978687449867,0.28775634689931,0.0149018213738421,0.0516781877023196,-0.765172246937103,-0.0251848848333484,-2.76914756433316,-0.0474753516069803,0.276172712261549,-0.125863027250581,-0.737661394956622,-0.285295499000909,0.4500017325889,-0.0959945799166784,-0.404598144315654,-0.0306263243365312,0.208698508365104,-0.413694278552305,-0.826258456611374,-0.0924328307410094,-0.0965851583277696,0.16622304812225,-0.255428687151535,0.631227481994178,0.627967478140692
3900,0.111304278933646,-0.466496784976164,-0.241372106972486,0.155970369477053,0.609023026782287,-0.534168196989087,0.0815233442879765,-0.309674320382359,-0.353787729081263,-0.507269238099806,0.177198093483871,-2.72301683476902,-0.0522747281046614,0.34782843897566,0.261411981632,-0.180339562676315,-0.262519663233923,0.103663656342213,-0.763207019078497,-0.306203836649205,-0.205896837641622,0.383986469908825,-0.471687608514778,-0.49181114469342,-0.342440274177903,-0.100692414164731,0.16300059173428,0.0154318022657767,0.565700964629615,0.874723870472372
4000,-0.017574913221306,-0.679821752100184,0.0560503741840386,-0.115508663205159,1.24411235602912,-0.353788133113497,0.281583510123427,-0.341910611443671,0.0142557778854138,-0.325644234173819,0.228956819058061,-2.24325542066498,0.124528008761916,0.302440874485444,-0.0363847145438641,0.095910136986333,-0.11679820373424,0.0245077473385634,-1.6879784611854,-0.585134971622112,-0.00911732788017135,0.62253685022786,-0.641252109695712,-0.414679890376705,-0.408729774214807,0.110715653845241,0.0963761871089784,0.281449888123002,1.1168101543038,0.50551078183418
4100,0.0417295643025483,-0.511379968206007,0.0621947740769352,0.00240021735870944,0.976740651822124,-0.443435715167934,-0.211047839715984,-0.251965471704118,0.036104731931435,-0.320555285888216,0.112233383498574,-1.30660185307993,-0.137514962778043,0.512422939931057,-0.117803066793115,-0.147276911936262,-0.124241798767566,0.170437888508752,-1.2093679580268,-0.240058333254577,0.237859231767626,0.659262791977061,-0.570838538040814,-0.239431303368199,-0.395341774798832,0.035021499815271,0.0476427511109433,0.635638385502623,1.0562793678948,0.296496899699716
4200,-0.151256514251082,-0.36413347321191,-0.0396812286934328,0.16282576958958,0.547496752244629,-0.361446911034383,-0.174616148544668,-0.00411348499587368,0.369938005313953,-0.268627360073603,0.00327582057730348,0.547185776738736,-0.207914294213469,0.177412062363036,-0.133367677226004,0.225489417758217,-0.148860234942302,0.210033283770795,-1.09276428835714,-0.148353023603365,0.0155297476852245,0.0945340975280241,-0.525135962909424,-0.415750506973044,0.28363134529531,-0.0333119126210362,0.14071515383357,0.308947631834309,0.822179749379235,0.225537063474683
4300,-0.0250531090767025,-0.265319608979334,-0.0820430182679201,0.146542439623322,0.241190545444211,0.0198459850166269,0.0282681822042351,0.205828572079068,0.341472953149911,0.0826574504490719,0.0142261482583715,-1.78106155850966,-0.193705743155272,0.244046079368357,-0.184332345479975,0.214043288447732,-0.214194136930178,0.263857723481136,-0.915904649851263,-0.0788390237633762,-0.132942945875137,0.2566857558341,-0.364282793742408,-0.531235682520315,0.113928888126748,0.0242775547223963,0.0212493407651218,0.219132326332679,0.409784896608946,0.2088113011666
4400,-0.107156863629874,-0.383788763023512,-0.00124251743003951,0.257059504510907,0.0776506921549943,0.205842174521283,-0.169737121807781,0.0834284831308003,0.465476821771693,0.0996708351130826,-0.0997895924037087,-1.39332046769525,0.0910975865464592,-0.0166976044609835,0.113232304282018,0.211885460995209,-0.252845944759499,0.256030691690763,-0.803988164372284,0.0566996303171878,-0.0470194182900888,0.489742206016101,-0.174361175491957,-0.4139687756134,-0.017072955108593,0.0637099565461332,0.0964904592773821,0.0131208841181456,0.8406172096059,0.150425055536469
4500,-0.132776876213605,-0.342969283310568,-0.0764554847288163,0.0637093007808435,-0.0256338835666328,0.0110846938840005,-0.161656093782705,0.160005068572098,-0.0264963014575232,-0.0406771425428693,0.178177600521414,0.50376304071682,-0.0794486621871343,0.226717459979898,0.161619574170637,-0.0859647434086794,-0.557997615451668,0.26649786203366,-0.937092253879733,0.317818476781317,-0.102979500297191,0.779746040540897,0.213266151365294,-0.0993454685432893,-0.118333015919425,-0.0528806799909816,0.150001740876859,0.0422492599275781,0.50923344102876,-0.112402381634796
4600,-0.245274000265601,-0.324008379738179,0.035451752279762,0.0471897873591133,0.153759567565355,0.395185064094846,0.0587393354616042,-0.0115590346860785,-0.0476751728056639,-0.142517736077608,0.411180545930329,-1.04964384986982,-0.0621171481387768,0.239234532302309,-0.0934667064910896,-0.247959906665534,-0.616492790402328,0.121648316793924,-0.907170666790608,0.324551176025239,-0.147739357979403,0.233218500260193,0.0501289180613446,-0.252575121830191,-0.376815480705166,-0.00643182525699369,0.207698063320238,0.470377076958446,0.534838702966844,-0.0722162614265783
4700,-0.270428898822585,0.0510235047521172,-0.00523176388299409,0.0978329649791339,0.619324459341746,0.776820222543154,0.211831186205433,-0.0792695657071434,-0.157730938420419,-0.210332554528394,0.321322015554046,-0.821795125853275,0.0696344075963878,0.37468281177303,-0.129319792109355,0.124821079996076,-0.454845536445255,-0.127930991890773,-0.860181217782114,0.0756105032261684,0.282622420843064,-0.1753821974126,-0.058235211923584,-0.207750888416053,-0.485832117133065,0.0272555267190102,0.0230429476887223,0.258555819932799,0.508413821979192,-0.374936991397038
4800,-0.267973395643791,0.00572956790307203,-0.113882041214314,-0.00765456584528358,0.427603850279769,0.870646876977074,0.235724893331333,-0.226726723246895,-0.0144811342612007,-0.141199534371803,0.214817052173499,1.71074115384263,0.122741720981834,0.287217001488027,-0.36966603639681,0.2857151831865,-0.408240836100739,-0.34875833060326,-0.894900578079765,0.145485470788271,0.149683614727126,-0.0596461998362084,0.127095568301441,0.326343783854452,-0.221396617930094,0.0320956283229812,0.0594197133942946,-0.0145831189602923,0.218900174509846,-0.141762275776502
4900,-0.411119357029224,0.253707901396627,0.110598687780907,-0.091515766470486,0.205645072648917,0.825174091372841,-0.000622631561698728,0.011302943661523,-0.293296987623873,-0.183532174463155,-0.208129278623503,-0.30467465766566,-0.0828408256133737,0.244563115056678,-0.44460745614106,0.544904897919092,-0.436519562905962,-0.54750375877956,-1.06968146131965,0.220565196489925,0.399940621198808,0.0555099228227559,0.375540817439497,0.436719751625733,-0.281236750615632,-0.13821774936617,0.0674853043355271,0.356497718832602,1.07056355892667,-0.147498226614424
5000,-0.291652883369979,0.13591164531043,0.435251380730597,-0.152934060087783,-0.0136106005657098,0.952884914629239,0.396302990409843,-0.00366249732704012,-0.168300435462534,-0.108793444259613,-0.469088421544374,0.698753188587711,-0.227694700470827,0.353083180986806,-0.318201619071722,0.680867281093792,-0.519134604229132,-0.651164232456754,-0.710616161373493,0.286291785522644,-0.00277728509516331,-0.22435484933881,0.477981199333519,0.18084433210772,-0.189311201436136,-0.265422086678242,0.0802493373682556,0.32573718343222,0.683978182931243,-0.226672237953924
5100,-0.249398454727139,0.218569849455473,0.288010961482695,-0.03155411384176,0.0957823901326086,1.00773783823215,0.808858441922099,-0.197691392922599,-0.275754708341735,-0.0491562107695768,-0.328295736409084,0.736110929533268,-0.306380605874899,0.384012359161195,-0.843453655757542,0.546463990609661,-0.466140172873657,-0.598524621427693,-0.814779326523233,0.301203394690569,-0.0267949424562842,-0.28199103278738,0.673219442677618,0.195331448073309,-0.962676911047116,-0.391291990077436,-0.025263356276959,-0.392898203374301,1.18330127827845,-0.644636152703077
